sample_id,truth_component_rank,truth_component_voxels,baseline_recovered_voxels,guided_recovered_voxels,delta_recovered_voxels,baseline_recall,guided_recall,delta_recall
0,1,4079,104,1460,1356,0.025496445207158616,0.3579308654081883,0.3324344202010297
0,2,2192,280,1416,1136,0.12773722627737227,0.6459854014598541,0.5182481751824818
0,3,2043,474,1361,887,0.23201174743024963,0.6661771904062653,0.43416544297601567
0,4,627,0,274,274,0.0,0.4370015948963317,0.4370015948963317
0,5,22,0,11,11,0.0,0.5,0.5
0,6,4,2,4,2,0.5,1.0,0.5
0,7,1,0,0,0,0.0,0.0,0.0
