sample_id,delta_global_voxel_accuracy,delta_global_mean_iou,delta_truth_present_mean_iou,delta_hard_property_loss,delta_hard_property_mae,delta_target_iou,delta_target_precision,delta_target_recall,delta_target_absolute_volume_error_fraction,delta_target_centroid_distance,delta_target_connected_components,delta_largest_component_fraction,delta_target_components_ge_20,delta_target_components_ge_100,delta_target_tiny_component_mass_fraction_le_5,delta_target_top4_component_mass_fraction,delta_inside_roi_voxel_accuracy,delta_outside_roi_voxel_accuracy,delta_hard_observation_loss,delta_hard_observation_mae
0,0.011272788047790527,0.018253803253173828,0.02966246008872986,-3.4978761672973633,-0.4738222658634186,0.22710313028512508,0.23069235173138428,0.4087867975022301,-0.2563559322033898,-4.789958953857422,66.0,0.23990733317322877,1.0,0.0,-0.00012729750891111655,0.017413587037930167,0.020172806150665856,2.2920534506920553e-05,-346221133824.0,-0.6924421638250351
