sample_id,changed_voxel_fraction
0,0.00289154052734375
1,0.002437591552734375
2,0.00262451171875
3,0.002765655517578125
4,0.003559112548828125
5,0.00234222412109375
6,0.001972198486328125
7,0.0025177001953125
8,0.00336456298828125
9,0.002655029296875
10,0.00389862060546875
11,0.002239227294921875
12,0.002960205078125
13,0.002490997314453125
14,0.001827239990234375
15,0.001407623291015625
