member_id,candidate_index,source_seed,prior_seismic_rmse,inverted_seismic_rmse,delta_seismic_rmse,condition_violations,underground_air_voxels_replaced,neutral_category,neutral_raw_label,normal_diagonal_mean,prior_lambda,smoothness_lambda,correction_abs_max_time,correction_rms_time,correction_abs_max_depth,correction_rms_depth_subsurface
0,100,9321100,0.047758039087057114,0.025599142536520958,-0.022158896550536156,0,0,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.0499154329299927,0.08376557379961014,1.029491901397705,0.11791396886110306
1,101,9321101,0.04265258088707924,0.022924982011318207,-0.019727598875761032,0,0,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.2485984563827515,0.0736188068985939,1.0851616859436035,0.10302046686410904
2,102,9321102,0.05223878100514412,0.027794720605015755,-0.024444060400128365,0,1,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.1454983949661255,0.08967006206512451,1.1071562767028809,0.12575189769268036
3,103,9321103,0.0383438803255558,0.021328754723072052,-0.01701512560248375,0,2,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.1259270906448364,0.06560610234737396,1.100683569908142,0.09054253995418549
4,104,9321104,0.046038780361413956,0.024588461965322495,-0.02145031839609146,0,0,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.1757816076278687,0.08041879534721375,1.0908665657043457,0.11254619807004929
5,105,9321105,0.041515450924634933,0.022330576553940773,-0.01918487437069416,0,1,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.1252914667129517,0.07143774628639221,1.0947682857513428,0.10033468902111053
6,106,9321106,0.04324457794427872,0.023580580949783325,-0.019663996994495392,0,0,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.2057416439056396,0.0745454654097557,1.155310034751892,0.10309280455112457
7,107,9321107,0.04397989436984062,0.024078112095594406,-0.019901782274246216,0,1,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.1309391260147095,0.07581685483455658,1.082187294960022,0.10538479685783386
8,108,9321108,0.052385542541742325,0.027505822479724884,-0.02487972006201744,0,1,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.2485992908477783,0.09027009457349777,1.1336126327514648,0.12618248164653778
9,109,9321109,0.04316949471831322,0.023399855941534042,-0.019769638776779175,0,1,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.1701384782791138,0.0745176151394844,1.132943868637085,0.10362515598535538
10,110,9321110,0.04625483974814415,0.024509290233254433,-0.021745549514889717,0,0,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.2644630670547485,0.07996374368667603,1.2249778509140015,0.11283045262098312
11,111,9321111,0.04782713204622269,0.025783440098166466,-0.02204369194805622,0,3,4,3,0.5866422057151794,0.0005866422434337437,0.005866421852260828,1.2396260499954224,0.08271431922912598,1.1856610774993896,0.11564259231090546
