sample_id,delta_global_voxel_accuracy,delta_global_mean_iou,delta_truth_present_mean_iou,delta_hard_property_loss,delta_hard_property_mae,delta_target_iou,delta_target_precision,delta_target_recall,delta_target_absolute_volume_error_fraction,delta_target_centroid_distance,delta_target_connected_components,delta_largest_component_fraction,delta_target_components_ge_20,delta_target_components_ge_100,delta_target_tiny_component_mass_fraction_le_5,delta_target_top4_component_mass_fraction,delta_inside_roi_voxel_accuracy,delta_outside_roi_voxel_accuracy,delta_hard_observation_loss,delta_hard_observation_mae
0,-0.00021260976791381836,-0.01579388976097107,0.0004227161407470703,-0.0007112026214599609,6.477534770965576e-05,0.00029858945053507294,0.0012149108632881905,0.00022301516503121788,0.009143621766280141,0.017316818237304688,14.0,-0.001065068263468305,1.0,0.0,0.0034581095094790328,-0.016526319488190278,1.8132859461172934e-05,-0.0005042517591510309,-0.0006831884384155273,2.0019710063934326e-05
