sample_id,step,t,w_t,tau,scale_0_sigma,scale_0_loss,scale_0_target_std_mean,property_loss,property_mae_mean,confidence_fraction,soft_class_entropy_confident_mean,predicted_property_min,predicted_property_max,raw_grad_norm,used_grad_norm,prior_velocity_norm,guidance_velocity_norm,guided_velocity_norm,requested_guidance_ratio,used_guidance_ratio,uncapped_guidance_ratio,guidance_cap_fraction,guidance_gradient_reference_norm,guidance_gradient_reference_ratio,effective_guidance_ratio,continuous_step_norm,condition_projection_norm,initial_condition_projection_norm,pre_projection_condition_violations,post_projection_condition_violations,hard_change_count,hard_change_fraction,hard_change_inside_confidence,hard_change_outside_confidence,alpha,property_loss_mode,guidance_scaling_mode,guidance_reference_policy
0,10,0.328125,0.3214394653031616,0.4028205488386443,0.0,32.737796783447266,0.1537216603755951,32.737796783447266,0.7457149624824524,0.7363777160644531,2.511101245880127,11.021017074584961,16.17337417602539,0.22857938706874847,0.22857938706874847,1774.34130859375,174.71607971191406,1783.324462890625,0.0803598663257904,0.09846813231706619,0.09846813231706619,0.0,0.18654370307922363,1.225339651107788,0.09846813231706619,55.70637893676758,1.5837345123291016,0.0,0,0,3819,0.014568328857421875,3819,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,11,0.359375,0.4422886902190013,0.3855110186860564,0.0,32.11386489868164,0.1537216603755951,32.11386489868164,0.7348379492759705,0.7363777160644531,2.4938488006591797,10.720544815063477,16.195171356201172,0.24627842009067535,0.24627842009067535,1772.510498046875,258.75,1792.2347412109375,0.11057217255475033,0.1459794044494629,0.1459794044494629,0.0,0.18654370307922363,1.3202183246612549,0.1459793895483017,55.984413146972656,1.6022565364837646,0.0,0,0,4812,0.0183563232421875,4812,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,12,0.390625,0.5555702330196022,0.367377970678444,0.0,30.681516647338867,0.1537216603755951,30.681516647338867,0.7164006233215332,0.7363777160644531,2.4731366634368896,10.378625869750977,16.219314575195312,0.25704461336135864,0.25704461336135864,1770.5213623046875,338.8504333496094,1804.587646484375,0.13889255825490054,0.19138456881046295,0.19138456881046295,0.0,0.18654370307922363,1.3779324293136597,0.19138455390930176,56.370201110839844,1.6161620616912842,0.0,0,0,5866,0.02237701416015625,5866,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,13,0.421875,0.6593458151000688,0.3485960359806528,0.0,28.375986099243164,0.1537216603755951,28.375986099243164,0.6890149712562561,0.7363777160644531,2.448024034500122,9.99500560760498,16.24584197998047,0.25798022747039795,0.25798022747039795,1769.3822021484375,403.3487854003906,1817.8839111328125,0.1648364537750172,0.2279602289199829,0.2279602289199829,0.0,0.18654370307922363,1.3829479217529297,0.2279602438211441,56.78561019897461,1.6255826950073242,0.0,0,0,7000,0.026702880859375,7000,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,14,0.453125,0.7518398074789773,0.32934609489107236,0.0,25.331600189208984,0.1537216603755951,25.331600189208984,0.6523909568786621,0.7363777160644531,2.4171948432922363,9.572144508361816,16.280574798583984,0.24868814647197723,0.24868814647197723,1768.1900634765625,442.0474853515625,1827.41259765625,0.18795995186974432,0.25,0.2505761981010437,1.0,0.18654370307922363,1.3331360816955566,0.2499999850988388,57.083152770996094,1.6378180980682373,0.0,0,0,7714,0.02942657470703125,7714,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,15,0.484375,0.8314696123025452,0.3098135348654836,0.0,21.823156356811523,0.1537216603755951,21.823156356811523,0.6072754263877869,0.7363777160644531,2.3789215087890625,9.116488456726074,16.34561538696289,0.23117567598819733,0.23117567598819733,1767.740234375,441.9350280761719,1828.9429931640625,0.2078674030756363,0.25,0.25760123133659363,1.0,0.18654370307922363,1.2392574548721313,0.2499999850988388,57.12944412231445,1.691110372543335,0.0,0,0,8575,0.032711029052734375,8575,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,16,0.515625,0.8968727415326884,0.2901864651345164,0.0,18.230073928833008,0.1537216603755951,18.230073928833008,0.5560764670372009,0.7363777160644531,2.3310699462890625,8.639535903930664,16.413700103759766,0.209602952003479,0.209602952003479,1766.74462890625,441.68609619140625,1830.456787109375,0.2242181853831721,0.25,0.2519344985485077,1.0,0.18654370307922363,1.1236131191253662,0.2499999701976776,57.17634201049805,1.7055431604385376,0.0,0,0,9811,0.037425994873046875,9811,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,17,0.546875,0.9469301294951056,0.2706539051089276,0.0,14.643733024597168,0.1537216603755951,14.643733024597168,0.49876877665519714,0.7363777160644531,2.2706995010375977,8.158202171325684,16.482406616210938,0.18375852704048157,0.18375852704048157,1764.3450927734375,411.44171142578125,1823.5950927734375,0.2367325323737764,0.23319801688194275,0.23319801688194275,0.0,0.18654370307922363,0.9850695729255676,0.23319798707962036,56.96108627319336,1.7297998666763306,0.0,0,0,11186,0.04267120361328125,11186,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,18,0.578125,0.9807852804032304,0.2514039640193472,0.0,11.335983276367188,0.1537216603755951,11.335983276367188,0.43806192278862,0.7363777160644531,2.19407320022583,7.693841934204102,16.548688888549805,0.1568080484867096,0.1568080484867096,1763.3587646484375,363.44805908203125,1814.9923095703125,0.2451963201008076,0.20611125230789185,0.20611125230789185,0.0,0.18654370307922363,0.8405968546867371,0.20611123740673065,56.69047927856445,1.7828556299209595,0.0,0,0,12876,0.0491180419921875,12876,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,19,0.609375,0.9978589232386035,0.232622029321556,0.0,8.43753433227539,0.1537216603755951,8.43753433227539,0.3758755326271057,0.7363777160644531,2.0961427688598633,7.269365310668945,16.60927963256836,0.13022135198116302,0.13022135198116302,1760.5777587890625,306.5956115722656,1803.7625732421875,0.24946473080965087,0.1741448938846588,0.1741448938846588,0.0,0.18654370307922363,0.698074221611023,0.17414487898349762,56.338558197021484,1.8085546493530273,0.0,0,0,14648,0.055877685546875,14648,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,20,0.640625,0.9978589232386035,0.21448898131394362,0.0,6.009833335876465,0.1537216603755951,6.009833335876465,0.3138945698738098,0.7363777160644531,1.9700853824615479,6.904806137084961,16.661325454711914,0.10483327507972717,0.10483327507972717,1758.54345703125,246.53627014160156,1793.8570556640625,0.24946473080965087,0.14019344747066498,0.14019344747066498,0.0,0.18654370307922363,0.5619770288467407,0.14019344747066498,56.02654266357422,1.878658652305603,0.0,0,0,16465,0.06280899047851562,16465,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,21,0.671875,0.9807852804032304,0.19717945116135566,0.0,4.067544460296631,0.1537216603755951,4.067544460296631,0.2535839080810547,0.7363777160644531,1.8070933818817139,6.612759590148926,16.7030029296875,0.08134355396032333,0.08134355396032333,1757.2392578125,187.88294982910156,1785.6253662109375,0.2451963201008076,0.10691939294338226,0.10691939294338226,0.0,0.18654370307922363,0.4360562860965729,0.10691939294338226,55.76557540893555,1.982157588005066,0.0,0,0,17848,0.068084716796875,17848,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,22,0.703125,0.9469301294951057,0.18086013910151333,0.0,2.5990793704986572,0.1537216603755951,2.5990793704986572,0.19686828553676605,0.7363777160644531,1.5970712900161743,6.395771026611328,16.73398208618164,0.06054338067770004,0.06054338067770004,1755.0570068359375,134.8450927734375,1777.09423828125,0.23673253237377642,0.07683233171701431,0.07683233171701431,0.0,0.18654370307922363,0.32455334067344666,0.07683231681585312,55.4921760559082,2.159884214401245,0.0,0,0,18248,0.069610595703125,18248,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,23,0.734375,0.8968727415326884,0.16568820903059628,0.0,1.5739195346832275,0.1537216603755951,1.5739195346832275,0.14672796428203583,0.7363777160644531,1.332112193107605,6.246659278869629,16.755266189575195,0.0433344803750515,0.0433344803750515,1753.6064453125,91.33891296386719,1769.5013427734375,0.2242181853831721,0.05208633840084076,0.05208633840084076,0.0,0.18654370307922363,0.23230202496051788,0.052086323499679565,55.2473258972168,2.3413333892822266,0.0,0,0,16527,0.06304550170898438,16527,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,24,0.765625,0.8314696123025455,0.1518097749290082,0.0,0.9390206933021545,0.1537216603755951,0.9390206933021545,0.1068415567278862,0.7363777160644531,1.0150874853134155,6.151948928833008,16.768783569335938,0.030180681496858597,0.030180681496858597,1753.2110595703125,58.96155548095703,1762.932373046875,0.20786740307563636,0.0336306169629097,0.0336306169629097,0.0,0.18654370307922363,0.16178879141807556,0.0336306095123291,55.02817153930664,2.643663167953491,0.0,0,0,12725,0.048542022705078125,12725,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,25,0.796875,0.7518398074789774,0.139358493703871,0.0,0.6209179162979126,0.1537216603755951,0.6209179162979126,0.08054207265377045,0.7363777160644531,0.6743205785751343,6.096151828765869,16.77675437927246,0.020679453387856483,0.020679453387856483,1755.484375,36.57805252075195,1759.732177734375,0.18795995186974435,0.02083645388484001,0.02083645388484001,0.0,0.18654370307922363,0.11085581034421921,0.020836444571614265,54.911705017089844,2.963787317276001,0.0,0,0,7762,0.02960968017578125,7762,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,26,0.828125,0.659345815100069,0.12845427799994558,0.0,0.5193987488746643,0.1537216603755951,0.5193987488746643,0.0679834857583046,0.7363777160644531,0.37024572491645813,6.065448760986328,16.781137466430664,0.014422458596527576,0.014422458596527576,1759.404052734375,22.422149658203125,1760.1962890625,0.16483645377501724,0.012744181789457798,0.012744181789457798,0.0,0.18654370307922363,0.0773141011595726,0.012744173407554626,54.903507232666016,3.3585543632507324,0.0,0,0,3976,0.015167236328125,3976,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,27,0.859375,0.5555702330196022,0.11920214137531127,0.0,0.5199700593948364,0.1537216603755951,0.5199700593948364,0.06464700400829315,0.7363777160644531,0.164512038230896,6.049485206604004,16.783416748046875,0.012296625413000584,0.012296625413000584,1766.3509521484375,16.17189598083496,1766.097412109375,0.13889255825490054,0.009155547246336937,0.009155547246336937,0.0,0.18654370307922363,0.0659181997179985,0.00915553979575634,55.052852630615234,3.8960952758789062,0.0,0,0,1913,0.007297515869140625,1913,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,28,0.890625,0.4422886902190013,0.11169118696339586,0.0,0.5391743183135986,0.1537216603755951,0.5391743183135986,0.06458795815706253,0.7363777160644531,0.06423945724964142,6.041509628295898,16.784706115722656,0.016095655038952827,0.016095655038952827,1777.722412109375,16.960460662841797,1777.5732421875,0.11057217255475033,0.009540561586618423,0.009540561586618423,0.0,0.18654370307922363,0.08628356456756592,0.009540555998682976,55.36540603637695,4.514573097229004,0.0,0,0,1003,0.003826141357421875,1003,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,29,0.921875,0.32143946530316175,0.10599374936109118,0.0,0.5489237308502197,0.1537216603755951,0.5489237308502197,0.0647619366645813,0.7363777160644531,0.02661944180727005,6.037630558013916,16.78525733947754,0.008846485987305641,0.008846485987305641,1799.236572265625,6.856732368469238,1799.204833984375,0.08035986632579044,0.003810916328802705,0.003810916328802705,0.0,0.18654370307922363,0.04742312803864479,0.003810912137851119,55.98468780517578,5.1944732666015625,0.0,0,0,649,0.002475738525390625,649,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,30,0.953125,0.1950903220161286,0.10216469800704375,0.0,0.5501580834388733,0.1537216603755951,0.5501580834388733,0.0647420659661293,0.7363777160644531,0.013746337965130806,6.035820960998535,16.785486221313477,0.008514778688549995,0.008514778688549995,1845.6461181640625,4.108813285827637,1845.6619873046875,0.04877258050403215,0.0022262223064899445,0.0022262223064899445,0.0,0.18654370307922363,0.04564495384693146,0.0022262195125222206,57.32661437988281,6.347292423248291,0.0,0,0,456,0.001739501953125,456,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,31,0.984375,0.06540312923014312,0.10024090875896552,0.0,0.54837965965271,0.1537216603755951,0.54837965965271,0.0646582618355751,0.7363777160644531,0.008866244927048683,6.0351080894470215,16.785551071166992,0.016965573653578758,0.016965573653578758,1964.052978515625,2.920649766921997,1964.0672607421875,0.01635078230753578,0.0014870531158521771,0.0014870531158521771,0.0,0.18654370307922363,0.09094691276550293,0.0014870524173602462,60.84354019165039,8.075398445129395,0.0,0,0,413,0.001575469970703125,413,0,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
