sample_id,global_voxel_accuracy,global_mean_iou,target_iou,target_precision,target_recall,target_volume,predicted_target_volume,target_volume_error,target_volume_error_fraction,target_absolute_volume_error,target_absolute_volume_error_fraction,target_centroid_distance,target_connected_components,largest_component_fraction,selected_target_volume,predicted_target_volume_inside_roi,selected_volume_error,selected_volume_error_fraction,selected_absolute_volume_error,selected_absolute_volume_error_fraction,selected_roi_iou,selected_roi_precision,selected_roi_recall,selected_centroid_distance,selected_roi_connected_components,selected_roi_largest_component_fraction,inside_roi_voxel_accuracy,outside_roi_voxel_accuracy,outside_roi_target_iou,outside_roi_target_precision,outside_roi_target_recall,condition_violation_count,paired_hard_change_count,paired_hard_change_fraction,paired_hard_change_inside_roi,paired_hard_change_outside_roi,paired_target_to_other_count,paired_other_to_target_count,truth_present_mean_iou,target_tiny_component_mass_le_5,target_tiny_component_mass_fraction_le_5,target_top4_component_mass_fraction,target_top8_component_mass_fraction,target_components_ge_5,target_components_ge_10,target_components_ge_20,target_components_ge_100,target_component_1_voxels,target_component_2_voxels,target_component_3_voxels,target_component_4_voxels,target_component_5_voxels,target_component_6_voxels,target_component_7_voxels,target_component_8_voxels,hard_property_loss,hard_property_mae,property_confidence_fraction,paired_hard_change_inside_property_confidence,paired_hard_change_outside_property_confidence,hard_observation_loss,hard_observation_mae,path
0,0.5871529579162598,0.17711478471755981,0.02889506884623211,0.0686985970004838,0.04750223015165031,8968,6201,-2767,-0.3085414808206958,2767,0.3085414808206958,24.019878387451172,51,0.7232704402515723,8968,4759,-4209,-0.46933541480820695,4209,0.46933541480820695,0.032027667092699795,0.08951460390838412,0.04750223015165031,23.980043411254883,43,0.7186383694053372,0.5610578710209706,0.6201379816177314,0.0,0.0,nan,0,1212,0.0046234130859375,718,494,194,112,0.26567214727401733,55,0.008869537171423964,0.9532333494597646,0.9841960974036446,12,10,8,4,4485,968,338,120,76,65,30,21,0.9390713572502136,0.10799590498209,0.7363777160644531,1212,0,0.5520702600479126,0.06477965414524078,project/geodata-3d-conditional/experiments/stage5_acoustic_inversion/runs/cond_generation_0/phase5b_inversion_property_bridge_v1/seed42_n1_s32_a025_c025/alpha025/sample_0.pt
