sample_id,truth_component_rank,truth_component_voxels,baseline_recovered_voxels,guided_recovered_voxels,delta_recovered_voxels,baseline_recall,guided_recall,delta_recall
0,1,4079,171,174,3,0.041922039715616574,0.042657514096592304,0.00073547438097573
0,2,2192,2,1,-1,0.0009124087591240876,0.0004562043795620438,-0.0004562043795620438
0,3,2043,251,251,0,0.122858541360744,0.122858541360744,0.0
0,4,627,0,0,0,0.0,0.0,0.0
0,5,22,0,0,0,0.0,0.0,0.0
0,6,4,0,0,0,0.0,0.0,0.0
0,7,1,0,0,0,0.0,0.0,0.0
