sample_id,step,t,w_t,tau,scale_0_sigma,scale_0_loss,scale_0_target_std_mean,scale_1_sigma,scale_1_loss,scale_1_target_std_mean,scale_2_sigma,scale_2_loss,scale_2_target_std_mean,property_loss,property_mae_mean,confidence_fraction,soft_class_entropy_confident_mean,predicted_property_min,predicted_property_max,raw_grad_norm,used_grad_norm,prior_velocity_norm,guidance_velocity_norm,guided_velocity_norm,requested_guidance_ratio,used_guidance_ratio,uncapped_guidance_ratio,guidance_cap_fraction,guidance_gradient_reference_norm,guidance_gradient_reference_ratio,effective_guidance_ratio,continuous_step_norm,condition_projection_norm,initial_condition_projection_norm,pre_projection_condition_violations,post_projection_condition_violations,hard_change_count,hard_change_fraction,hard_change_inside_confidence,hard_change_outside_confidence,alpha,property_loss_mode,guidance_scaling_mode,guidance_reference_policy,case_id,arm,source_seed
0,0,0.015625,0.0,0.49975909124103446,0.0,873030811648.0,9.999999974752427e-07,1.5,869126438912.0,9.999999974752427e-07,3.0,869920407552.0,9.999999974752427e-07,871237419008.0,0.9336984753608704,0.02618408203125,2.5778439044952393,0.010934829711914062,0.3786771595478058,0.0,0.0,1769.9180908203125,0.0,1769.9180908203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.28860855102539,1.5360212326049805,1051.7330322265625,0,0,875,0.003337860107421875,32,843,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1,FIVE_BODY,SEISMIC_GUIDED,42
0,1,0.046875,0.0,0.4978353019929562,0.0,872595193856.0,9.999999974752427e-07,1.5,868741414912.0,9.999999974752427e-07,3.0,869622546432.0,9.999999974752427e-07,870844596224.0,0.9334571361541748,0.02618408203125,2.5768585205078125,0.010884404182434082,0.3806283175945282,0.0,0.0,1768.6693115234375,0.0,1768.6693115234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.247581481933594,1.605904221534729,0.0,0,0,965,0.003681182861328125,26,939,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1,FIVE_BODY,SEISMIC_GUIDED,42
0,2,0.078125,0.0,0.4940062506389088,0.0,872127201280.0,9.999999974752427e-07,1.5,868304683008.0,9.999999974752427e-07,3.0,869288378368.0,9.999999974752427e-07,870412713984.0,0.9331921339035034,0.02618408203125,2.5748660564422607,0.010756292380392551,0.3845687210559845,0.0,0.0,1768.2093505859375,0.0,1768.2093505859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.23293685913086,1.61503005027771,0.0,0,0,1083,0.004131317138671875,43,1040,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1,FIVE_BODY,SEISMIC_GUIDED,42
0,3,0.109375,0.0,0.4883088130366042,0.0,871549960192.0,9.999999974752427e-07,1.5,867745267712.0,9.999999974752427e-07,3.0,868853481472.0,9.999999974752427e-07,869869289472.0,0.9328611493110657,0.02618408203125,2.57181715965271,0.01055273599922657,0.3905751705169678,0.0,0.0,1766.422607421875,0.0,1766.422607421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.17658615112305,1.6316901445388794,0.0,0,0,1117,0.004261016845703125,43,1074,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1,FIVE_BODY,SEISMIC_GUIDED,42
0,4,0.140625,0.0,0.48079785862468866,0.0,870835355648.0,9.999999974752427e-07,1.5,867032694784.0,9.999999974752427e-07,3.0,868285939712.0,9.999999974752427e-07,869184700416.0,0.9324474930763245,0.02618408203125,2.567638397216797,0.010274974629282951,0.3987639844417572,0.0,0.0,1766.161376953125,0.0,1766.161376953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.16827392578125,1.6365355253219604,0.0,0,0,1366,0.00521087646484375,52,1314,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1,FIVE_BODY,SEISMIC_GUIDED,42
0,5,0.171875,0.0,0.4715457220000544,0.0,869948784640.0,9.999999974752427e-07,1.5,866136489984.0,9.999999974752427e-07,3.0,867566944256.0,9.999999974752427e-07,868328734720.0,0.9319312572479248,0.02618408203125,2.562222957611084,0.009925635531544685,0.40929174423217773,0.0,0.0,1766.1903076171875,0.0,1766.1903076171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.16934585571289,1.6308025121688843,0.0,0,0,1550,0.00591278076171875,58,1492,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1,FIVE_BODY,SEISMIC_GUIDED,42
0,6,0.203125,0.0,0.460641506296129,0.0,868845944832.0,9.999999974752427e-07,1.5,865017921536.0,9.999999974752427e-07,3.0,866665627648.0,9.999999974752427e-07,867261480960.0,0.9312862753868103,0.02618408203125,2.5554308891296387,0.009508012793958187,0.4223563075065613,0.0,0.0,1765.7623291015625,0.0,1765.7623291015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.15616989135742,1.6240105628967285,0.0,0,0,1669,0.006366729736328125,60,1609,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1,FIVE_BODY,SEISMIC_GUIDED,42
0,7,0.234375,0.0,0.4481902250709918,0.0,867522838528.0,9.999999974752427e-07,1.5,863680856064.0,9.999999974752427e-07,3.0,865594572800.0,9.999999974752427e-07,865984577536.0,0.9305073618888855,0.02618408203125,2.54708194732666,0.009026491083204746,0.43819504976272583,0.0,0.0,1767.371337890625,0.0,1767.371337890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.20742416381836,1.591455340385437,0.0,0,0,1946,0.00742340087890625,69,1877,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1,FIVE_BODY,SEISMIC_GUIDED,42
0,8,0.265625,0.06540312923014306,0.43431179096940364,0.0,865923694592.0,9.999999974752427e-07,1.5,862072340480.0,9.999999974752427e-07,3.0,864312164352.0,9.999999974752427e-07,864446054400.0,0.9295599460601807,0.02618408203125,2.5369443893432617,0.00842525064945221,0.4570808708667755,1970931456.0,1.0,1770.983154296875,28.956958770751953,1771.6290283203125,0.016350782307535765,0.01635078154504299,0.01635078154504299,0.0,1.0,1.0,0.01635078154504299,55.34123992919922,1.5665029287338257,0.0,0,0,2232,0.008514404296875,77,2155,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1,FIVE_BODY,SEISMIC_GUIDED,42
0,9,0.296875,0.19509032201612825,0.4191398608984867,0.0,861094543360.0,9.999999974752427e-07,1.5,858771030016.0,9.999999974752427e-07,3.0,861967024128.0,9.999999974752427e-07,860572024832.0,0.9267601370811462,0.02618408203125,2.524625062942505,0.007739129941910505,0.47931140661239624,2207568640.0,0.9999999403953552,1771.2745361328125,86.3896255493164,1774.7041015625,0.04877258050403206,0.048772577196359634,0.048772577196359634,0.0,1.0,0.9999999403953552,0.048772577196359634,55.43785858154297,1.5492701530456543,0.0,0,0,2609,0.009952545166015625,134,2475,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1,FIVE_BODY,SEISMIC_GUIDED,42
