iteration,seismic_mse,seismic_rmse,gradient_norm,q_min,q_mean,q_max
0,0.0009456343832425773,0.030751168727874756,0.0004521440132521093,0.07521206140518188,0.5018830299377441,0.8332263827323914
10,0.0008037802181206644,0.028351018205285072,0.0003153834259137511,0.14288093149662018,0.5180261135101318,0.8371945023536682
20,0.000749058322981,0.027368929237127304,3.9218313759192824e-05,0.14497129619121552,0.5270254611968994,0.9004267454147339
30,0.0007260688580572605,0.02694566547870636,2.488660356902983e-05,0.14497129619121552,0.5353325605392456,0.9238392114639282
40,0.0007182941772043705,0.026801010593771935,1.713492747512646e-05,0.14497129619121552,0.5355117321014404,0.9304742813110352
50,0.0007152979378588498,0.026745054870843887,1.2639520718948916e-05,0.1365552693605423,0.5374895930290222,0.933164656162262
60,0.0007130532758310437,0.026703057810664177,1.5168235222517978e-05,0.14497129619121552,0.5423809289932251,0.9346910119056702
70,0.0007113565225154161,0.026671268045902252,4.918165814160602e-06,0.14497129619121552,0.544872522354126,0.9356929659843445
80,0.0007103146053850651,0.02665172889828682,5.419799890660215e-06,0.14497129619121552,0.5472879409790039,0.9363901615142822
90,0.0007091134903021157,0.026629185304045677,6.098470748838736e-06,0.14497129619121552,0.5499422550201416,0.9368960857391357
100,0.0007080417708493769,0.02660905383527279,4.340792656876147e-06,0.14497129619121552,0.5518252849578857,0.9372696280479431
110,0.0007069979910738766,0.02658943459391594,6.324025889625773e-06,0.14497129619121552,0.55320805311203,0.9375452399253845
120,0.0007053790031932294,0.026558972895145416,2.4969033347588265e-06,0.14497129619121552,0.5533782243728638,0.9377462267875671
130,0.0007053458248265088,0.026558347046375275,1.7561145568834036e-06,0.14497129619121552,0.5533302426338196,0.9378899931907654
140,0.0007052671862766147,0.026556866243481636,1.2006186125290697e-06,0.14497129619121552,0.5536590218544006,0.9379900097846985
150,0.0007052181172184646,0.026555942371487617,1.340224457635486e-06,0.14497129619121552,0.5539112091064453,0.938068687915802
160,0.0007051895372569561,0.02655540592968464,7.543476954197104e-07,0.14497129619121552,0.5542232394218445,0.9381619691848755
170,0.000705186917912215,0.02655535563826561,9.98456584966334e-07,0.14497129619121552,0.5543054938316345,0.9382050037384033
180,0.0007051684660837054,0.026555009186267853,7.079307238200272e-07,0.14497129619121552,0.5543393492698669,0.9382021427154541
190,0.0007051674765534699,0.02655499055981636,6.088335453569016e-07,0.14497129619121552,0.5541669726371765,0.9381764531135559
200,0.0007051528664305806,0.026554714888334274,7.411562705783581e-07,0.14497129619121552,0.5543786287307739,0.9381389617919922
210,0.0007051537977531552,0.026554731652140617,2.1251137241051765e-06,0.14497129619121552,0.5542885065078735,0.9380960464477539
220,0.0007051392458379269,0.02655445784330368,6.774337748538528e-07,0.14497129619121552,0.5542547106742859,0.938051164150238
230,0.0007051355205476284,0.02655438706278801,8.234694632847095e-07,0.14497129619121552,0.5543595552444458,0.9380072355270386
240,0.0007051439024507999,0.026554545387625694,2.4288622171297902e-06,0.14497129619121552,0.5544703006744385,0.9379663467407227
250,0.0007051259162835777,0.026554206386208534,7.385750109278888e-07,0.14497129619121552,0.5544267296791077,0.9379302263259888
260,0.0007051213760860264,0.02655412256717682,1.041585392158595e-06,0.14497129619121552,0.5545112490653992,0.9379003643989563
270,0.0007051124121062458,0.02655395306646824,6.693644536426291e-07,0.14497129619121552,0.554461658000946,0.9378771781921387
280,0.0007051064749248326,0.026553841307759285,9.284632369599422e-07,0.14497129619121552,0.5545151233673096,0.9378607273101807
290,0.0007051005959510803,0.02655372954905033,6.995077797000704e-07,0.14497129619121552,0.5544770956039429,0.9378491044044495
299,0.0007050986168906093,0.026553692296147346,8.519654670635646e-07,0.14497129619121552,0.5545563697814941,0.9378427863121033
