case_id,sample_id,source_seed,initial_noise_sha256,baseline_sample_sha256,guided_sample_sha256,baseline_condition_violations,guided_condition_violations
fullgeo_case03,0,9321000,610f01dd1c86e277998a991ef5ae854ecc0b65fcab13d84df188a69835b1e74e,349bdfa16178987b227bc1ccb019c2e9c604846227486200780eceb2b62e0e3e,5a1b1f0086b93c5bc131c4fd5161e4bcb1a6d32f2fbfc535033d86077a538aa5,0,0
fullgeo_case03,1,9321001,c3c7e40b9c13e784dfb84f4928eb901e6a435f84aa192a502abd173702f1a003,7d31626eec3593f11087d5bdc7d0c1da588b2b49b05ea81e47f9b4e1be22e6b9,b1b81d0c34ad2f66b1ccdc7db294845f17033532fdc9558d7e436af28c17919b,0,0
fullgeo_case03,2,9321002,ef5ec9caa6a7327ac62845e174921babad0dbe1a7d144305d88c41a7680f4717,741faec5dbd254f93f6a9a7d2559b063304ddcb21ff973a16b29c34a4bcbc582,eb47ca1a7cc4292f3fd8b69c722c79f8fe882a2b37f89a6045ef0264134c2009,0,0
fullgeo_case03,3,9321003,2e33914bc9e30c405f78a9aee7677a49dc4c756638518d12431134fc55394b0c,53e01965c9366fb9548908de324e302cb047d9c3b19c0c2cb2b3faf255668e33,784d6fbf6a140bca3521a4326a2d33d5f4aca16dff8b3eb54dd4b6df1cefc72f,0,0
