mode,step,t,dt,base_velocity_norm,raw_physics_gradient_norm,applied_physics_velocity_norm,total_velocity_norm,cosine_base_velocity_applied_physics_velocity,pre_update_soft_loss,post_physics_soft_loss,post_total_soft_loss,post_projection_soft_loss,pre_update_hard_loss,post_physics_hard_loss,post_total_hard_loss,post_projection_hard_loss,soft_attainment,hard_attainment,distance_to_baseline,distance_to_truth,truth_direction_fraction,orthogonal_response_fraction,hard_label_flip_count,target_flip_in,target_flip_out,wrong_class_flips,condition_projection_change_norm,guidance_clipping_fraction,used_guidance_ratio,flip_into_raw_label_-1,flip_into_raw_label_0,flip_into_raw_label_1,flip_into_raw_label_2,flip_into_raw_label_3,flip_into_raw_label_4,flip_into_raw_label_5,flip_into_raw_label_6,flip_into_raw_label_7,flip_into_raw_label_8,flip_into_raw_label_9,flip_into_raw_label_10,flip_into_raw_label_11,flip_into_raw_label_12,flip_into_raw_label_13,control
BASE_PLUS_PHYSICS,1,0.015625,0.03125,1912.432373046875,0.0,0.0,1912.432373046875,nan,0.0010834559798240662,0.0010834559798240662,0.0010836984729394317,0.0010836984729394317,0.036994513124227524,0.036994513124227524,0.03702370449900627,0.03702370449900627,0.0,0.0,0.0,220.2717251195461,0.0,0.0,0,0,0,0,0.6759340167045593,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shuffled_xy
BASE_PLUS_PHYSICS,2,0.046875,0.03125,1915.4686279296875,0.0,0.0,1915.4686279296875,nan,0.001086783828213811,0.001086783828213811,0.0010870250407606363,0.0010870250407606363,0.03702370449900627,0.03702370449900627,0.03702090308070183,0.03702090308070183,0.0,0.0,0.0,220.273810651741,0.0,0.0,0,0,0,0,0.6986828446388245,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shuffled_xy
BASE_PLUS_PHYSICS,3,0.078125,0.03125,1914.92919921875,0.0,0.0,1914.92919921875,nan,0.0010932987788692117,0.0010932987788692117,0.0010933785233646631,0.0010933785233646631,0.03702090308070183,0.03702090308070183,0.03705177828669548,0.03705177828669548,0.0,0.0,0.0,220.3704868722817,0.0,0.0,0,0,0,0,0.6827148199081421,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shuffled_xy
BASE_PLUS_PHYSICS,4,0.109375,0.03125,1914.4927978515625,0.0,0.0,1914.4927978515625,nan,0.0011030144523829222,0.0011030144523829222,0.001103050890378654,0.001103050890378654,0.03705177828669548,0.03705177828669548,0.037107475101947784,0.037107475101947784,0.0,0.0,0.0,220.51577887192715,0.0,0.0,0,0,0,0,0.6735636591911316,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shuffled_xy
BASE_PLUS_PHYSICS,5,0.140625,0.03125,1914.7596435546875,0.0,0.0,1914.7596435546875,nan,0.0011163695016875863,0.0011163695016875863,0.0011163101298734546,0.0011163101298734546,0.037107475101947784,0.037107475101947784,0.03719794750213623,0.03719794750213623,0.0,0.0,0.0,220.79669130801565,0.0,0.0,0,0,0,0,0.661459743976593,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shuffled_xy
BASE_PLUS_PHYSICS,6,0.171875,0.03125,1915.8304443359375,0.0,0.0,1915.8304443359375,nan,0.0011336513562127948,0.0011336513562127948,0.0011334617156535387,0.0011334617156535387,0.03719794750213623,0.03719794750213623,0.03724372386932373,0.03724372386932373,0.0,0.0,0.0,220.9272157573078,0.0,0.0,0,0,0,0,0.6603096127510071,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shuffled_xy
BASE_PLUS_PHYSICS,7,0.203125,0.03125,1917.19140625,0.0,0.0,1917.19140625,nan,0.0011553590884432197,0.0011553590884432197,0.0011552212527021766,0.0011552212527021766,0.03724372386932373,0.03724372386932373,0.037330370396375656,0.037330370396375656,0.0,0.0,0.0,221.17562979200625,0.0,0.0,0,0,0,0,0.6652642488479614,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shuffled_xy
BASE_PLUS_PHYSICS,8,0.234375,0.03125,1920.4857177734375,0.0,0.0,1920.4857177734375,nan,0.0011824903776869178,0.0011824903776869178,0.0011823311215266585,0.0011823311215266585,0.037330370396375656,0.037330370396375656,0.03734877333045006,0.03734877333045006,0.0,0.0,0.0,221.22601133793117,0.0,0.0,0,0,0,0,0.6692683100700378,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shuffled_xy
BASE_PLUS_PHYSICS,9,0.265625,0.03125,1924.5693359375,6.16878332948545e-06,125.66912841796875,1928.8046875,0.0010908084223046899,0.0012156928423792124,0.0011924300342798233,0.001193595351651311,0.001193595351651311,0.03734877333045006,0.03725169226527214,0.03731605410575867,0.03731605410575867,0.027807115036637436,0.0026922068310730463,108.06149603423367,221.11944702487227,0.12040380156522856,0.4729818569068121,957,33,215,924,0.6789328455924988,0.0,0.06540312618017197,74,110,65,57,66,70,63,59,73,57,33,53,62,61,54,shuffled_xy
BASE_PLUS_PHYSICS,10,0.296875,0.03125,1924.843017578125,6.846491942269495e-06,416.16522216796875,1967.1279296875,-0.005381375551223755,0.0012333606136962771,0.0011565078748390079,0.0011593172093853354,0.0011593172093853354,0.03731605410575867,0.03695560619235039,0.03688431903719902,0.03688431903719902,0.11604807655241572,0.014041275549436807,200.70015143000552,219.86379984505982,0.41779295102962233,0.8044685995315978,4182,206,917,3976,0.668799877166748,0.0,0.21652312576770782,326,477,242,271,278,311,263,280,233,261,206,220,303,274,237,shuffled_xy
BASE_PLUS_PHYSICS,11,0.328125,0.03125,1923.951171875,7.306573934329208e-06,731.4986572265625,2044.577392578125,-0.02003088966012001,0.001203768653795123,0.0010817114962264895,0.0010808618972077966,0.0010808618972077966,0.03688431903719902,0.036246348172426224,0.03622796759009361,0.03622796759009361,0.2550472299755318,0.03193265115269347,259.28797584715244,217.9300271837492,0.7012750935444685,0.9377841178495299,10082,558,2123,9524,0.7016391754150391,0.0,0.38072681427001953,724,1142,520,668,658,744,686,734,505,587,558,636,712,708,500,shuffled_xy
BASE_PLUS_PHYSICS,12,0.359375,0.03125,1922.3563232421875,7.696872671658639e-06,1059.4747314453125,2179.565673828125,-0.016554899513721466,0.001124139758758247,0.0009813298238441348,0.0009768110467121005,0.0009768110467121005,0.03622796759009361,0.03521866723895073,0.03514804318547249,0.03514804318547249,0.41348565578189794,0.06084342085195186,282.7054128660656,214.66026578076654,0.8451466351132196,0.9570173601525989,18429,1142,3784,17287,0.7256137728691101,0.0,0.5518494248390198,1167,2197,917,1147,1182,1328,1319,1304,898,1107,1142,1196,1297,1324,904,shuffled_xy
BASE_PLUS_PHYSICS,13,0.390625,0.03125,1920.594970703125,8.57420400279807e-06,1481.3675537109375,2416.31884765625,-0.00782726239413023,0.0010142415994778275,0.0008717309101484716,0.0008666144567541778,0.0008666144567541778,0.03514804318547249,0.0340748205780983,0.0338611826300621,0.0338611826300621,0.5655085518965018,0.09521710788248924,292.10504764071146,210.706911010484,0.9176167073719234,0.9482872965300748,29116,1846,5797,27270,0.7554149031639099,0.0,0.77220618724823,1752,3919,1499,1732,1858,2000,2019,1958,1492,1713,1846,1902,1939,2006,1481,shuffled_xy
BASE_PLUS_PHYSICS,14,0.421875,0.03125,1920.2640380859375,9.737986147229094e-06,1918.294189453125,2708.3955078125,-0.004324702080339193,0.0008965458837337792,0.000772700528614223,0.0007678063702769578,0.0007678063702769578,0.0338611826300621,0.03293123468756676,0.03276234492659569,0.03276234492659569,0.6906735027858205,0.12241966219108583,293.16834772163213,207.270316435915,0.940005381991246,0.9358873021647357,39716,2490,7483,37226,0.7832779288291931,1.0,1.0,2229,5783,2129,2354,2391,2655,2671,2604,2123,2275,2490,2557,2547,2729,2179,shuffled_xy
BASE_PLUS_PHYSICS,15,0.453125,0.03125,1921.362548828125,9.22229082789272e-06,1919.2813720703125,2706.573486328125,-0.006743495352566242,0.000790317717473954,0.0006798685644753277,0.0006779093528166413,0.0006779093528166413,0.03276234492659569,0.03214805945754051,0.03188629075884819,0.03188629075884819,0.7943845761524617,0.14352084154329456,294.25881555123897,204.46426474739266,0.9598964114573213,0.9257646384821666,48462,2943,8714,45519,0.8201495409011841,1.0,1.0,2581,7707,2636,2803,2900,3133,3236,3173,2632,2681,2943,3103,3005,3302,2627,shuffled_xy
BASE_PLUS_PHYSICS,16,0.484375,0.03125,1924.1126708984375,9.163605682260823e-06,1922.0152587890625,2716.487060546875,-0.002305129077285528,0.0006934110424481332,0.0006135524017736316,0.0006146689993329346,0.0006146689993329346,0.03188629075884819,0.031278807669878006,0.030863434076309204,0.030863434076309204,0.8631014182992633,0.16212994301454894,292.61636188871086,201.14238798051724,0.9688805240416424,0.9159948575185902,54758,3034,9470,51724,0.8890097737312317,1.0,1.0,2838,9498,3036,3098,3251,3533,3596,3458,3019,3033,3034,3325,3353,3679,3007,shuffled_xy
BASE_PLUS_PHYSICS,17,0.515625,0.03125,1926.537109375,1.0403812666481826e-05,1924.6871337890625,2712.468017578125,-0.007886084727942944,0.0006283513503149152,0.000568144372664392,0.0005680767935700715,0.0005680767935700715,0.030863434076309204,0.030525822192430496,0.02976812794804573,0.02976812794804573,0.9096148274473782,0.1805930353327263,289.55539640132827,197.5622084692117,0.9716690107864091,0.906004939964409,58075,2982,9732,55093,0.9465430974960327,1.0,1.0,2972,10799,3208,3319,3406,3703,3760,3496,3226,3244,2982,3350,3503,3848,3259,shuffled_xy
BASE_PLUS_PHYSICS,18,0.546875,0.03125,1929.05810546875,1.1314830771880224e-05,1927.3546142578125,2716.62744140625,-0.007517009042203426,0.0005792367737740278,0.0005304146907292306,0.0005351436557248235,0.0005351436557248235,0.02976812794804573,0.02947297692298889,0.028314609080553055,0.028314609080553055,0.9400864870670688,0.2034769971521655,285.1105689012356,192.66034401104247,0.97545143558327,0.8935785762603159,59351,2856,9856,56495,1.0232049226760864,1.0,1.0,3049,11850,3352,3413,3516,3739,3744,3346,3347,3296,2856,3120,3600,3740,3383,shuffled_xy
BASE_PLUS_PHYSICS,19,0.578125,0.03125,1933.724609375,1.2799321666534524e-05,1932.215087890625,2718.402099609375,-0.011111847124993801,0.0005467209266498685,0.0005123381852172315,0.0005215089186094701,0.0005215089186094701,0.028314609080553055,0.028049511834979057,0.026395345106720924,0.026395345106720924,0.9552828113317612,0.22706006636551845,277.0113847255213,185.94279093317473,0.9728362206432166,0.8802168739356252,59332,2777,9710,56555,1.1288191080093384,1.0,1.0,2998,12833,3340,3423,3484,3677,3551,3019,3450,3302,2777,2824,3635,3552,3467,shuffled_xy
BASE_PLUS_PHYSICS,20,0.609375,0.03125,1938.524169921875,1.4132268916000612e-05,1937.1534423828125,2712.1875,-0.02056848257780075,0.0005420686793513596,0.0005513128126040101,0.000571105454582721,0.000571105454582721,0.026395345106720924,0.026330573484301567,0.02408301644027233,0.02408301644027233,0.9416422976557512,0.24524603545839188,266.3947106326095,177.67491690617473,0.9731473906430101,0.8703560415991454,57971,2789,9281,55182,1.2312963008880615,1.0,1.0,2825,13421,3252,3375,3380,3451,3247,2739,3413,3213,2789,2546,3549,3289,3482,shuffled_xy
BASE_PLUS_PHYSICS,21,0.640625,0.03125,1944.980224609375,2.4368215235881507e-05,1944.182373046875,2724.416015625,-0.018558021634817123,0.0006193271838128567,0.0005703635979443789,0.0006214524037204683,0.0006214524037204683,0.02408301644027233,0.023764675483107567,0.02088579721748829,0.02088579721748829,0.9331323406025888,0.2741744387630448,251.31268469085316,165.40392815639103,0.977174558357399,0.853699754715913,54040,2501,8619,51539,1.3682266473770142,1.0,1.0,2499,13023,3078,3120,3208,3192,2907,2451,3266,2965,2501,2318,3288,2937,3287,shuffled_xy
BASE_PLUS_PHYSICS,22,0.671875,0.03125,1952.9588623046875,3.051958992728032e-05,1952.319091796875,2723.980712890625,-0.02695232629776001,0.0006901419837959111,0.0006796081434004009,0.0007500634528696537,0.0007500634528696537,0.02088579721748829,0.02056756429374218,0.01713276281952858,0.01713276281952858,0.904167443497466,0.29303753883987393,227.72949924987122,149.84543177551268,0.9663285668128606,0.8432039561465675,49893,2457,7761,47436,1.5274584293365479,1.0,1.0,2252,11870,2873,2860,2900,2915,2711,2283,3076,2673,2457,2257,3030,2620,3116,shuffled_xy
BASE_PLUS_PHYSICS,23,0.703125,0.03125,1963.17578125,4.764079858432524e-05,1962.763916015625,2741.810546875,-0.024521544575691223,0.0008486618171446025,0.000732681539375335,0.0008354486199095845,0.0008354486199095845,0.01713276281952858,0.016367008909583092,0.01272070687264204,0.01272070687264204,0.8899351881048478,0.3156194707055552,197.05302322108744,129.05875451161478,0.9602887532448857,0.8306201898055803,43289,2419,6815,40870,1.757271409034729,1.0,1.0,1746,9279,2463,2498,2590,2604,2556,2142,2628,2394,2419,2215,2748,2375,2632,shuffled_xy
BASE_PLUS_PHYSICS,24,0.734375,0.03125,1971.7392578125,5.980098285363056e-05,1971.40966796875,2758.8837890625,-0.02093735709786415,0.0009517510770820081,0.0008652677643112838,0.0009711990132927895,0.0009711990132927895,0.01272070687264204,0.012245322577655315,0.008760166354477406,0.008760166354477406,0.8503796779133534,0.2839840468300133,159.8007119839169,107.06928993051662,0.9449351959411519,0.8496371718704729,36771,2323,6007,34448,1.9888687133789062,1.0,1.0,1331,6594,2048,2143,2159,2369,2461,2107,2129,2006,2323,2165,2477,2248,2211,shuffled_xy
BASE_PLUS_PHYSICS,25,0.765625,0.03125,1980.96533203125,8.473428169963881e-05,1980.731689453125,2789.566162109375,-0.008390112780034542,0.0010853154817596078,0.0009138017776422203,0.0010168378939852118,0.0010168378939852118,0.008760166354477406,0.007953553460538387,0.005510395858436823,0.005510395858436823,0.7990962167674769,0.20538644726400093,120.97134682579632,84.8692828313013,0.9160518043446716,0.8941325757092357,30081,2297,5286,27784,2.313119888305664,1.0,1.0,848,3866,1539,1794,1852,2230,2362,2054,1612,1546,2297,2118,2290,2074,1599,shuffled_xy
BASE_PLUS_PHYSICS,26,0.796875,0.03125,1990.2696533203125,0.00010342906170990318,1990.0772705078125,2795.334716796875,-0.01359400525689125,0.00111595808994025,0.0010206833248957992,0.0010941590880975127,0.0010941590880975127,0.005510395858436823,0.004965581931173801,0.003643535077571869,0.003643535077571869,0.6581666343546405,0.04013304464635966,92.74872596802605,69.11238295278363,0.8895474585729649,0.9800515904553441,24909,2321,5041,22588,2.6644744873046875,1.0,1.0,493,2444,1108,1472,1637,2007,2179,1938,1063,1156,2321,2096,2142,1869,984,shuffled_xy
