sample_id,changed_voxel_fraction
0,0.003559112548828125
1,0.004985809326171875
2,0.003940582275390625
3,0.00322723388671875
4,0.0047149658203125
5,0.00331878662109375
6,0.0028839111328125
7,0.0040740966796875
8,0.005584716796875
9,0.003662109375
10,0.003509521484375
11,0.00415802001953125
12,0.0042572021484375
13,0.003314971923828125
14,0.002979278564453125
15,0.003772735595703125
