sample_id,path,geo_misfit,geo_rank,voxel_accuracy,mean_iou,borehole_consistency
0,project/geodata-3d-conditional/guided-results/rel_alpha_0_03/sample_0.pt,0.20460008084774017,12,0.5530713200569153,0.14093004167079926,0.9998697638511658
1,project/geodata-3d-conditional/guided-results/rel_alpha_0_03/sample_1.pt,0.1862901896238327,6,0.5651742815971375,0.14891214668750763,0.999782919883728
2,project/geodata-3d-conditional/guided-results/rel_alpha_0_03/sample_2.pt,0.1662709265947342,3,0.5653159618377686,0.1500009298324585,0.9998552799224854
3,project/geodata-3d-conditional/guided-results/rel_alpha_0_03/sample_3.pt,0.2235724925994873,15,0.513634204864502,0.13525398075580597,0.9998118877410889
4,project/geodata-3d-conditional/guided-results/rel_alpha_0_03/sample_4.pt,0.17902569472789764,4,0.5637721419334412,0.14800246059894562,0.9999276399612427
5,project/geodata-3d-conditional/guided-results/rel_alpha_0_03/sample_5.pt,0.1915999799966812,8,0.519516110420227,0.14069446921348572,0.9998987317085266
6,project/geodata-3d-conditional/guided-results/rel_alpha_0_03/sample_6.pt,0.18807651102542877,7,0.5423451662063599,0.1440020501613617,0.9999276399612427
7,project/geodata-3d-conditional/guided-results/rel_alpha_0_03/sample_7.pt,0.19922009110450745,10,0.548966109752655,0.13897959887981415,0.9998987317085266
8,project/geodata-3d-conditional/guided-results/rel_alpha_0_03/sample_8.pt,0.21458901464939117,14,0.5573840141296387,0.1480131894350052,0.9998408555984497
9,project/geodata-3d-conditional/guided-results/rel_alpha_0_03/sample_9.pt,0.19494228065013885,9,0.5875173807144165,0.15776538848876953,0.9998842477798462
10,project/geodata-3d-conditional/guided-results/rel_alpha_0_03/sample_10.pt,0.1636841893196106,2,0.5546708703041077,0.1452188640832901,0.9998987317085266
11,project/geodata-3d-conditional/guided-results/rel_alpha_0_03/sample_11.pt,0.18548378348350525,5,0.5371364951133728,0.14455990493297577,0.9997974038124084
12,project/geodata-3d-conditional/guided-results/rel_alpha_0_03/sample_12.pt,0.21058067679405212,13,0.5303839445114136,0.13525769114494324,0.9999276399612427
13,project/geodata-3d-conditional/guided-results/rel_alpha_0_03/sample_13.pt,0.23172521591186523,16,0.5297562479972839,0.14427593350410461,0.9998842477798462
14,project/geodata-3d-conditional/guided-results/rel_alpha_0_03/sample_14.pt,0.15505515038967133,1,0.583963930606842,0.16262151300907135,0.9998987317085266
15,project/geodata-3d-conditional/guided-results/rel_alpha_0_03/sample_15.pt,0.20308072865009308,11,0.5687023997306824,0.15119634568691254,0.9998842477798462
