source_case,fullgeo_case01,fullgeo_case02,fullgeo_case03,fullgeo_case04,fullgeo_case05
fullgeo_case01,0.0,34.2936117125327,33.787554782736464,44.32117725654916,36.628093966886375
fullgeo_case02,34.2936117125327,0.0,20.694652483082812,13.451569601830242,16.830331594228372
fullgeo_case03,33.787554782736464,20.694652483082812,0.0,32.61429190302596,30.28064669264276
fullgeo_case04,44.32117725654916,13.451569601830242,32.61429190302596,0.0,14.99755247835793
fullgeo_case05,36.628093966886375,16.830331594228372,30.28064669264276,14.99755247835793,0.0
