source_case,fullgeo_case01,fullgeo_case02,fullgeo_case03,fullgeo_case04,fullgeo_case05
fullgeo_case01,1.0,0.0,0.0,0.0,0.0
fullgeo_case02,0.0,1.0,0.008432371250707414,0.0389022492573207,0.012636646274195166
fullgeo_case03,0.0,0.008432371250707414,1.0,0.001065743022713648,0.0077559462254395035
fullgeo_case04,0.0,0.0389022492573207,0.001065743022713648,1.0,0.023824930878286958
fullgeo_case05,0.0,0.012636646274195166,0.0077559462254395035,0.023824930878286958,1.0
