sample_id,class_id,truth_present,truth_volume,predicted_volume,volume_error,absolute_volume_error_fraction,iou,precision,recall,candidate_id,retrospective_only,used_for_ranking
0,0,True,226903,211031,-15872,0.0699505956289692,0.9182643661546144,0.9933943354293919,0.9239058099716619,candidate_000000,True,False
0,9,True,2473,15011,12538,5.069955519611807,0.06577263029564158,0.07188062087802279,0.4363121714516781,candidate_000000,True,False
1,0,True,226903,215647,-11256,0.0496071008316329,0.9394436069137188,0.9940597365138397,0.9447473149319313,candidate_000001,True,False
1,9,True,2473,11998,9525,3.8515972503032754,0.08730933954466902,0.09684947491248541,0.46987464617873026,candidate_000001,True,False
2,0,True,226903,213606,-13297,0.05860213395151232,0.9308206148694257,0.9941808750690524,0.935919754256224,candidate_000002,True,False
2,9,True,2473,13430,10957,4.4306510311362715,0.08375357775657626,0.09151154132539091,0.4969672462596037,candidate_000002,True,False
3,0,True,226903,203667,-23236,0.10240499244170416,0.8894925310256455,0.9952225937437091,0.8933068315535714,candidate_000003,True,False
3,9,True,2473,19541,17068,6.90173877881116,0.07040746863755713,0.07410060897599918,0.5855236554791751,candidate_000003,True,False
