N,support_passing_candidate_count,support_pass,retrospective_oracle_only,deployable_selector,best_global_accuracy,best_global_accuracy_candidate_id,best_truth_present_mean_iou,best_truth_present_mean_iou_candidate_id,best_label9_iou,best_label9_iou_candidate_id,best_label9_precision,best_label9_precision_candidate_id,best_label9_recall,best_label9_recall_candidate_id,best_major_component_min_recall,best_major_component_min_recall_candidate_id,best_major_component_mean_recall,best_major_component_mean_recall_candidate_id
1,0,False,True,False,0.9288177490234375,candidate_000000,0.49201852083206177,candidate_000000,0.06577263029564158,candidate_000000,0.07188062087802279,candidate_000000,0.4363121714516781,candidate_000000,0.0,candidate_000000,0.34265035546239914,candidate_000000
4,0,False,True,False,0.947174072265625,candidate_000001,0.5133764743804932,candidate_000001,0.08730933954466902,candidate_000001,0.09684947491248541,candidate_000001,0.5855236554791751,candidate_000003,0.0,candidate_000003,0.5071974964650564,candidate_000003
