sample_id,truth_component_rank,truth_component_voxels,recovered_voxels,recall,candidate_id,retrospective_only,used_for_ranking
0,1,591,241,0.4077834179357022,candidate_000000,True,False
0,2,531,0,0.0,candidate_000000,True,False
0,3,511,492,0.9628180039138943,candidate_000000,True,False
0,4,453,0,0.0,candidate_000000,True,False
0,5,387,346,0.8940568475452196,candidate_000000,True,False
1,1,591,391,0.6615905245346869,candidate_000001,True,False
1,2,531,0,0.0,candidate_000001,True,False
1,3,511,494,0.9667318982387475,candidate_000001,True,False
1,4,453,0,0.0,candidate_000001,True,False
1,5,387,277,0.7157622739018088,candidate_000001,True,False
2,1,591,421,0.7123519458544839,candidate_000002,True,False
2,2,531,148,0.2787193973634652,candidate_000002,True,False
2,3,511,390,0.7632093933463796,candidate_000002,True,False
2,4,453,0,0.0,candidate_000002,True,False
2,5,387,270,0.6976744186046512,candidate_000002,True,False
3,1,591,188,0.31810490693739424,candidate_000003,True,False
3,2,531,394,0.7419962335216572,candidate_000003,True,False
3,3,511,495,0.9686888454011742,candidate_000003,True,False
3,4,453,0,0.0,candidate_000003,True,False
3,5,387,371,0.958656330749354,candidate_000003,True,False
