case_id,arm,source_seed,initial_noise_sha256,sample_sha256,condition_violations
A_SOLID,FLOW_ONLY,42,5b3e3cc13e70f1477679559ea82781e02fc58130469ff39d5c71b5db647f9eea,8d4a00a137f55adb4f8dc4fa5f2dc94f65f7e799c70b02b560093cb9ade48942,0
A_SOLID,FLOW_ONLY,142,9e3fe8095b7f2705dfa4353f4606f4b4cb9d6a00c3ed5cbb0d450674e650e9cb,48a9094c879a73b6e59a50681ce636829f2934db5f4948354e6338986da00ca7,0
A_SOLID,FLOW_ONLY,242,e6f10761b6eee07b0a77a58fc4f2170c9a107a156a7d8db89b83ebc4b1ac2c49,dc1beb13163d8e030120cc7b5e95f2edc1b08f15a97d9a25b43bde38358ea5bf,0
B_RING,FLOW_ONLY,42,5b3e3cc13e70f1477679559ea82781e02fc58130469ff39d5c71b5db647f9eea,8d4a00a137f55adb4f8dc4fa5f2dc94f65f7e799c70b02b560093cb9ade48942,0
B_RING,FLOW_ONLY,142,9e3fe8095b7f2705dfa4353f4606f4b4cb9d6a00c3ed5cbb0d450674e650e9cb,48a9094c879a73b6e59a50681ce636829f2934db5f4948354e6338986da00ca7,0
B_RING,FLOW_ONLY,242,e6f10761b6eee07b0a77a58fc4f2170c9a107a156a7d8db89b83ebc4b1ac2c49,dc1beb13163d8e030120cc7b5e95f2edc1b08f15a97d9a25b43bde38358ea5bf,0
