candidate_id,candidate_index,source_seed,source_noise_sha256,hard_model_sha256,predicted_observation_sha256,condition_violations,model_chunk,prediction_chunk,chunk_offset,batch_seconds
candidate_000000,0,9301000,4264a2790c9b34136905ad31038e8f1f38d741ac3a91e1aa02e36801e4251371,7e4144067dbe9dc24e6b4621483af1f45d2c037a5523aefe17ddd90230033da4,91f52f6c6058d19baebcb8764a8cf9864aeeb19e1f08e731e1d3f3534a9ff18b,0,cache/models_000000_000003.pt.gz,cache/predictions_000000_000003.pt.gz,0,13.52560952003114
candidate_000001,1,9301001,20b5a2f01456446706846c2083854baa3267598ffbc8c2ad226d7c438440979a,8ceac6e99fb0af82949bb82c110f50f6ebaf09cfd2db89e745e7c27a9db8b06b,54fbbd4d8c7cfb6f3cb7782663e9d93593b6a82ec27902f56b3b1f11d20428f1,0,cache/models_000000_000003.pt.gz,cache/predictions_000000_000003.pt.gz,1,13.52560952003114
candidate_000002,2,9301002,5e3c888815cf65e75d8ba6cfd2bbeaceda46a9e61195a6bd2b705236edc32ca2,19a9c1e5a6ffcebda274d97ae4cc69127e885d0366fd95eaf54a38231eda4e35,2c7dfad17cbca93c80f418140f796f9681fa56daaafdd8ec44efa6ae42ed7fa0,0,cache/models_000000_000003.pt.gz,cache/predictions_000000_000003.pt.gz,2,13.52560952003114
candidate_000003,3,9301003,ded5c10b9acbf3ff0cb03d2289ba1a15ad6844dfe5b4eeb972a6f3d7dbd93ffe,c710bdd1fb7f6a0f7198989355648acb043a3078824208d158a227657a26ab20,5f53c689b02721c162bf616be4a862d6203213c7a6ea2922b2f107384f155d8b,0,cache/models_000000_000003.pt.gz,cache/predictions_000000_000003.pt.gz,3,13.52560952003114
candidate_000004,4,9301004,9be9312b02811e6499113d2b82972908e52677d0cb2934b460999cd6d5dbaf2d,b0774c89d36f4c97169d8fbb10b787bcaba56e09b96d3239f9eceb7603ce3361,b2fa862e030c4b7c416e4188c87495c42034913e6a3d8a48138ce5b785aaf295,0,cache/models_000004_000007.pt.gz,cache/predictions_000004_000007.pt.gz,0,13.739581776899286
candidate_000005,5,9301005,761eaaf3dc975c43acb0659be1066178c35942b1c3e61b2249dc1066b305d206,683dae496e3c013fb6653c78d97a1ebe124b83898ab608c748ed2fef9f72012b,403a0c8c97ef3079bf1e0828421f80bb07a584b52556e7b33e2edf6c0bfa1b2a,0,cache/models_000004_000007.pt.gz,cache/predictions_000004_000007.pt.gz,1,13.739581776899286
candidate_000006,6,9301006,4615bba8c95fa908acc0d53e2eeb11a92b28209809d15719636ccea1e24e45e0,f17a22af483b00050400b5b8404b53ffee0f90d070b2ea009ef9e4b3c9dee922,a4b6af90b5c346689f0ffea8a6873be7a2746f204e2ded711cd94b146638dc18,0,cache/models_000004_000007.pt.gz,cache/predictions_000004_000007.pt.gz,2,13.739581776899286
candidate_000007,7,9301007,c7bceb5f10c80bc27350f45692cf855721e071edd1a8d0f77ef6bd5388bff516,fdb7eecf09f47456860ec087d49c9b79f93680567ff0b5cdaa73a3866beccb64,a68dcf6bd1969e3565d61967f1df791642d4bd1d1739cf8804574075783c07c8,0,cache/models_000004_000007.pt.gz,cache/predictions_000004_000007.pt.gz,3,13.739581776899286
candidate_000008,8,9301008,12cc853a8d1fc8b0641b1fb691567bc8cd2e64b79f036571819459a7dca402c0,7980b356ffeab0b8a32c36e862ed201d43ca8b3c7380131abb15072166625eb8,4e5e6acea72e64fc1eb0e594d1bfa8f6af5e15ca3cb6181ce4c608300b36fa13,0,cache/models_000008_000011.pt.gz,cache/predictions_000008_000011.pt.gz,0,13.677949078963138
candidate_000009,9,9301009,71f7b0daba31b6b1da0e6b8ddd060e468a9f2ab18d125c5b67fc7ee125ae76a1,b4a34d5048f255c3068452a7357c1e90151c32b664a213220c6177797c13a4f6,7f080c12abe30a3f09d7ab0b04aebdb80826afc27ed4c87ee3534f9162dbe40a,0,cache/models_000008_000011.pt.gz,cache/predictions_000008_000011.pt.gz,1,13.677949078963138
candidate_000010,10,9301010,7348eb7f789a82c9bed3c6ea3db5486c70933cef992d789d741d0b256cba98c7,371f3d32660578bee97829fbd1324247a73a36a08d3da161b3d3cb15265bd146,19ca371ecf961d6c831b44cd67c16f6937daaf62eb8fa607779ab50aba1173b1,0,cache/models_000008_000011.pt.gz,cache/predictions_000008_000011.pt.gz,2,13.677949078963138
candidate_000011,11,9301011,4600df46f3408c764d893a230eed267a1aa3c1b9b5b55c753b471532549a3fbe,dbb64c224bd3ffa61b48127f1a043b1629eafab1d01aa6d18d1b4e80cf338efb,9207ab09c51ce77aa20914d41db7cb76df7a0f2fef516559b2857ac0dd72f71b,0,cache/models_000008_000011.pt.gz,cache/predictions_000008_000011.pt.gz,3,13.677949078963138
candidate_000012,12,9301012,55bfa0d7e4d26f5087a8f3d0025c7e7deee986dccc5203741d294a331816ceeb,239b91bc3fed797930253ac9736ee5a8019f99a9372f3b45b2e2ee46a945ab01,774dcf726cfa9a3a1e0379c41cf220927f000eed598f3f5a09378e7c476005ca,0,cache/models_000012_000015.pt.gz,cache/predictions_000012_000015.pt.gz,0,13.70085017196834
candidate_000013,13,9301013,22f55e5ac4d328de3a7033680ebd60717eb29cf885043104f1fa4eadd9044791,e95b8da430964d83ac0d6a55892253e421a143ad11f1cd776524d0d1d626763c,ce5d32328d5b65ba718448aaca7fbdd585ec5aa95e88012bd46526b38f171549,0,cache/models_000012_000015.pt.gz,cache/predictions_000012_000015.pt.gz,1,13.70085017196834
candidate_000014,14,9301014,6c18b38ec4acdafd57348d94f49ba53df96dce08b426f9cac680b761d1602c25,7f490e898ce51fd157a52e50c0a6672d3c00f676379c013206e593d431805d83,9dd5f823eae3d3f4f741125158d9cb53ad4cae55567f7bf5be0e1dd4119e39a2,0,cache/models_000012_000015.pt.gz,cache/predictions_000012_000015.pt.gz,2,13.70085017196834
candidate_000015,15,9301015,bd43bb91455a5007a4a93eb23857929101139d3a1c84e243712f901c4f1cf540,efb410fb4d4b42037c08dcb8adcff476c1526c02e5cd376d5490f6a6e5526e22,b95df37dfd5dc70a30bc6ea83b1498e6992528dedd17655521ecd3157458d157,0,cache/models_000012_000015.pt.gz,cache/predictions_000012_000015.pt.gz,3,13.70085017196834
candidate_000016,16,9301016,9fa35ff9522646ab3560c8334ba7ab059b8c2ed0129a5f2e0e33ae2cfa3853eb,47ae790d9e78022aff8283736e4c32e933089fe10a82285c5a364f07b381c2b3,7be45b30a742d3d120c198a34f1bcf8647cc4898369d38479a4af02774e39e4c,0,cache/models_000016_000019.pt.gz,cache/predictions_000016_000019.pt.gz,0,13.756484132958576
candidate_000017,17,9301017,db56522a0c202e1948fc3b33f519da34b312b228384ba7a80ecf8e899cb9c3e4,e853d37091255ceb65c0b089b238fe390e70ea0453c5d8a73a7cec838b35ae8f,7c448fff60d8fb8b0fb1b05ee75813decd77681660daefaf491aa8d03aa6efd7,0,cache/models_000016_000019.pt.gz,cache/predictions_000016_000019.pt.gz,1,13.756484132958576
candidate_000018,18,9301018,39fb14ce2aff207ed0358b263fc7a957b58b25064b803e2bdea06f2804eb8944,399e9088d3629dbc600afcb6586d546e3ecb223760235233bda7f7ac2f7862f3,9365948ff17b3816c2a663c6d4cfad1916e66c850acef5bab632e1c8ee681d06,0,cache/models_000016_000019.pt.gz,cache/predictions_000016_000019.pt.gz,2,13.756484132958576
