sample_id,step,t,w_t,geo_loss,grad_norm,prior_velocity_norm,guidance_velocity_norm,guided_velocity_norm,effective_guidance_ratio,guidance_mode,mu,alpha
0,0,0.015625,0.0,0.9867162108421326,0.08647742122411728,2070.66845703125,0.0,2070.66845703125,0.0,relative,0.01,0.05
0,1,0.046875,0.0,0.9852743148803711,0.08928239345550537,2063.66162109375,0.0,2063.66162109375,0.0,relative,0.01,0.05
0,2,0.078125,0.0,0.9835584759712219,0.09226023405790329,2062.406982421875,0.0,2062.406982421875,0.0,relative,0.01,0.05
0,3,0.109375,0.0,0.9813441634178162,0.09541535377502441,2062.074462890625,0.0,2062.074462890625,0.0,relative,0.01,0.05
0,4,0.140625,0.0,0.9786052107810974,0.09875527769327164,2060.502197265625,0.0,2060.502197265625,0.0,relative,0.01,0.05
0,5,0.171875,0.0,0.9753740429878235,0.10229136049747467,2056.49169921875,0.0,2056.49169921875,0.0,relative,0.01,0.05
0,6,0.203125,0.0,0.9715274572372437,0.10602651536464691,2060.712890625,0.0,2060.712890625,0.0,relative,0.01,0.05
0,7,0.234375,0.0,0.9669442176818848,0.1099773421883583,2055.881591796875,0.0,2055.881591796875,0.0,relative,0.01,0.05
0,8,0.265625,0.0,0.9616013765335083,0.11413981020450592,2054.0126953125,0.0,2054.0126953125,0.0,relative,0.01,0.05
0,9,0.296875,0.0,0.955543577671051,0.11854590475559235,2058.804931640625,0.0,2058.804931640625,0.0,relative,0.01,0.05
0,10,0.328125,0.0,0.9484645128250122,0.12321552634239197,2058.3076171875,0.0,2058.3076171875,0.0,relative,0.01,0.05
0,11,0.359375,0.0,0.9400635361671448,0.12815630435943604,2059.6240234375,0.0,2059.6240234375,0.0,relative,0.01,0.05
0,12,0.390625,0.0,0.9299259185791016,0.13339757919311523,2044.1197509765625,0.0,2044.1197509765625,0.0,relative,0.01,0.05
0,13,0.421875,0.0,0.9177551865577698,0.1389123648405075,2054.283935546875,0.0,2054.283935546875,0.0,relative,0.01,0.05
0,14,0.453125,0.0,0.9027974605560303,0.14478671550750732,2049.1650390625,0.0,2049.1650390625,0.0,relative,0.01,0.05
0,15,0.484375,0.0,0.8844016194343567,0.1509929746389389,2054.82958984375,0.0,2054.82958984375,0.0,relative,0.01,0.05
0,16,0.515625,0.0009765625,0.8614769577980042,0.15757043659687042,2038.015380859375,0.09951246529817581,2038.0157470703125,4.8828122089616954e-05,relative,0.01,0.05
0,17,0.546875,0.0087890625,0.8323660492897034,0.16427437961101532,2045.05517578125,0.898705780506134,2045.05810546875,0.00043945308425463736,relative,0.01,0.05
0,18,0.578125,0.0244140625,0.7917182445526123,0.1704181432723999,2048.09521484375,2.5001158714294434,2048.10595703125,0.0012207030085846782,relative,0.01,0.05
0,19,0.609375,0.0478515625,0.7337891459465027,0.1744038611650467,2052.8916015625,4.911703109741211,2052.9189453125,0.002392577938735485,relative,0.01,0.05
0,20,0.640625,0.0791015625,0.653325617313385,0.1738787442445755,2051.603759765625,8.114253044128418,2051.660888671875,0.003955077845603228,relative,0.01,0.05
0,21,0.671875,0.1181640625,0.5498404502868652,0.1665930151939392,2050.85888671875,12.116889953613281,2050.962158203125,0.005908202845603228,relative,0.01,0.05
0,22,0.703125,0.1650390625,0.43097934126853943,0.14943622052669525,2050.79443359375,16.92305564880371,2050.95654296875,0.008251951076090336,relative,0.01,0.05
0,23,0.734375,0.2197265625,0.3106314241886139,0.13589054346084595,2047.371826171875,22.49309730529785,2047.5885009765625,0.010986327193677425,relative,0.01,0.05
0,24,0.765625,0.2822265625,0.20815515518188477,0.11132679134607315,2050.696533203125,28.93804931640625,2050.907958984375,0.01411132700741291,relative,0.01,0.05
0,25,0.796875,0.3525390625,0.14868111908435822,0.07910396158695221,2050.659912109375,36.14688491821289,2050.659423828125,0.01762695237994194,relative,0.01,0.05
0,26,0.828125,0.4306640625,0.13760368525981903,0.04995795711874962,2055.37255859375,44.25874328613281,2054.89990234375,0.021533196792006493,relative,0.01,0.05
