sample_id,changed_voxel_fraction
0,0.0010528564453125
1,0.001010894775390625
2,0.00121307373046875
3,0.000965118408203125
4,0.0013427734375
5,0.001041412353515625
6,0.00079345703125
7,0.0013885498046875
8,0.001285552978515625
9,0.001194000244140625
10,0.001651763916015625
11,0.0013580322265625
12,0.001270294189453125
13,0.001125335693359375
14,0.000621795654296875
15,0.0007781982421875
