iteration,accepted,accepted_flip_count,hard_rmse,hard_attainment,positive_action_count,gradient_norm,predicted_hidden_voxels,truth_hidden_voxels,hidden_true_positive_voxels,hidden_precision,hidden_recall,hidden_iou,hidden_false_positive_voxels,hidden_body_0_recall,hidden_body_1_recall
0,True,0,0.05058184638619423,0.0,0,,0,1280,0,0.0,0.0,0.0,0,0.0,0.0
1,True,512,0.026702716946601868,0.47208892410281633,43680,0.06567997485399246,512,1280,512,1.0,0.4,0.4,0,0.4000000059604645,0.4000000059604645
2,True,512,0.008430405519902706,0.8333314000533659,43168,0.034024085849523544,1024,1280,1024,1.0,0.8,0.8,0,0.8031250238418579,0.796875
3,True,128,0.004920061677694321,0.9027306824640312,42656,0.010406386107206345,1152,1280,1144,0.9930555555555556,0.89375,0.8881987577639752,8,0.887499988079071,0.9000000357627869
4,True,128,0.0024337517097592354,0.9518848780019327,40430,0.005441065412014723,1280,1280,1246,0.9734375,0.9734375,0.9482496194824962,34,0.996874988079071,0.949999988079071
5,True,32,0.0021242250222712755,0.9580042016249716,17582,0.0023333963472396135,1312,1280,1262,0.961890243902439,0.9859375,0.9488721804511279,50,0.996874988079071,0.9750000238418579
6,True,32,0.001595109119080007,0.9684647905712794,12856,0.001998275052756071,1280,1280,1250,0.9765625,0.9765625,0.9541984732824428,30,0.9906250238418579,0.9625000357627869
7,False,0,0.001595109119080007,0.9684647905712794,17898,0.001300217816606164,1280,1280,1250,0.9765625,0.9765625,0.9541984732824428,30,0.9906250238418579,0.9625000357627869
