case_id,arm,generation,proposal_index,branch_id,ranking_id,sensitivity_rank_one_based,sensitivity_rank_index_zero_based,sensitivity_score,parent_state_id,child_state_id,parent_hard_rmse,child_hard_rmse,delta_hard_rmse_vs_parent,delta_hard_rmse_vs_empty,empty_hard_rmse,center_x,center_y,center_z,shape,orientation_deg,full_size_x,full_size_y,full_size_z,realized_scale,probe_size_x,probe_size_y,probe_size_z,birth_changed_voxels_vs_parent,child_changed_from_base_voxels,hard_rmse_rank_among_96_one_based,next_beam_cutoff_hard_rmse,margin_child_minus_beam_cutoff,parent_was_valid_beam_state,satisfied_local_continuation_improvement_rule,entered_next_beam,continuation_executed,deterministic_continuation_reason,exact_v2_full_target_geometry_match_count,matched_v2_full_target_failed_vs_parent,condition_violations,truth_used
analytic_five_body,correct,1,12,branch_d2b2b09b36b03fd3d818,g001_b7e43f1d75130653_0000,13,12,5.569586937781423e-05,empty,g001_p000012_empty,0.008885824121534824,0.009458080865442753,0.0005722567439079285,0.0005722567439079285,0.008885824121534824,42.0,40.0,39.0,ellipsoid,85.97105246644753,12.806527380318517,14.472271475228657,12.957059957475643,0.25,3.2016318450796293,3.6180678688071644,3.2392649893689107,19,19,77,0.009027141146361828,0.000430939719080925,True,False,False,False,not_executed_local_hard_rmse_improvement_rule_failed,1,True,0,False
analytic_five_body,correct,1,13,branch_eb774c67b39f20b44932,g001_b7e43f1d75130653_0000,14,13,5.569586937781423e-05,empty,g001_p000013_empty,0.008885824121534824,0.009027141146361828,0.00014131702482700348,0.00014131702482700348,0.008885824121534824,42.0,43.0,39.0,dike_hemisphere,174.71832456044808,9.571871857949091,7.160739040984092,11.376243859799143,0.25,2.392967964487273,1.790184760246023,2.8440609649497857,7,7,8,0.009027141146361828,0.0,True,False,True,False,not_executed_local_hard_rmse_improvement_rule_failed,1,True,0,False
analytic_five_body,correct,1,14,branch_43b821eae2e3b23f0e8d,g001_b7e43f1d75130653_0000,15,14,5.569586937781423e-05,empty,g001_p000014_empty,0.008885824121534824,0.009147675707936287,0.00026185158640146255,0.00026185158640146255,0.008885824121534824,43.0,41.0,39.0,dike_hemisphere,159.63060883025153,11.33455489022586,8.151513453478163,13.286836865297733,0.25,2.833638722556465,2.0378783633695408,3.3217092163244333,9,9,24,0.009027141146361828,0.00012053456157445908,True,False,False,False,not_executed_local_hard_rmse_improvement_rule_failed,1,True,0,False
analytic_five_body,correct,1,15,branch_35c9d453300d204409e9,g001_b7e43f1d75130653_0000,16,15,5.5695865739835426e-05,empty,g001_p000015_empty,0.008885824121534824,0.009019892662763596,0.0001340685412287712,0.0001340685412287712,0.008885824121534824,43.0,42.0,39.0,ellipsoid,87.29187828979056,12.471258676360954,6.952710364086431,10.660282162596085,0.25,3.1178146690902384,1.7381775910216077,2.665070540649021,9,9,6,0.009027141146361828,-7.248483598232269e-06,True,False,True,False,not_executed_local_hard_rmse_improvement_rule_failed,1,True,0,False
analytic_five_body,correct,1,16,branch_c0c044f766c59ff265ab,g001_b7e43f1d75130653_0000,17,16,5.566444087889977e-05,empty,g001_p000016_empty,0.008885824121534824,0.009110779501497746,0.00022495537996292114,0.00022495537996292114,0.008885824121534824,8.0,41.0,21.0,ellipsoid,12.41297095544968,10.874120076267408,7.343850586969914,8.199546644911543,0.25,2.718530019066852,1.8359626467424786,2.0498866612278857,5,5,18,0.009027141146361828,8.363835513591766e-05,True,False,False,False,not_executed_local_hard_rmse_improvement_rule_failed,1,True,0,False
analytic_five_body,correct,1,17,branch_486aa3bcee9989e2aba3,g001_b7e43f1d75130653_0000,18,17,5.566444087889977e-05,empty,g001_p000017_empty,0.008885824121534824,0.009216926991939545,0.0003311028704047203,0.0003311028704047203,0.008885824121534824,8.0,42.0,21.0,dike_hemisphere,39.35387470278744,15.568984308983818,8.401667265695245,10.893816953246827,0.25,3.8922460772459546,2.1004168164238113,2.7234542383117066,15,15,39,0.009027141146361828,0.00018978584557771683,True,False,False,False,not_executed_local_hard_rmse_improvement_rule_failed,1,True,0,False
analytic_five_body,correct,1,18,branch_364c499362dbdcee1dfa,g001_b7e43f1d75130653_0000,19,18,5.566444087889977e-05,empty,g001_p000018_empty,0.008885824121534824,0.009155885316431522,0.000270061194896698,0.000270061194896698,0.008885824121534824,9.0,40.0,21.0,dike_hemisphere,172.45712541101338,13.221076156955991,6.423416583396705,7.317005077734772,0.25,3.305269039238998,1.6058541458491762,1.829251269433693,3,3,30,0.009027141146361828,0.00012874417006969452,True,False,False,False,not_executed_local_hard_rmse_improvement_rule_failed,1,True,0,False
analytic_five_body,correct,1,19,branch_f4920cf664f3e1ffd03f,g001_b7e43f1d75130653_0000,20,19,5.566444087889977e-05,empty,g001_p000019_empty,0.008885824121534824,0.008976747281849384,9.092316031455994e-05,9.092316031455994e-05,0.008885824121534824,9.0,43.0,21.0,dike_hemisphere,62.23226789086255,7.847048685441748,8.150579837722574,7.872388357661165,0.25,1.961762171360437,2.0376449594306436,1.9680970894152912,1,1,4,0.009027141146361828,-5.039386451244354e-05,True,False,True,False,not_executed_local_hard_rmse_improvement_rule_failed,1,True,0,False
analytic_five_body,correct,1,20,branch_bc6dd95d4f00cedf35c7,g001_b7e43f1d75130653_0000,21,20,5.566443724092096e-05,empty,g001_p000020_empty,0.008885824121534824,0.009287332184612751,0.00040150806307792664,0.00040150806307792664,0.008885824121534824,10.0,40.0,21.0,ellipsoid,120.3570059864107,6.866976562835077,13.01965842222327,12.093670773758578,0.25,1.7167441407087694,3.2549146055558174,3.0234176934396446,7,7,50,0.009027141146361828,0.00026019103825092316,True,False,False,False,not_executed_local_hard_rmse_improvement_rule_failed,1,True,0,False
analytic_five_body,correct,1,21,branch_27af1bb31f06f2d98f84,g001_b7e43f1d75130653_0000,22,21,5.566443724092096e-05,empty,g001_p000021_empty,0.008885824121534824,0.009155885316431522,0.000270061194896698,0.000270061194896698,0.008885824121534824,10.0,43.0,21.0,dike_hemisphere,74.62073140176355,8.55312931220255,12.042131805719643,7.192622343400261,0.25,2.1382823280506376,3.010532951429911,1.7981555858500653,3,3,31,0.009027141146361828,0.00012874417006969452,True,False,False,False,not_executed_local_hard_rmse_improvement_rule_failed,1,True,0,False
