sample_id,delta_global_voxel_accuracy,delta_global_mean_iou,delta_truth_present_mean_iou,delta_hard_property_loss,delta_hard_property_mae,delta_target_iou,delta_target_precision,delta_target_recall,delta_target_absolute_volume_error_fraction,delta_target_centroid_distance,delta_target_connected_components,delta_largest_component_fraction,delta_target_components_ge_20,delta_target_components_ge_100,delta_target_tiny_component_mass_fraction_le_5,delta_target_top4_component_mass_fraction,delta_inside_roi_voxel_accuracy,delta_outside_roi_voxel_accuracy,delta_hard_observation_loss,delta_hard_observation_mae
0,0.010331273078918457,0.018994376063346863,0.026117265224456787,-3.834329605102539,-0.4847622811794281,0.20289030096369406,0.25480139074910824,0.40376895628902765,0.10013380909901876,-9.975027084350586,56.0,0.19017329556431561,-1.0,0.0,0.0031934643785299314,0.009604525140165632,0.018513649509959373,-1.1460267253515788e-05,-353825931264.0,-0.707651674747467
