sample_id,class_id,truth_present,baseline_iou,guided_iou,delta_iou,baseline_precision,guided_precision,delta_precision,baseline_recall,guided_recall,delta_recall,baseline_predicted_volume,guided_predicted_volume,delta_predicted_volume,baseline_absolute_volume_error_fraction,guided_absolute_volume_error_fraction,delta_absolute_volume_error_fraction
0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,291.0,157.0,-134.0,nan,nan,nan
0,1,True,0.41760097493036213,0.41394755944266415,-0.0036534154876979863,0.6634673895004702,0.675927264317308,0.012459874816837746,0.5298301415854925,0.5164446800521282,-0.013385461533364285,36154.0,34591.0,-1563.0,0.20142248139067434,0.23594636980098513,0.03452388841031079
0,2,True,0.7116045275376993,0.7137470997679815,0.002142572230282136,0.8626539827276314,0.8653305203938115,0.0026765376661801454,0.8025285481239804,0.802936378466558,0.0004078303425775198,22811.0,22752.0,-59.0,0.06969820554649266,0.07210440456769984,0.0024061990212071865
0,3,True,0.15250909510885258,0.15350493200256815,0.0009958368937155737,0.4868202764976958,0.502868068833652,0.016047792335956157,0.18172435147595128,0.1809674533819583,-0.0007568980939929859,5425.0,5230.0,-195.0,0.6267116218261887,0.6401293607651551,0.013417738938966473
0,4,True,0.5393530897892194,0.5439468067020533,0.004593716912833945,0.6279791299866878,0.6422732493949972,0.01429411940830938,0.7926044362542513,0.7803688296906546,-0.01223560656359668,93148.0,89669.0,-3479.0,0.26215091936423623,0.21501063671223966,-0.04714028265199657
0,5,True,0.25817793835932007,0.2615931650945726,0.003415226735252519,0.32279286926994905,0.3291084187635912,0.0063155494936421586,0.563273727647868,0.560469791556449,-0.002803936091418935,32984.0,32190.0,-794.0,0.7450005290445455,0.7029943921278171,-0.04200613691672839
0,6,True,0.014153371075656201,0.01270713488451962,-0.0014462361911365823,0.5892857142857143,0.5873015873015873,-0.001984126984126977,0.014294377544832365,0.012821623494758728,-0.0014727540500736377,280.0,252.0,-28.0,0.9757428744693754,0.9781685870224378,0.0024257125530624535
0,7,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan
0,8,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan
0,9,True,0.02859647939569704,0.2314867803593911,0.20289030096369406,0.0674836861371956,0.32228507688630387,0.25480139074910824,0.04727921498661909,0.4510481712756467,0.40376895628902765,6283.0,12551.0,6268.0,0.2993978590544157,0.39953166815343444,0.10013380909901876
0,10,False,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,161.0,144.0,-17.0,nan,nan,nan
0,11,False,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,18.0,19.0,1.0,nan,nan,nan
0,12,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan
0,13,True,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
