sample_id,truth_component_rank,truth_component_voxels,recovered_voxels,recall
0,1,4079,1606,0.3937239519490071
0,2,2192,926,0.42244525547445255
0,3,2043,1243,0.6084189916789036
0,4,627,256,0.4082934609250399
0,5,22,14,0.6363636363636364
0,6,4,0,0.0
0,7,1,0,0.0
