sample_id,truth_component_rank,truth_component_voxels,baseline_recovered_voxels,guided_recovered_voxels,delta_recovered_voxels,baseline_recall,guided_recall,delta_recall
0,1,4079,171,1606,1435,0.041922039715616574,0.3937239519490071,0.3518019122333905
0,2,2192,2,926,924,0.0009124087591240876,0.42244525547445255,0.4215328467153285
0,3,2043,251,1243,992,0.122858541360744,0.6084189916789036,0.48556045031815953
0,4,627,0,256,256,0.0,0.4082934609250399,0.4082934609250399
0,5,22,0,14,14,0.0,0.6363636363636364,0.6363636363636364
0,6,4,0,0,0,0.0,0.0,0.0
0,7,1,0,0,0,0.0,0.0,0.0
