sample_id,class_id,truth_present,truth_volume,predicted_volume,volume_error,absolute_volume_error_fraction,iou,precision,recall
0,0,False,0,157,157,nan,0.0,0.0,nan
0,1,True,45273,34591,-10682,0.23594636980098513,0.41394755944266415,0.675927264317308,0.5164446800521282
0,2,True,24520,22752,-1768,0.07210440456769984,0.7137470997679815,0.8653305203938115,0.802936378466558
0,3,True,14533,5230,-9303,0.6401293607651551,0.15350493200256815,0.502868068833652,0.1809674533819583
0,4,True,73801,89669,15868,0.21501063671223966,0.5439468067020533,0.6422732493949972,0.7803688296906546
0,5,True,18902,32190,13288,0.7029943921278171,0.2615931650945726,0.3291084187635912,0.560469791556449
0,6,True,11543,252,-11291,0.9781685870224378,0.01270713488451962,0.5873015873015873,0.012821623494758728
0,7,False,0,0,0,nan,nan,nan,nan
0,8,False,0,0,0,nan,nan,nan,nan
0,9,True,8968,12551,3583,0.39953166815343444,0.2314867803593911,0.32228507688630387,0.4510481712756467
0,10,False,0,144,144,nan,0.0,0.0,nan
0,11,False,0,19,19,nan,0.0,0.0,nan
0,12,False,0,0,0,nan,nan,nan,nan
0,13,True,15,0,-15,1.0,0.0,nan,0.0
