label,voxel_count,volume_fraction,borehole_hits,target_connected_components,largest_component_fraction
5,84282,0.32151031494140625,4711,2,0.5708217650269334
3,82388,0.3142852783203125,602,2,0.5711996892751372
-1,61060,0.2329254150390625,256583,1,1.0
2,34414,0.13127899169921875,248,3,0.9750392282210728
