sample_id,path,target_label,target_iou,target_precision,target_recall,target_f1,target_volume,predicted_target_volume,target_volume_error,target_volume_error_fraction,target_centroid_distance,target_connected_components,largest_component_fraction,ensemble_probability_overlap_inside_truth,global_geo_misfit,global_voxel_accuracy,global_mean_iou
0,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label7/baseline_alpha0/sample_0.pt,7,0.4870564639568329,0.7289205193519592,0.5947925448417664,0.6550611257553101,21162.0,17268.0,-3894.0,-0.18400907286645873,6.777135372161865,22,0.9463747973129488,0.549490213394165,0.14212025701999664,0.8209566473960876,0.3030301332473755
1,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label7/baseline_alpha0/sample_1.pt,7,0.47364842891693115,0.7025890946388245,0.5924298167228699,0.6428241729736328,21162.0,17844.0,-3318.0,-0.15679047349021832,6.568559646606445,12,0.9961891952477023,0.549490213394165,0.16456404328346252,0.7936877012252808,0.2816754877567291
2,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label7/baseline_alpha0/sample_2.pt,7,0.41165757179260254,0.5791361927986145,0.5873736143112183,0.5832257866859436,21162.0,21463.0,301.0,0.014223608354597864,6.25153112411499,23,0.9936169221450869,0.549490213394165,0.21053296327590942,0.7833806276321411,0.25625523924827576
3,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label7/baseline_alpha0/sample_3.pt,7,0.3828935921192169,0.5863216519355774,0.5246195793151855,0.5537571907043457,21162.0,18935.0,-2227.0,-0.1052358000189018,8.03026294708252,23,0.9795616583047267,0.549490213394165,0.20280441641807556,0.7822801470756531,0.27838262915611267
4,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label7/baseline_alpha0/sample_4.pt,7,0.41441652178764343,0.588165283203125,0.5838295221328735,0.5859894156455994,21162.0,21006.0,-156.0,-0.007371703997731784,9.57046890258789,23,0.9859563934114063,0.549490213394165,0.2630520164966583,0.7821710705757141,0.25576427578926086
5,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label7/baseline_alpha0/sample_5.pt,7,0.45178988575935364,0.706104576587677,0.5564218759536743,0.6223901510238647,21162.0,16676.0,-4486.0,-0.21198374444759474,4.7442946434021,37,0.9901655073159031,0.549490213394165,0.1909455806016922,0.7972261309623718,0.2845545709133148
6,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label7/baseline_alpha0/sample_6.pt,7,0.4731677770614624,0.7080013751983643,0.5878933668136597,0.6423813700675964,21162.0,17572.0,-3590.0,-0.16964370097344297,8.404505729675293,40,0.9926587753243797,0.549490213394165,0.16312237083911896,0.8069023489952087,0.2710297107696533
7,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label7/baseline_alpha0/sample_7.pt,7,0.37673282623291016,0.5412161350250244,0.5534921288490295,0.5472853183746338,21162.0,21642.0,480.0,0.022682166146867026,3.2695491313934326,35,0.9601238332871269,0.549490213394165,0.29501086473464966,0.7867767810821533,0.2813282907009125
8,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label7/baseline_alpha0/sample_8.pt,7,0.4175874888896942,0.6272950172424316,0.5553823113441467,0.5891523361206055,21162.0,18736.0,-2426.0,-0.11463944806729043,5.609743595123291,40,0.8583475661827498,0.549490213394165,0.17282091081142426,0.7885602116584778,0.2639157176017761
9,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label7/baseline_alpha0/sample_9.pt,7,0.38036930561065674,0.5562455058097839,0.5460731387138367,0.5511123538017273,21162.0,20775.0,-387.0,-0.018287496455911538,7.311686992645264,30,0.9268832731648616,0.549490213394165,0.25581228733062744,0.7681737542152405,0.25277599692344666
