sample_id,step,t,w_t,tau,probability_loss,probability_base_loss,probability_bce,probability_dice_loss,probability_dice_score,probability_soft_calibration_mae,loss_positive_scale,loss_negative_scale,roi_hard_core_probability_mean,roi_background_probability_mean,roi_soft_halo_probability_mean,roi_soft_halo_target_mean,probability_spatial_gradient_loss,roi_spatial_gradient_error_mean,roi_predicted_gradient_mean,roi_target_gradient_mean,roi_target_probability_mean,roi_soft_margin_mean,roi_entropy_mean,raw_grad_norm,used_grad_norm,prior_velocity_norm,guidance_velocity_norm,guided_velocity_norm,requested_guidance_ratio,used_guidance_ratio,uncapped_guidance_ratio,guidance_cap_fraction,guidance_gradient_reference_norm,guidance_gradient_reference_ratio,effective_guidance_ratio,continuous_step_norm,condition_projection_norm,initial_condition_projection_norm,pre_projection_condition_violations,post_projection_condition_violations,hard_change_count,hard_change_fraction,hard_change_inside_roi,hard_change_outside_roi,target_hard_voxels_before,target_hard_voxels_after,selected_target_recovered_after,alpha,spatial_gradient_weight,probability_loss_mode,guidance_scaling_mode,case_id,source_seed,arm
0,0,0.015625,0.0,0.49975909124103446,1.0706608295440674,1.0706608295440674,0.15071086585521698,0.9199499487876892,0.08005006611347198,0.07032626867294312,1.0,1.0,0.06717285513877869,0.06661199778318405,0.06647361069917679,0.04404660686850548,0.0,0.0,0.0,0.0,0.06661670655012131,-0.08374091982841492,2.5781326293945312,0.0,0.0,1651.0794677734375,0.0,1651.0794677734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.543357849121094,2.3352177143096924,1231.8138427734375,0,0,828,0.0031585693359375,828,0,11454,11458,465,0.0,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,fullgeo_case04,9331000,BASELINE
0,1,0.046875,0.0,0.4978353019929562,1.0707900524139404,1.0707900524139404,0.15075114369392395,0.9200389385223389,0.07996108382940292,0.07034239917993546,1.0,1.0,0.06714212894439697,0.0666048601269722,0.06645431369543076,0.04404660686850548,0.0,0.0,0.0,0.0,0.06660938262939453,-0.0841611996293068,2.57715106010437,0.0,0.0,1649.1280517578125,0.0,1649.1280517578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.479095458984375,2.4051613807678223,0.0,0,0,866,0.00330352783203125,866,0,11458,11456,465,0.0,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,fullgeo_case04,9331000,BASELINE
0,2,0.078125,0.0,0.4940062506389088,1.0710227489471436,1.0710227489471436,0.1508348137140274,0.9201879501342773,0.07981207221746445,0.07038184255361557,1.0,1.0,0.06711839884519577,0.06660666316747665,0.06644181162118912,0.04404660686850548,0.0,0.0,0.0,0.0,0.06661096960306168,-0.08498382568359375,2.5751700401306152,0.0,0.0,1647.7750244140625,0.0,1647.7750244140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.43633270263672,2.414510726928711,0.0,0,0,1016,0.003875732421875,1016,0,11456,11484,465,0.0,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,fullgeo_case04,9331000,BASELINE
0,3,0.109375,0.0,0.4883088130366042,1.0713790655136108,1.0713790655136108,0.15097323060035706,0.9204058051109314,0.0795942172408104,0.07045541703701019,1.0,1.0,0.06710715591907501,0.0666310042142868,0.06644953042268753,0.04404660686850548,0.0,0.0,0.0,0.0,0.06663501262664795,-0.08621024340391159,2.5721399784088135,0.0,0.0,1646.0689697265625,0.0,1646.0689697265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.38267517089844,2.42057204246521,0.0,0,0,1015,0.003871917724609375,1015,0,11484,11518,464,0.0,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,fullgeo_case04,9331000,BASELINE
0,4,0.140625,0.0,0.48079785862468866,1.0718905925750732,1.0718905925750732,0.1511802077293396,0.9207103252410889,0.07928967475891113,0.07057511806488037,1.0,1.0,0.0671093538403511,0.06669340282678604,0.06649567186832428,0.04404660686850548,0.0,0.0,0.0,0.0,0.066696897149086,-0.08784499764442444,2.567986249923706,0.0,0.0,1646.4866943359375,0.0,1646.4866943359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.395790100097656,2.419589042663574,0.0,0,0,1172,0.0044708251953125,1172,0,11518,11571,465,0.0,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,fullgeo_case04,9331000,BASELINE
0,5,0.171875,0.0,0.4715457220000544,1.0725672245025635,1.0725672245025635,0.15146131813526154,0.9211058616638184,0.07889415323734283,0.07074505090713501,1.0,1.0,0.06713075190782547,0.06679865717887878,0.06658594310283661,0.04404660686850548,0.0,0.0,0.0,0.0,0.06680145114660263,-0.08991439640522003,2.5626049041748047,0.0,0.0,1648.0567626953125,0.0,1648.0567626953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.44563293457031,2.4040610790252686,0.0,0,0,1340,0.0051116943359375,1340,0,11571,11638,465,0.0,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,fullgeo_case04,9331000,BASELINE
0,6,0.203125,0.0,0.460641506296129,1.073414921760559,1.073414921760559,0.15182162821292877,0.9215932488441467,0.07840675860643387,0.07096748054027557,1.0,1.0,0.06717797368764877,0.06694679707288742,0.0667187049984932,0.04404660686850548,0.0,0.0,0.0,0.0,0.06694874167442322,-0.09246136248111725,2.5558571815490723,0.0,0.0,1650.28271484375,0.0,1650.28271484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.51579666137695,2.392772674560547,0.0,0,0,1534,0.00585174560546875,1534,0,11638,11726,463,0.0,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,fullgeo_case04,9331000,BASELINE
0,7,0.234375,0.0,0.4481902250709918,1.0744280815124512,1.0744280815124512,0.15225628018379211,0.9221718311309814,0.07782816886901855,0.0712302103638649,1.0,1.0,0.06724389642477036,0.06711622327566147,0.06686855107545853,0.04404660686850548,0.0,0.0,0.0,0.0,0.06711729615926743,-0.09556621313095093,2.5475642681121826,0.0,0.0,1653.77099609375,0.0,1653.77099609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.62697219848633,2.3481714725494385,0.0,0,0,1698,0.00647735595703125,1698,0,11726,11810,465,0.0,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,fullgeo_case04,9331000,BASELINE
0,8,0.265625,0.06540312923014306,0.43431179096940364,1.075621485710144,1.075621485710144,0.15277241170406342,0.9228490591049194,0.07715096324682236,0.07153189927339554,1.0,1.0,0.06732995808124542,0.06730126589536667,0.06702655553817749,0.04404660686850548,0.0,0.0,0.0,0.0,0.06730151921510696,-0.09930487722158432,2.537498712539673,0.0,0.0,1657.9774169921875,0.0,1657.9774169921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.7601203918457,2.313386917114258,0.0,0,0,1982,0.00756072998046875,1982,0,11810,11958,466,0.0,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,fullgeo_case04,9331000,BASELINE
0,9,0.296875,0.19509032201612825,0.4191398608984867,1.0770412683486938,1.0770412683486938,0.15339063107967377,0.9236506223678589,0.07634939253330231,0.07188496738672256,1.0,1.0,0.06743833422660828,0.06751378625631332,0.06720670312643051,0.04404660686850548,0.0,0.0,0.0,0.0,0.06751315295696259,-0.1037505716085434,2.5253746509552,0.0,0.0,1658.789794921875,0.0,1658.789794921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.78571319580078,2.3093464374542236,0.0,0,0,2186,0.00833892822265625,2186,0,11958,12048,463,0.0,0.0,calibrated_soft_bce_hard_dice_v2,reference_norm_relative_v2,fullgeo_case04,9331000,BASELINE
