mode,step,t,dt,base_velocity_norm,raw_physics_gradient_norm,applied_physics_velocity_norm,total_velocity_norm,cosine_base_velocity_applied_physics_velocity,pre_update_soft_loss,post_physics_soft_loss,post_total_soft_loss,post_projection_soft_loss,pre_update_hard_loss,post_physics_hard_loss,post_total_hard_loss,post_projection_hard_loss,soft_attainment,hard_attainment,distance_to_baseline,distance_to_truth,truth_direction_fraction,orthogonal_response_fraction,hard_label_flip_count,target_flip_in,target_flip_out,wrong_class_flips,condition_projection_change_norm,guidance_clipping_fraction,used_guidance_ratio,flip_into_raw_label_-1,flip_into_raw_label_0,flip_into_raw_label_1,flip_into_raw_label_2,flip_into_raw_label_3,flip_into_raw_label_4,flip_into_raw_label_5,flip_into_raw_label_6,flip_into_raw_label_7,flip_into_raw_label_8,flip_into_raw_label_9,flip_into_raw_label_10,flip_into_raw_label_11,flip_into_raw_label_12,flip_into_raw_label_13,control
BASE_PLUS_PHYSICS,1,0.015625,0.03125,1912.432373046875,0.0,0.0,1912.432373046875,nan,0.0010782680474221706,0.0010782680474221706,0.001078550354577601,0.001078550354577601,0.03698423504829407,0.03698423504829407,0.037017542868852615,0.037017542868852615,0.0,0.0,0.0,220.2717251195461,0.0,0.0,0,0,0,0,0.6759340167045593,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,correct
BASE_PLUS_PHYSICS,2,0.046875,0.03125,1915.4686279296875,0.0,0.0,1915.4686279296875,nan,0.0010816273279488087,0.0010816273279488087,0.0010819289600476623,0.0010819289600476623,0.037017542868852615,0.037017542868852615,0.03701823949813843,0.03701823949813843,0.0,0.0,0.0,220.273810651741,0.0,0.0,0,0,0,0,0.6986828446388245,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,correct
BASE_PLUS_PHYSICS,3,0.078125,0.03125,1914.92919921875,0.0,0.0,1914.92919921875,nan,0.001088189659640193,0.001088189659640193,0.0010883361101150513,0.0010883361101150513,0.03701823949813843,0.03701823949813843,0.03705074265599251,0.03705074265599251,0.0,0.0,0.0,220.3704868722817,0.0,0.0,0,0,0,0,0.6827148199081421,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,correct
BASE_PLUS_PHYSICS,4,0.109375,0.03125,1914.4927978515625,0.0,0.0,1914.4927978515625,nan,0.0010979576036334038,0.0010979576036334038,0.0010981200030073524,0.0010981200030073524,0.03705074265599251,0.03705074265599251,0.03709961473941803,0.03709961473941803,0.0,0.0,0.0,220.51577887192715,0.0,0.0,0,0,0,0,0.6735636591911316,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,correct
BASE_PLUS_PHYSICS,5,0.140625,0.03125,1914.7596435546875,0.0,0.0,1914.7596435546875,nan,0.0011114133521914482,0.0011114133521914482,0.0011114750523120165,0.0011114750523120165,0.03709961473941803,0.03709961473941803,0.03719419986009598,0.03719419986009598,0.0,0.0,0.0,220.79669130801565,0.0,0.0,0,0,0,0,0.661459743976593,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,correct
BASE_PLUS_PHYSICS,6,0.171875,0.03125,1915.8304443359375,0.0,0.0,1915.8304443359375,nan,0.0011287842644378543,0.0011287842644378543,0.0011287720408290625,0.0011287720408290625,0.03719419986009598,0.03719419986009598,0.037238188087940216,0.037238188087940216,0.0,0.0,0.0,220.9272157573078,0.0,0.0,0,0,0,0,0.6603096127510071,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,correct
BASE_PLUS_PHYSICS,7,0.203125,0.03125,1917.19140625,0.0,0.0,1917.19140625,nan,0.0011506489245221019,0.0011506489245221019,0.0011507392628118396,0.0011507392628118396,0.037238188087940216,0.037238188087940216,0.03732197731733322,0.03732197731733322,0.0,0.0,0.0,221.17562979200625,0.0,0.0,0,0,0,0,0.6652642488479614,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,correct
BASE_PLUS_PHYSICS,8,0.234375,0.03125,1920.4857177734375,0.0,0.0,1920.4857177734375,nan,0.001177985337562859,0.001177985337562859,0.0011780522763729095,0.0011780522763729095,0.03732197731733322,0.03732197731733322,0.0373389795422554,0.0373389795422554,0.0,0.0,0.0,221.22601133793117,0.0,0.0,0,0,0,0,0.6692683100700378,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,correct
BASE_PLUS_PHYSICS,9,0.265625,0.03125,1924.5693359375,6.129111170594115e-06,125.66781616210938,1928.7276611328125,0.0004773337277583778,0.001211400143802166,0.0011882162652909756,0.0011896119685843587,0.0011896119685843587,0.0373389795422554,0.03724486753344536,0.03729228302836418,0.03729228302836418,0.017939416771460465,0.0028857887256421933,109.95248968332287,221.08762974009647,0.12475225574423222,0.4806825150395853,964,33,209,931,0.6789328455924988,0.0,0.06540312618017197,76,111,56,60,69,72,63,62,76,57,33,51,60,65,53,correct
BASE_PLUS_PHYSICS,10,0.296875,0.03125,1924.8421630859375,6.769536412321031e-06,414.14385986328125,1966.2725830078125,-0.006463295314460993,0.0012294298503547907,0.00115301797632128,0.0011562079889699817,0.0011562079889699817,0.03729228302836418,0.03690491244196892,0.036870818585157394,0.036870818585157394,0.07604175368918091,0.014125760627266169,202.23222611676294,219.83474492857079,0.4242199296054437,0.8089199395485471,4171,200,914,3971,0.6688119173049927,0.0,0.21547512710094452,320,458,230,275,282,311,279,283,242,255,200,224,301,281,230,correct
