level_id,order,property_config_sha256,pair_gate_pass_count,diversity_gate_pass,unique_guided_samples,outside_roi_disagreement,classification,mean_delta_global_voxel_accuracy,mean_delta_truth_present_mean_iou,mean_delta_hard_property_loss,mean_guided_target_iou,mean_guided_target_precision,mean_guided_target_recall
paired_c025,2,9fb938e33ce372fbdd32c9354adbb141a931e518d25779fc92f7b43d9ac07fc7,3,True,4,0.15320165703694025,transition_region,0.04109615087509155,0.06032830476760864,-0.7927283197641373,0.4040287603962175,0.8762292496292551,0.42896966993755575
paired_c010,3,e4e3ae3867e245c476bdc97750c59d9e79ba11fa90ee2217a6439bc5251c9544,0,True,4,0.15358474105596542,confirmed_seed42_failure,0.03243778645992279,0.0378546416759491,-0.6163547784090042,0.2376204254172504,0.7756191840549913,0.2556311329170384
