level_id,order,property_config_sha256,pair_gate_pass_count,diversity_gate_pass,unique_guided_samples,outside_roi_disagreement,classification,mean_delta_global_voxel_accuracy,mean_delta_truth_present_mean_iou,mean_delta_hard_property_loss,mean_guided_target_iou,mean_guided_target_precision,mean_guided_target_recall
paired_c100,1,c46e0606bbc6525d9c1aac0619420e6bfb32523dc2947fb5ef1b78a0058eab48,3,True,4,0.15315775324900946,transition_region,0.04324871301651001,0.06552260369062424,-0.8158485889434814,0.44123626274784833,0.8815858143419197,0.4695026761819804
