sample_id,changed_voxel_fraction
0,0.000171661376953125
1,9.5367431640625e-05
2,0.000164031982421875
3,0.000141143798828125
4,0.00025177001953125
5,0.000179290771484375
6,0.00019073486328125
7,0.000209808349609375
8,0.00020599365234375
9,0.000156402587890625
10,0.00023651123046875
11,0.000179290771484375
12,0.000202178955078125
13,0.000179290771484375
14,0.000202178955078125
15,0.00014495849609375
