branch_id,generation,evaluation_slot,probe_kind,transition,from_scale,scale,ranking_id,rank_index,canonical_center_score,lineage_parent_state_id,child_state_id,center_x,center_y,center_z,shape,material_label,orientation_deg,full_size_x,full_size_y,full_size_z,probe_size_x,probe_size_y,probe_size_z,hard_rmse,delta_rmse_vs_lineage_parent,delta_rmse_vs_empty,strictly_improves_lineage_parent,reallocated_existing_slot,displaced_scheduled_move,displaced_scheduled_parent_state_id,condition_violations,truth_used
v4_branch_4a7694b9807022496bf0,1,0,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,0,1.011569838738069e-05,empty,g001_p000000_empty,44.0,23.0,39.0,ellipsoid,9,47.07794206407231,14.4425596270046,14.345571233540058,7.910565364157268,3.61063990675115,3.5863928083850145,1.977641341039317,0.01511429250240326,0.0003198040649294853,0.0003198040649294853,False,False,,,0,False
v4_branch_881188a117730c623bf3,1,1,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,1,8.325559065269772e-06,empty,g001_p000001_empty,5.0,33.0,38.0,ellipsoid,9,81.5363537528872,10.36041110779938,9.933621427014039,7.784748983917653,2.590102776949845,2.4834053567535097,1.9461872459794132,0.014974645338952541,0.0001801569014787674,0.0001801569014787674,False,False,,,0,False
v4_branch_d3898eddaade48909d1a,1,2,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,2,7.981846465554554e-06,empty,g001_p000002_empty,56.0,7.0,37.0,dike_hemisphere,9,162.88789201475225,11.132032681810502,6.427371643341984,7.3630002595705974,2.7830081704526255,1.606842910835496,1.8407500648926494,0.014901852235198021,0.00010736379772424698,0.00010736379772424698,False,False,,,0,False
v4_branch_189d36b51b127a74cc61,1,3,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,3,7.68415611673845e-06,empty,g001_p000003_empty,41.0,22.0,38.0,dike_hemisphere,9,73.14827975367315,12.733733649368876,13.611879445783536,8.195861683841935,3.183433412342219,3.402969861445884,2.0489654209604837,0.015015442855656147,0.00022095441818237305,0.00022095441818237305,False,False,,,0,False
v4_branch_b67ebfdea9bee66c6f68,1,4,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,4,7.6378591984394e-06,empty,g001_p000004_empty,25.0,14.0,34.0,dike_hemisphere,9,160.67975847467753,7.798237526812782,14.96514496205553,13.21075767939735,1.9495593817031955,3.7412862405138827,3.3026894198493375,0.014930151402950287,0.0001356629654765129,0.0001356629654765129,False,False,,,0,False
v4_branch_3e4899ca5bae0b40d66a,1,5,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,5,7.572677532152738e-06,empty,g001_p000005_empty,5.0,38.0,36.0,ellipsoid,9,161.20868414978204,8.888576107776366,7.130622542854599,9.194664432290725,2.2221440269440915,1.7826556357136498,2.2986661080726813,0.014885730110108852,9.124167263507843e-05,9.124167263507843e-05,False,False,,,0,False
v4_branch_cea6e948de6cadc2dbf9,1,6,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,6,7.48304864828242e-06,empty,g001_p000006_empty,54.0,5.0,39.0,ellipsoid,9,139.36014975422052,9.731235455571657,14.20861048249833,8.07666059319666,2.432808863892914,3.5521526206245824,2.019165148299165,0.015027842484414577,0.00023335404694080353,0.00023335404694080353,False,False,,,0,False
v4_branch_60facf3f9c11a37df80c,1,7,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,7,7.406775239360286e-06,empty,g001_p000007_empty,29.0,9.0,36.0,dike_hemisphere,9,136.0867742781983,11.409809591836495,7.209548638978673,6.941494099354311,2.852452397959124,1.8023871597446683,1.7353735248385778,0.014830362983047962,3.587454557418823e-05,3.587454557418823e-05,False,False,,,0,False
v4_branch_eef66de1a5a110a2671c,1,8,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,8,7.340614502027165e-06,empty,g001_p000008_empty,51.0,6.0,36.0,dike_hemisphere,9,61.97497809785554,8.544655546425227,12.42767553800017,10.812632791044674,2.136163886606307,3.1069188845000424,2.7031581977611685,0.014988125301897526,0.00019363686442375183,0.00019363686442375183,False,False,,,0,False
v4_branch_85a4d9c366afe2b2f248,1,9,new_center,parent_to_0.25,0.0,0.25,g001_b7e43f1d75130653_0000,9,7.263754469022388e-06,empty,g001_p000009_empty,21.0,9.0,39.0,dike_hemisphere,9,127.41785212030616,15.157723709741802,12.684973529145836,13.345135119501782,3.7894309274354505,3.171243382286459,3.3362837798754454,0.01500623393803835,0.0002117455005645752,0.0002117455005645752,False,False,,,0,False
