role,sample_id,paired_by_seed,selection_score,reason,baseline_geo_misfit,guided_geo_misfit,baseline_voxel_accuracy,guided_voxel_accuracy,baseline_mean_iou,guided_mean_iou,baseline_borehole_consistency,guided_borehole_consistency,baseline_target_iou,guided_target_iou,baseline_target_recall,guided_target_recall,baseline_centroid_distance,guided_centroid_distance
best_guided_geo,14,True,-0.14726769924163818,lowest guided lightweight gravity-proxy misfit among paired samples,0.19465568661689758,0.14726769924163818,0.6749916076660156,0.67498779296875,0.2059537023305893,0.20601007342338562,0.9983072280883789,0.9983072280883789,0.4543623626232147,0.455043226480484,0.6509016156196594,0.6507985591888428,6.486080646514893,6.520916938781738
max_geo_improvement_preserve_geology,4,True,0.18327824771404266,"largest paired proxy-misfit improvement while preserving voxel_accuracy, mean_iou, and borehole_consistency within tolerance",0.42529067397117615,0.24201242625713348,0.6460685729980469,0.6461448669433594,0.19315116107463837,0.19357334077358246,0.9987304210662842,0.9980956315994263,0.4639357626438141,0.47002068161964417,0.7025244832038879,0.7027305364608765,5.695225238800049,4.844157695770264
representative_guided,5,True,0.7319809240102768,high-quality guided representative balancing target metrics and proxy misfit,0.2170935869216919,0.17919288575649261,0.6840400695800781,0.6841659545898438,0.2115202099084854,0.21183046698570251,0.9993652105331421,0.9989420175552368,0.5107490420341492,0.5152462124824524,0.8494590520858765,0.849665105342865,2.998094320297241,2.890495538711548
best_target_improvement,12,True,0.007110774517059326,largest paired target_iou improvement,0.24344207346439362,0.15345081686973572,0.6780853271484375,0.6783027648925781,0.20400795340538025,0.20451124012470245,0.9997884035110474,0.9997884035110474,0.4683319628238678,0.4754427373409271,0.7070581912994385,0.7081916332244873,5.44544792175293,5.11987829208374
failure_case,13,True,0.9537847936153412,guided sample with relatively weak combined proxy/target result for honest failure-mode display,0.33906289935112,0.2569415867328644,0.6500129699707031,0.6500396728515625,0.19029664993286133,0.20499595999717712,0.9995768070220947,0.9991536140441895,0.30173322558403015,0.3031567931175232,0.5309634208679199,0.5313755869865417,8.265201568603516,8.204663276672363
