sample_id,class_id,truth_present,truth_volume,predicted_volume,volume_error,absolute_volume_error_fraction,iou,precision,recall,variant
11,1,True,45273,24439,-20834,0.46018598281536455,0.375505613543537,0.7787143500143213,0.4203609215205531,inverted
11,2,True,24520,20243,-4277,0.17442903752039152,0.6931310991754293,0.9052511979449687,0.7473491027732463,inverted
11,3,True,14533,8826,-5707,0.39269249294708597,0.16824206051512877,0.3811466122818944,0.2314731989265809,inverted
11,4,True,73801,76212,2411,0.03266893402528421,0.5480418967029566,0.6968456411063875,0.7196108453814989,inverted
11,5,True,18902,21482,2580,0.13649349275208972,0.23831718385870232,0.36179126710734566,0.4111734208020315,inverted
11,6,True,11543,2220,-9323,0.8076756475786191,0.02053981907162984,0.12477477477477478,0.023997227757082216,inverted
11,7,False,0,1060,1060,nan,0.0,0.0,nan,inverted
11,8,False,0,6126,6126,nan,0.0,0.0,nan,inverted
11,9,True,8968,2905,-6063,0.6760704727921498,0.02212465564738292,0.08846815834767642,0.028657448706512042,inverted
11,10,False,0,2789,2789,nan,0.0,0.0,nan,inverted
11,11,False,0,14551,14551,nan,0.0,0.0,nan,inverted
11,12,False,0,16701,16701,nan,0.0,0.0,nan,inverted
11,13,True,15,1,-14,0.9333333333333333,0.0,0.0,0.0,inverted
