sample_id,class_id,truth_present,truth_volume,predicted_volume,volume_error,absolute_volume_error_fraction,iou,precision,recall,variant
2,1,True,45273,27234,-18039,0.39844940693128356,0.4079849311610385,0.7714621429095982,0.46407350959733173,inverted
2,2,True,24520,19886,-4634,0.18898858075040784,0.675508433007584,0.9002816051493513,0.7301386623164764,inverted
2,3,True,14533,7371,-7162,0.49280946810706666,0.13840236993919236,0.36128069461402795,0.18323814766393726,inverted
2,4,True,73801,73756,-45,0.0006097478353951843,0.5440647105604621,0.7049324800694181,0.704502649015596,inverted
2,5,True,18902,21200,2298,0.121574436567559,0.24695273631840797,0.374622641509434,0.42016717807639403,inverted
2,6,True,11543,1659,-9884,0.8562765312310491,0.011880125699394497,0.09342977697408077,0.013428051633024345,inverted
2,7,False,0,1603,1603,nan,0.0,0.0,nan,inverted
2,8,False,0,6853,6853,nan,0.0,0.0,nan,inverted
2,9,True,8968,2409,-6559,0.731378233719893,0.009136065282951925,0.042756330427563306,0.01148528099910794,inverted
2,10,False,0,2186,2186,nan,0.0,0.0,nan,inverted
2,11,False,0,14462,14462,nan,0.0,0.0,nan,inverted
2,12,False,0,18846,18846,nan,0.0,0.0,nan,inverted
2,13,True,15,49,34,2.2666666666666666,0.0,0.0,0.0,inverted
3,0,False,0,17,17,nan,0.0,0.0,nan,prior
3,1,True,45273,31901,-13372,0.2953636825480971,0.37300740108169655,0.6572207767781574,0.46310162790183995,prior
3,2,True,24520,21269,-3251,0.13258564437194129,0.7130190796857464,0.8960929051671447,0.7772838499184339,prior
3,3,True,14533,6899,-7634,0.5252872772311291,0.20886682836031362,0.53674445571822,0.25479942200509187,prior
3,4,True,73801,94600,20799,0.2818254495196542,0.5207155628600841,0.6095454545454545,0.7813308762753892,prior
3,5,True,18902,34373,15471,0.8184848164215427,0.2762618882207795,0.33549588339685216,0.610094169929108,prior
3,6,True,11543,136,-11407,0.9882179675994109,0.005163955589981926,0.4411764705882353,0.005197955470848133,prior
3,7,False,0,6,6,nan,0.0,0.0,nan,prior
3,8,False,0,11,11,nan,0.0,0.0,nan,prior
3,9,True,8968,7963,-1005,0.11206512042818911,0.03941310086561483,0.08062288082381013,0.0715878679750223,prior
3,10,False,0,171,171,nan,0.0,0.0,nan,prior
3,11,False,0,209,209,nan,0.0,0.0,nan,prior
3,12,False,0,0,0,nan,nan,nan,nan,prior
3,13,True,15,0,-15,1.0,0.0,nan,0.0,prior
3,0,False,0,1,1,nan,0.0,0.0,nan,inverted
3,1,True,45273,23476,-21797,0.4814569390144236,0.3156192590324556,0.7025472823308911,0.3643010182669582,inverted
3,2,True,24520,19838,-4682,0.19094616639477976,0.6544701801499384,0.8845145680008065,0.7156199021207178,inverted
3,3,True,14533,8665,-5868,0.40377072868643776,0.1618751878192928,0.3729948066935949,0.2223904217986651,inverted
3,4,True,73801,73663,-138,0.0018698933618785654,0.5305669150769103,0.693944042463652,0.6926464411051341,inverted
3,5,True,18902,21212,2310,0.12220929002221988,0.2712809786397921,0.4035451631152178,0.45286213099142947,inverted
3,6,True,11543,2223,-9320,0.8074157498050767,0.011908262275801235,0.0728744939271255,0.01403447977128996,inverted
3,7,False,0,1470,1470,nan,0.0,0.0,nan,inverted
3,8,False,0,6794,6794,nan,0.0,0.0,nan,inverted
3,9,True,8968,4223,-4745,0.5291034790365745,0.027336448598130843,0.08311626805588444,0.03913916146297948,inverted
3,10,False,0,2917,2917,nan,0.0,0.0,nan,inverted
3,11,False,0,14948,14948,nan,0.0,0.0,nan,inverted
3,12,False,0,18114,18114,nan,0.0,0.0,nan,inverted
3,13,True,15,11,-4,0.26666666666666666,0.0,0.0,0.0,inverted
4,0,False,0,383,383,nan,0.0,0.0,nan,prior
4,1,True,45273,34748,-10525,0.23247851920570758,0.44254759157773293,0.7064867042707494,0.542243721423365,prior
4,2,True,24520,19815,-4705,0.191884176182708,0.7067677856482907,0.9265203128942721,0.7487357259380097,prior
4,3,True,14533,9099,-5434,0.3739076584325329,0.25515190142341193,0.5279701066051214,0.33055804032202574,prior
4,4,True,73801,95208,21407,0.290063820273438,0.5286769959930897,0.6139189984034955,0.7919946884188561,prior
4,5,True,18902,34832,15930,0.8427679610623214,0.30415999223338674,0.3597841065686725,0.6629986244841816,prior
4,6,True,11543,340,-11203,0.9705449189985272,0.012611844908393694,0.43529411764705883,0.012821623494758728,prior
4,7,False,0,1,1,nan,0.0,0.0,nan,prior
4,8,False,0,4,4,nan,0.0,0.0,nan,prior
4,9,True,8968,3068,-5900,0.6578947368421053,0.018963765662038605,0.07301173402868318,0.024977698483496878,prior
4,10,False,0,26,26,nan,0.0,0.0,nan,prior
4,11,False,0,31,31,nan,0.0,0.0,nan,prior
4,12,False,0,0,0,nan,nan,nan,nan,prior
4,13,True,15,0,-15,1.0,0.0,nan,0.0,prior
4,0,False,0,198,198,nan,0.0,0.0,nan,inverted
4,1,True,45273,26642,-18631,0.4115256333797186,0.396597595789719,0.7665340439906914,0.45108563603030505,inverted
4,2,True,24520,18983,-5537,0.22581566068515496,0.6504666514910085,0.9031765263656957,0.6992251223491027,inverted
4,3,True,14533,10219,-4314,0.2968416706805202,0.1996898022489337,0.40317056463450435,0.28349274065918945,inverted
