case_id,sample_id,source_seed,initial_noise_sha256,baseline_sample_sha256,guided_sample_sha256,baseline_condition_violations,guided_condition_violations
fullgeo_case05,0,9341000,df230514b5c634b5cd9f99d18594f1816f754f39e4b772cf2c1f3f4706ec2854,ef7b322a84c2f46ac1515a15e42c2f8b385178eff5bc3ac9e7e3d64d1a77c8dd,ef84bb64f3b6c4f3213feb008a7e205e110c53cf41c61a8fe6fa9e0f34efc059,0,0
fullgeo_case05,1,9341001,3d47f7aa993a26fe61e066068e36fbefadda3f6bc92fbd27158f950d441451a7,6b72f18492ed9f704f05d236d76a4b42b7faf69d2b6bee5552a32330f4259cbf,e8403761b7e41e8fce44645b00fef68c87dcadead3bc18c58b0119dd13e8024f,0,0
fullgeo_case05,2,9341002,a47edf0e1c90d8faf19c41c011290393ab026194ad7dd78082d96184eea7d4fe,8880c0937bb2c6fa928f8c5fe6cb5c292c14f67a08d44cb3d543476eb55abaed,15c502b35636e17a752b467289b53faa73d6c10288a021e51fb9fb5d642bdd4c,0,0
fullgeo_case05,3,9341003,82df29d578f86d1c24d1d6c1472f1d221d44a2d2220dda6979acf17ee6ca3ad2,c51ca7779975d91288fbdbafe56e69093ca8865ffc62f893b4bbeed621584e79,e01fdb6b9654e8e361afb8275624bc249cb51351d991a2adae26b0dec088a6e5,0,0
