iteration,accepted,accepted_flip_count,hard_rmse,hard_attainment,positive_action_count,gradient_norm,predicted_hidden_voxels,truth_hidden_voxels,hidden_true_positive_voxels,hidden_precision,hidden_recall,hidden_iou,hidden_false_positive_voxels,hidden_body_0_recall,hidden_body_1_recall
0,True,0,0.017632273957133293,0.0,0,,0,1280,0,0.0,0.0,0.0,0,0.0,0.0
1,True,128,0.017486421391367912,0.008271909007310674,928,0.10929299890995026,128,1280,0,0.0,0.0,0.0,128,0.0,0.0
2,True,128,0.017343956977128983,0.016351661771207282,1056,0.11319798976182938,256,1280,2,0.0078125,0.0015625,0.001303780964797914,254,0.0,0.0031250000465661287
3,False,0,0.017343956977128983,0.016351661771207282,1848,0.2087932676076889,256,1280,2,0.0078125,0.0015625,0.001303780964797914,254,0.0,0.0031250000465661287
