pass,seismic_rmse_before,seismic_rmse_after,score_mean_subsurface,score_max,normal_diagonal_mean,prior_lambda,smoothness_lambda,correction_abs_max_time,correction_rms_time
0.0,0.01559390313923359,0.012872510589659214,0.0014977848622947931,0.45728230476379395,0.5866422057151794,0.0005866422434337437,0.005866421852260828,0.6143378615379333,0.027519535273313522
1.0,0.012872510589659214,0.01535102166235447,0.00323868403211236,0.67972332239151,0.5866422057151794,0.0005866422434337437,0.005866421852260828,0.7956234216690063,0.01887485757470131
