sample_id,step,t,w_t,tau,seismic_loss,seismic_rmse_amplitude,seismic_mae_amplitude,valid_seismic_sample_count,raw_grad_norm,used_grad_norm,prior_velocity_norm,guidance_velocity_norm,guided_velocity_norm,requested_guidance_ratio,used_guidance_ratio,uncapped_guidance_ratio,guidance_cap_fraction,guidance_gradient_reference_norm,guidance_gradient_reference_ratio,effective_guidance_ratio,continuous_step_norm,condition_projection_norm,initial_condition_projection_norm,pre_projection_condition_violations,post_projection_condition_violations,hard_change_count,hard_change_fraction,hard_change_inside_confidence,hard_change_outside_confidence,alpha,property_loss_mode,guidance_scaling_mode,guidance_reference_policy
0,0,0.5,0.8660254037844386,0.30000000000000004,18.74539566040039,0.04329594969749451,0.021017730236053467,1310720.0,0.10958988219499588,0.10958988219499588,3088.50927734375,668.6928100585938,3161.11083984375,0.21650635094610965,0.21650634706020355,0.21650634706020355,0.0,0.10958988219499588,1.0,0.2165098935365677,3160.83642578125,52.340328216552734,1051.7076416015625,19,0,192110,0.7328414916992188,192110,0,0.25,diagonal_uncertainty_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
