sample_id,delta_global_voxel_accuracy,delta_global_mean_iou,delta_truth_present_mean_iou,delta_hard_property_loss,delta_hard_property_mae,delta_target_iou,delta_target_precision,delta_target_recall,delta_target_absolute_volume_error_fraction,delta_target_centroid_distance,delta_target_connected_components,delta_largest_component_fraction,delta_target_components_ge_20,delta_target_components_ge_100,delta_target_tiny_component_mass_fraction_le_5,delta_target_top4_component_mass_fraction,delta_inside_roi_voxel_accuracy,delta_outside_roi_voxel_accuracy,delta_hard_seismic_loss,delta_hard_seismic_rmse_amplitude,delta_hard_seismic_mae_amplitude,delta_hard_observation_loss,delta_hard_observation_mae
0,0.0003087744116783142,0.0006381459534168243,0.0011167563498020172,-9.554908752441406,46543.0,0.005210538216565266,0.002474467250529293,0.026984834968777877,0.45194023193577165,0.21683406829833984,2564.0,-3.2035649000433826e-05,0.0,0.0,-0.009824018400737211,0.0004646180757136597,0.0007978458162959945,-0.00030942721584267807,-0.726654052734375,-0.0001939237117767334,0.0004493817687034607,-0.726654052734375,0.0004493817687034607
