sample_id,global_voxel_accuracy,global_mean_iou,target_iou,target_precision,target_recall,target_volume,predicted_target_volume,target_volume_error,target_volume_error_fraction,target_absolute_volume_error,target_absolute_volume_error_fraction,target_centroid_distance,target_connected_components,largest_component_fraction,selected_target_volume,predicted_target_volume_inside_roi,selected_volume_error,selected_volume_error_fraction,selected_absolute_volume_error,selected_absolute_volume_error_fraction,selected_roi_iou,selected_roi_precision,selected_roi_recall,selected_centroid_distance,selected_roi_connected_components,selected_roi_largest_component_fraction,inside_roi_voxel_accuracy,outside_roi_voxel_accuracy,outside_roi_target_iou,outside_roi_target_precision,outside_roi_target_recall,condition_violation_count,paired_hard_change_count,paired_hard_change_fraction,paired_hard_change_inside_roi,paired_hard_change_outside_roi,paired_target_to_other_count,paired_other_to_target_count,truth_present_mean_iou,target_tiny_component_mass_le_5,target_tiny_component_mass_fraction_le_5,target_top4_component_mass_fraction,target_top8_component_mass_fraction,target_components_ge_5,target_components_ge_10,target_components_ge_20,target_components_ge_100,target_component_1_voxels,target_component_2_voxels,target_component_3_voxels,target_component_4_voxels,target_component_5_voxels,target_component_6_voxels,target_component_7_voxels,target_component_8_voxels,hard_property_loss,hard_property_mae,property_confidence_fraction,paired_hard_change_inside_property_confidence,paired_hard_change_outside_property_confidence,hard_seismic_loss,hard_seismic_rmse_amplitude,hard_seismic_mae_amplitude,hard_observation_loss,hard_observation_mae,path
0,0.09446483105421066,0.032040901482105255,0.03496616830760504,0.052063223938223935,0.09623104371097235,8968,16576,7608,0.848349687778769,7608,0.848349687778769,9.958749771118164,12863,0.001085907335907336,8968,9518,550,0.06132917038358608,550,0.06132917038358608,0.0489700958974068,0.09067030888842194,0.09623104371097235,4.7856831550598145,7414,0.001891153603698256,0.07242264068832334,0.1223268926631369,0.0,0.0,nan,0,24750,0.09441375732421875,14267,10483,1302,5355,0.056071579456329346,16298,0.9832287644787645,0.003499034749034749,0.005610521235521236,108,5,0,0,18,17,12,11,10,9,8,8,92.08208465576172,2315349.5,0.7363777160644531,24750,0,350.7320251464844,0.1872784048318863,0.09413672983646393,350.7320251464844,0.09413672983646393,tmp/phase4c_seismic_cpu_smoke_v4_guided/sample_0.pt
