sample_id,class_id,truth_present,truth_volume,predicted_volume,volume_error,absolute_volume_error_fraction,iou,precision,recall
0,0,False,0,12423,12423,nan,0.0,0.0,nan
0,1,True,45273,13966,-31307,0.6915159145627636,0.060908341989326265,0.2435199770872118,0.07512203741744528
0,2,True,24520,19126,-5394,0.2199836867862969,0.1726176083393783,0.33593014744327093,0.2620309951060359
0,3,True,14533,14266,-267,0.01837198100873873,0.03903741386152903,0.07584466563858125,0.07445124888185509
0,4,True,73801,12204,-61597,0.834636387040826,0.06260347426425165,0.41519174041297935,0.06865760626549776
0,5,True,18902,12589,-6313,0.33398582160617923,0.04337022066132132,0.10397966478671856,0.06925193101259126
0,6,True,11543,11398,-145,0.012561725721216322,0.03124157151847523,0.06097560975609756,0.06020965087065754
0,7,False,0,12144,12144,nan,0.0,0.0,nan
0,8,False,0,14096,14096,nan,0.0,0.0,nan
0,9,True,8968,12523,3555,0.3964094558429973,0.02975563009103977,0.04958875668769464,0.06924620874219448
0,10,False,0,13444,13444,nan,0.0,0.0,nan
0,11,False,0,15672,15672,nan,0.0,0.0,nan
0,12,False,0,9264,9264,nan,0.0,0.0,nan
0,13,True,15,9571,9556,637.0666666666667,0.00010432968179447053,0.00010448229025180232,0.06666666666666667
