sample_id,truth_component_rank,truth_component_voxels,baseline_recovered_voxels,guided_recovered_voxels,delta_recovered_voxels,baseline_recall,guided_recall,delta_recall
0,1,4079,269,356,87,0.06594753616082373,0.08727629320911988,0.02132875704829615
0,2,2192,150,206,56,0.06843065693430657,0.09397810218978102,0.02554744525547445
0,3,2043,144,226,82,0.07048458149779736,0.11062163485070974,0.04013705335291237
0,4,627,55,72,17,0.08771929824561403,0.11483253588516747,0.027113237639553436
0,5,22,3,3,0,0.13636363636363635,0.13636363636363635,0.0
0,6,4,0,0,0,0.0,0.0,0.0
0,7,1,0,0,0,0.0,0.0,0.0
