sample_id,global_voxel_accuracy,global_mean_iou,target_iou,target_precision,target_recall,target_volume,predicted_target_volume,target_volume_error,target_volume_error_fraction,target_absolute_volume_error,target_absolute_volume_error_fraction,target_centroid_distance,target_connected_components,largest_component_fraction,selected_target_volume,predicted_target_volume_inside_roi,selected_volume_error,selected_volume_error_fraction,selected_absolute_volume_error,selected_absolute_volume_error_fraction,selected_roi_iou,selected_roi_precision,selected_roi_recall,selected_centroid_distance,selected_roi_connected_components,selected_roi_largest_component_fraction,inside_roi_voxel_accuracy,outside_roi_voxel_accuracy,outside_roi_target_iou,outside_roi_target_precision,outside_roi_target_recall,condition_violation_count,truth_present_mean_iou,target_tiny_component_mass_le_5,target_tiny_component_mass_fraction_le_5,target_top4_component_mass_fraction,target_top8_component_mass_fraction,target_components_ge_5,target_components_ge_10,target_components_ge_20,target_components_ge_100,target_component_1_voxels,target_component_2_voxels,target_component_3_voxels,target_component_4_voxels,target_component_5_voxels,target_component_6_voxels,target_component_7_voxels,target_component_8_voxels,hard_property_loss,hard_property_mae,property_confidence_fraction,hard_seismic_loss,hard_seismic_rmse_amplitude,hard_seismic_mae_amplitude,hard_observation_loss,hard_observation_mae
0,0.09415605664253235,0.03140275552868843,0.02975563009103977,0.04958875668769464,0.06924620874219448,8968,12523,3555,0.3964094558429973,3555,0.3964094558429973,9.741915702819824,10299,0.0011179429849077697,8968,7171,-1797,-0.20037912578055309,1797,0.20037912578055309,0.04001804356231473,0.08659880072514294,0.06924620874219448,4.354959487915039,5906,0.0019523079068470227,0.07162479487202734,0.12263631987897958,0.0,0.0,nan,0,0.05495482310652733,12436,0.9930527828795017,0.0030344166733210893,0.005030743432084964,41,1,0,0,14,9,8,7,7,6,6,6,101.63699340820312,2268806.5,0.7363777160644531,351.45867919921875,0.18747232854366302,0.09368734806776047,351.45867919921875,0.09368734806776047
