sample_id,step,t,w_t,geo_loss,grad_norm,prior_velocity_norm,guidance_velocity_norm,guided_velocity_norm,effective_guidance_ratio,guidance_mode,mu,alpha
0,0,0.015625,0.0,0.9806017279624939,0.01769605465233326,2080.95166015625,0.0,2080.95166015625,0.0,relative,0.01,0.0
0,1,0.046875,0.0,0.9779123067855835,0.018243400380015373,2075.549560546875,0.0,2075.549560546875,0.0,relative,0.01,0.0
0,2,0.078125,0.0,0.9748119711875916,0.01882101036608219,2075.4140625,0.0,2075.4140625,0.0,relative,0.01,0.0
0,3,0.109375,0.0,0.9712462425231934,0.019434412941336632,2074.644775390625,0.0,2074.644775390625,0.0,relative,0.01,0.0
0,4,0.140625,0.0,0.9671703577041626,0.02008647471666336,2072.89404296875,0.0,2072.89404296875,0.0,relative,0.01,0.0
0,5,0.171875,0.0,0.9624894261360168,0.020780056715011597,2068.405029296875,0.0,2068.405029296875,0.0,relative,0.01,0.0
0,6,0.203125,0.0,0.9571195840835571,0.021517662331461906,2072.365478515625,0.0,2072.365478515625,0.0,relative,0.01,0.0
0,7,0.234375,0.0,0.9509093165397644,0.022306790575385094,2066.763671875,0.0,2066.763671875,0.0,relative,0.01,0.0
0,8,0.265625,0.0,0.9437193274497986,0.023147841915488243,2065.3525390625,0.0,2065.3525390625,0.0,relative,0.01,0.0
0,9,0.296875,0.0,0.9353764057159424,0.024047276005148888,2070.17626953125,0.0,2070.17626953125,0.0,relative,0.01,0.0
0,10,0.328125,0.0,0.9254941940307617,0.025016427040100098,2069.714599609375,0.0,2069.714599609375,0.0,relative,0.01,0.0
0,11,0.359375,0.0,0.9138541221618652,0.026063183322548866,2071.911865234375,0.0,2071.911865234375,0.0,relative,0.01,0.0
0,12,0.390625,0.0,0.9000738859176636,0.027200251817703247,2057.314453125,0.0,2057.314453125,0.0,relative,0.01,0.0
0,13,0.421875,0.0,0.8837926387786865,0.028422502800822258,2068.04736328125,0.0,2068.04736328125,0.0,relative,0.01,0.0
0,14,0.453125,0.0,0.8642162084579468,0.02975733019411564,2063.15625,0.0,2063.15625,0.0,relative,0.01,0.0
0,15,0.484375,0.0,0.8407309055328369,0.031204652041196823,2068.255859375,0.0,2068.255859375,0.0,relative,0.01,0.0
0,16,0.515625,0.0009765625,0.8123684525489807,0.03278041630983353,2051.154052734375,0.0,2051.154052734375,0.0,relative,0.01,0.0
0,17,0.546875,0.0087890625,0.7783129215240479,0.034468866884708405,2058.2705078125,0.0,2058.2705078125,0.0,relative,0.01,0.0
0,18,0.578125,0.0244140625,0.7368990778923035,0.036259256303310394,2060.530029296875,0.0,2060.530029296875,0.0,relative,0.01,0.0
0,19,0.609375,0.0478515625,0.6867952346801758,0.03794897347688675,2065.251708984375,0.0,2065.251708984375,0.0,relative,0.01,0.0
0,20,0.640625,0.0791015625,0.6264361143112183,0.03914487361907959,2063.631591796875,0.0,2063.631591796875,0.0,relative,0.01,0.0
0,21,0.671875,0.1181640625,0.5548663139343262,0.03947170078754425,2061.6826171875,0.0,2061.6826171875,0.0,relative,0.01,0.0
0,22,0.703125,0.1650390625,0.47267064452171326,0.038559556007385254,2060.220703125,0.0,2060.220703125,0.0,relative,0.01,0.0
0,23,0.734375,0.2197265625,0.38423800468444824,0.035746000707149506,2056.78466796875,0.0,2056.78466796875,0.0,relative,0.01,0.0
0,24,0.765625,0.2822265625,0.29859715700149536,0.031672894954681396,2059.610595703125,0.0,2059.610595703125,0.0,relative,0.01,0.0
