iteration,seismic_mse,seismic_rmse,gradient_norm,q_min,q_mean,q_max
0,0.0008542230352759361,0.02922709472477436,0.000334358774125576,0.14243637025356293,0.4708920419216156,0.9200723767280579
10,0.0007393767009489238,0.027191482484340668,6.399760604836047e-05,0.18025414645671844,0.45768457651138306,0.8422373533248901
20,0.0007156623178161681,0.026751866564154625,1.972244535863865e-05,0.18247687816619873,0.4552686810493469,0.8550995588302612
30,0.0007133634062483907,0.02670886367559433,1.9678687749546953e-05,0.15274295210838318,0.4533393979072571,0.8439831733703613
40,0.0007097266498021781,0.026640694588422775,6.9005805016786326e-06,0.14561782777309418,0.4527081549167633,0.8156459927558899
50,0.0007088693091645837,0.02662459947168827,5.132494607096305e-06,0.16223299503326416,0.4538772702217102,0.8245618343353271
60,0.0007082256488502026,0.026612509042024612,2.9057046049274504e-06,0.17207852005958557,0.4549855589866638,0.817272961139679
70,0.0007079351926222444,0.026607051491737366,4.3603836274996866e-06,0.17226536571979523,0.4543909430503845,0.8164650797843933
80,0.0007076608017086983,0.026601893827319145,2.801479240588378e-06,0.1736869513988495,0.45347654819488525,0.813389241695404
90,0.0007072252337820828,0.026593707501888275,3.3752280614862684e-06,0.17245812714099884,0.4544137716293335,0.8104194402694702
100,0.0007070686551742256,0.02659076265990734,4.015400918433443e-06,0.17371387779712677,0.45516544580459595,0.8078472018241882
110,0.0007067464175634086,0.026584703475236893,1.6178125861188164e-06,0.17409956455230713,0.4551764130592346,0.807135820388794
120,0.0007067240076139569,0.026584280654788017,1.365835714750574e-06,0.17421148717403412,0.4551914930343628,0.8068930506706238
130,0.000706650607753545,0.026582900434732437,1.2059190339641646e-06,0.17415817081928253,0.45548850297927856,0.8072072267532349
140,0.0007065878598950803,0.026581719517707825,1.3897796407036367e-06,0.17421109974384308,0.45595383644104004,0.8069965243339539
150,0.0007064577075652778,0.026579272001981735,1.2668566569118411e-06,0.17432977259159088,0.4566595256328583,0.8071230053901672
160,0.0007063180673867464,0.02657664567232132,2.1916280275036115e-06,0.17432640492916107,0.4574519991874695,0.8071273565292358
170,0.0007060782518237829,0.026572132483124733,2.8154768187960144e-06,0.17432130873203278,0.45780831575393677,0.8071390390396118
180,0.0007053209701552987,0.026557879522442818,1.9749061266338686e-06,0.17432446777820587,0.45833075046539307,0.8071522116661072
190,0.0007050914573483169,0.026553558185696602,1.5332603879869566e-06,0.17434446513652802,0.4576919972896576,0.8071334958076477
200,0.0007050479762256145,0.02655273862183094,8.299170417558344e-07,0.17434464395046234,0.45817136764526367,0.8071388006210327
210,0.0007050185231491923,0.02655218541622162,4.878239678873797e-07,0.1743430197238922,0.4589722752571106,0.8071317076683044
220,0.0007050206186249852,0.026552224531769753,6.730180643899075e-07,0.17434443533420563,0.4591701030731201,0.8071357011795044
230,0.0007050139829516411,0.026552099734544754,4.258270109858131e-07,0.17434637248516083,0.45905089378356934,0.8071334958076477
240,0.0007050112471915781,0.026552047580480576,3.7609927971971047e-07,0.17434675991535187,0.45906874537467957,0.8071350455284119
250,0.0007050096173770726,0.026552017778158188,4.4463769199865055e-07,0.17434637248516083,0.4592186212539673,0.8071344494819641
260,0.0007050090353004634,0.026552006602287292,4.003387061857211e-07,0.17434683442115784,0.4593430161476135,0.8071350455284119
270,0.0007050082203932106,0.0265519917011261,4.5738201492895314e-07,0.17434680461883545,0.4594002962112427,0.8071348071098328
280,0.0007050076383166015,0.026551980525255203,4.2436931835254654e-07,0.17434680461883545,0.4594656825065613,0.8071348071098328
290,0.0007050077547319233,0.026551982387900352,5.382462404668331e-07,0.17434683442115784,0.4594922363758087,0.807134747505188
299,0.0007050069398246706,0.02655196748673916,3.9680827512711403e-07,0.1743469089269638,0.45950666069984436,0.8071348071098328
