case_id,observation_kind,observation_group,trace_index,generation,state_id,parent_id,ranking_id,rank_index,center_x,center_y,center_z,canonical_center_score,hard_rmse,hard_delta_rmse_vs_parent,hard_delta_rmse_vs_empty,hard_improves_parent,hard_improves_empty,condition_violations,shape,material_label,size_x,size_y,size_z,orientation_deg,truth_used
analytic_five_body,correct,correct,65,1,g001_p000064_empty,empty,g001_b7e43f1d75130653_0000,64,42.0,41.0,40.0,3.641900548245758e-05,0.010266019031405449,0.0013801949098706245,0.0013801949098706245,False,False,0,ellipsoid,9,7.955041385276206,14.209796998605377,8.434932470531372,113.1667477817362,False
analytic_five_body,correct,correct,66,1,g001_p000065_empty,empty,g001_b7e43f1d75130653_0000,65,42.0,42.0,40.0,3.641900548245758e-05,0.011370915919542313,0.0024850917980074883,0.0024850917980074883,False,False,0,ellipsoid,9,8.778449829964693,14.545651479145647,9.726994929110589,52.553758340372795,False
analytic_five_body,correct,correct,67,1,g001_p000066_empty,empty,g001_b7e43f1d75130653_0000,66,41.0,42.0,40.0,3.641900184447877e-05,0.011902935802936554,0.0030171116814017296,0.0030171116814017296,False,False,0,ellipsoid,9,13.757488984757973,10.708182756586522,11.601258791382953,99.2140181858648,False
analytic_five_body,correct,correct,68,1,g001_p000067_empty,empty,g001_b7e43f1d75130653_0000,67,41.0,41.0,40.0,3.641899456852116e-05,0.011829987168312073,0.0029441630467772484,0.0029441630467772484,False,False,0,dike_hemisphere,9,13.122724209608311,13.974107290281513,9.205032477991429,39.816148153042285,False
analytic_five_body,correct,correct,69,1,g001_p000068_empty,empty,g001_b7e43f1d75130653_0000,68,10.0,41.0,22.0,3.638600173871964e-05,0.010690107010304928,0.0018042828887701035,0.0018042828887701035,False,False,0,ellipsoid,9,14.940659053720792,6.07426829118122,11.354876409580244,33.708266992496235,False
analytic_five_body,correct,correct,70,1,g001_p000069_empty,empty,g001_b7e43f1d75130653_0000,69,10.0,42.0,22.0,3.638600173871964e-05,0.01271437294781208,0.003828548826277256,0.003828548826277256,False,False,0,ellipsoid,9,12.517046379199735,13.397107376791986,12.8517407102882,173.55474858348003,False
analytic_five_body,correct,correct,71,1,g001_p000070_empty,empty,g001_b7e43f1d75130653_0000,70,9.0,42.0,22.0,3.6385998100740835e-05,0.011591307818889618,0.0027054836973547935,0.0027054836973547935,False,False,0,dike_hemisphere,9,13.452424121641346,9.593790088172671,6.327028130479145,34.27465708529503,False
analytic_five_body,correct,correct,72,1,g001_p000071_empty,empty,g001_b7e43f1d75130653_0000,71,9.0,41.0,22.0,3.638599082478322e-05,0.011272147297859192,0.0023863231763243675,0.0023863231763243675,False,False,0,ellipsoid,9,8.164715830380665,14.284369434744704,12.360987217416927,61.091603754863,False
analytic_five_body,correct,correct,73,1,g001_p000072_empty,empty,g001_b7e43f1d75130653_0000,72,38.0,41.0,39.0,3.565613951650448e-05,0.010785743594169617,0.0018999194726347923,0.0018999194726347923,False,False,0,ellipsoid,9,12.083553385100824,8.196048551092762,11.090355171215851,58.93290421235488,False
analytic_five_body,correct,correct,74,1,g001_p000073_empty,empty,g001_b7e43f1d75130653_0000,73,38.0,42.0,39.0,3.565613951650448e-05,0.010754287242889404,0.00186846312135458,0.00186846312135458,False,False,0,dike_hemisphere,9,8.962214683274265,10.599639349375277,11.030657391852436,134.1249424027336,False
analytic_five_body,correct,correct,75,1,g001_p000074_empty,empty,g001_b7e43f1d75130653_0000,74,41.0,38.0,39.0,3.5656135878525674e-05,0.011199906468391418,0.002314082346856594,0.002314082346856594,False,False,0,ellipsoid,9,13.828474416809375,8.411630069338075,10.686160083233524,25.613590349124877,False
analytic_five_body,correct,correct,76,1,g001_p000075_empty,empty,g001_b7e43f1d75130653_0000,75,41.0,45.0,39.0,3.5656135878525674e-05,0.010626623407006264,0.0017407992854714394,0.0017407992854714394,False,False,0,dike_hemisphere,9,11.751725752400631,6.516080084073422,12.544615198629122,47.920847280185,False
analytic_five_body,correct,correct,77,1,g001_p000076_empty,empty,g001_b7e43f1d75130653_0000,76,42.0,38.0,39.0,3.5656135878525674e-05,0.012135403230786324,0.003249579109251499,0.003249579109251499,False,False,0,ellipsoid,9,14.969955288061557,12.234832180231514,9.061104156818761,126.79074647881686,False
analytic_five_body,correct,correct,78,1,g001_p000077_empty,empty,g001_b7e43f1d75130653_0000,77,42.0,45.0,39.0,3.5656135878525674e-05,0.01197383925318718,0.003088015131652355,0.003088015131652355,False,False,0,ellipsoid,9,12.060739247801969,11.718886441666768,13.382822393637184,136.5236059862892,False
analytic_five_body,correct,correct,79,1,g001_p000078_empty,empty,g001_b7e43f1d75130653_0000,78,45.0,41.0,39.0,3.5656135878525674e-05,0.01216943934559822,0.0032836152240633965,0.0032836152240633965,False,False,0,ellipsoid,9,11.605263248539117,14.355139260813619,6.103976732084613,166.3678930152036,False
analytic_five_body,correct,correct,80,1,g001_p000079_empty,empty,g001_b7e43f1d75130653_0000,79,45.0,42.0,39.0,3.565613224054687e-05,0.01224407460540533,0.0033582504838705063,0.0033582504838705063,False,False,0,dike_hemisphere,9,9.025463349533494,15.248730121302508,6.484005372550499,122.41078304124858,False
analytic_five_body,correct,correct,81,1,g001_p000080_empty,empty,g001_b7e43f1d75130653_0000,80,6.0,41.0,21.0,3.563308928278275e-05,0.011717607267200947,0.0028317831456661224,0.0028317831456661224,False,False,0,dike_hemisphere,9,9.013558958632514,14.070525857926036,8.02941445841551,38.97728693289565,False
