sample_id,global_voxel_accuracy,global_mean_iou,target_iou,target_precision,target_recall,target_volume,predicted_target_volume,target_volume_error,target_volume_error_fraction,target_absolute_volume_error,target_absolute_volume_error_fraction,target_centroid_distance,target_connected_components,largest_component_fraction,selected_target_volume,predicted_target_volume_inside_roi,selected_volume_error,selected_volume_error_fraction,selected_absolute_volume_error,selected_absolute_volume_error_fraction,selected_roi_iou,selected_roi_precision,selected_roi_recall,selected_centroid_distance,selected_roi_connected_components,selected_roi_largest_component_fraction,inside_roi_voxel_accuracy,outside_roi_voxel_accuracy,outside_roi_target_iou,outside_roi_target_precision,outside_roi_target_recall,condition_violation_count,truth_present_mean_iou,target_tiny_component_mass_le_5,target_tiny_component_mass_fraction_le_5,target_top4_component_mass_fraction,target_top8_component_mass_fraction,target_components_ge_5,target_components_ge_10,target_components_ge_20,target_components_ge_100,target_component_1_voxels,target_component_2_voxels,target_component_3_voxels,target_component_4_voxels,target_component_5_voxels,target_component_6_voxels,target_component_7_voxels,target_component_8_voxels,role,paired_hard_change_count,paired_hard_change_fraction,paired_hard_change_inside_roi,paired_hard_change_outside_roi,paired_target_to_other_count,paired_other_to_target_count
0,0.5873655676841736,0.19290867447853088,0.02859647939569704,0.0674836861371956,0.04727921498661909,8968,6283,-2685,-0.2993978590544157,2685,0.2993978590544157,24.002561569213867,37,0.7243355085150406,8968,4825,-4143,-0.4619759143621766,4143,0.4619759143621766,0.03171516194180567,0.08787564766839379,0.04727921498661909,23.993736267089844,33,0.7231088082901554,0.5610397381615094,0.6206422333768824,0.0,0.0,nan,0,0.26524943113327026,34,0.005411427661944931,0.9697596689479548,0.9912462199586185,10,9,7,4,4551,979,350,213,63,36,21,15,baseline,,,,,,
1,0.5874212384223938,0.17700569331645966,0.029143775961409622,0.0680431722196152,0.04850579839429081,8968,6393,-2575,-0.28713202497769846,2575,0.28713202497769846,24.05011558532715,33,0.7292351008916002,8968,4914,-4054,-0.45205173951828725,4054,0.45205173951828725,0.0323492228749907,0.08852258852258853,0.04850579839429081,24.060361862182617,31,0.7279202279202279,0.5609400074344724,0.6208943592564579,0.0,0.0,nan,0,0.2655085325241089,33,0.005161895823557016,0.9751290473955889,0.9937431565775067,10,8,6,4,4662,987,366,219,66,31,12,10,physics_best,1003,0.003826141357421875,658,345,181,291
