case_id,trace_index,is_initial,generation,state_id,parent_id,move_type,body_count,edited_voxels,changed_voxels,hard_rmse,empty_hard_rmse,delta_rmse,delta_rmse_lt_zero,zero_edit,truth_used_for_selection,bodies_json
analytic_five_body,37,False,1,g001_p000036_empty,empty,birth,1,556,556,0.010967662557959557,0.008885824121534824,0.002081838436424732,False,False,False,"[{""body_id"": ""body_01000036"", ""center_x"": 51.72379735888031, ""center_y"": 32.643106632346786, ""center_z"": 17.60621102497752, ""material_label"": 9, ""orientation_deg"": 124.1237304614537, ""shape"": ""dike_hemisphere"", ""size_x"": 11.987560962201881, ""size_y"": 7.290780726396496, ""size_z"": 12.324730663072561}]"
analytic_five_body,38,False,1,g001_p000037_empty,empty,birth,1,440,440,0.011044351384043694,0.008885824121534824,0.002158527262508869,False,False,False,"[{""body_id"": ""body_01000037"", ""center_x"": 7.435231552651674, ""center_y"": 21.069056429826436, ""center_z"": 15.985189983942462, ""material_label"": 9, ""orientation_deg"": 109.21714624205705, ""shape"": ""ellipsoid"", ""size_x"": 6.280125722527684, ""size_y"": 14.99211715241777, ""size_z"": 9.138252779330927}]"
analytic_five_body,39,False,1,g001_p000038_empty,empty,birth,1,458,458,0.011210497468709946,0.008885824121534824,0.0023246733471751213,False,False,False,"[{""body_id"": ""body_01000038"", ""center_x"": 48.17112199271838, ""center_y"": 24.110556080538796, ""center_z"": 15.867362999508458, ""material_label"": 9, ""orientation_deg"": 74.11549294220575, ""shape"": ""dike_hemisphere"", ""size_x"": 9.677201001023281, ""size_y"": 10.507576242178114, ""size_z"": 8.23446700254383}]"
analytic_five_body,40,False,1,g001_p000039_empty,empty,birth,1,912,912,0.01318278443068266,0.008885824121534824,0.004296960309147835,False,False,False,"[{""body_id"": ""body_01000039"", ""center_x"": 21.086658186500916, ""center_y"": 14.500917716487296, ""center_z"": 25.825521095000692, ""material_label"": 9, ""orientation_deg"": 106.85754356051324, ""shape"": ""dike_hemisphere"", ""size_x"": 13.010901586496999, ""size_y"": 15.814244091845861, ""size_z"": 7.927856431053774}]"
analytic_five_body,41,False,1,g001_p000040_empty,empty,birth,1,1193,1193,0.013202948495745659,0.008885824121534824,0.0043171243742108345,False,False,False,"[{""body_id"": ""body_01000040"", ""center_x"": 31.076820095309046, ""center_y"": 11.165472679783099, ""center_z"": 13.882940279926414, ""material_label"": 9, ""orientation_deg"": 113.2905653951444, ""shape"": ""dike_hemisphere"", ""size_x"": 13.527499137333304, ""size_y"": 15.725571999552823, ""size_z"": 10.760084367370052}]"
analytic_five_body,42,False,1,g001_p000041_empty,empty,birth,1,576,576,0.011439329013228416,0.008885824121534824,0.002553504891693592,False,False,False,"[{""body_id"": ""body_01000041"", ""center_x"": 48.490909154731526, ""center_y"": 20.908340161735982, ""center_z"": 22.71722720356588, ""material_label"": 9, ""orientation_deg"": 154.53250232778123, ""shape"": ""ellipsoid"", ""size_x"": 7.854317783486196, ""size_y"": 14.439095852435525, ""size_z"": 9.705885407693115}]"
analytic_five_body,43,False,1,g001_p000042_empty,empty,birth,1,392,392,0.010411849245429039,0.008885824121534824,0.0015260251238942146,False,False,False,"[{""body_id"": ""body_01000042"", ""center_x"": 17.679202952481777, ""center_y"": 9.593823983755861, ""center_z"": 41.79470923156214, ""material_label"": 9, ""orientation_deg"": 45.14251231531185, ""shape"": ""dike_hemisphere"", ""size_x"": 6.74582568363211, ""size_y"": 8.817985642329628, ""size_z"": 12.199774017905336}]"
analytic_five_body,44,False,1,g001_p000043_empty,empty,birth,1,1015,1015,0.01412250380963087,0.008885824121534824,0.0052366796880960464,False,False,False,"[{""body_id"": ""body_01000043"", ""center_x"": 45.60692203565862, ""center_y"": 5.004957884196218, ""center_z"": 44.351174149135566, ""material_label"": 9, ""orientation_deg"": 56.28451642053706, ""shape"": ""ellipsoid"", ""size_x"": 14.694905421238037, ""size_y"": 13.434483924612586, ""size_z"": 10.191159308776573}]"
analytic_five_body,45,False,1,g001_p000044_empty,empty,birth,1,954,954,0.013574349693953991,0.008885824121534824,0.0046885255724191666,False,False,False,"[{""body_id"": ""body_01000044"", ""center_x"": 9.464062000714433, ""center_y"": 42.83909162283795, ""center_z"": 24.803465061344316, ""material_label"": 9, ""orientation_deg"": 63.24678491642504, ""shape"": ""ellipsoid"", ""size_x"": 13.871859006438143, ""size_y"": 15.237550661523914, ""size_z"": 8.649215858954182}]"
analytic_five_body,46,False,1,g001_p000045_empty,empty,birth,1,823,823,0.011926280334591866,0.008885824121534824,0.003040456213057041,False,False,False,"[{""body_id"": ""body_01000045"", ""center_x"": 41.64345157340854, ""center_y"": 46.30726711033547, ""center_z"": 10.426480731502995, ""material_label"": 9, ""orientation_deg"": 30.69380163653439, ""shape"": ""dike_hemisphere"", ""size_x"": 13.546548875203555, ""size_y"": 9.8335090825125, ""size_z"": 11.509238105906935}]"
analytic_five_body,47,False,1,g001_p000046_empty,empty,birth,1,301,301,0.010606775060296059,0.008885824121534824,0.0017209509387612343,False,False,False,"[{""body_id"": ""body_01000046"", ""center_x"": 53.345888005948346, ""center_y"": 56.071796077208525, ""center_z"": 23.491398772358863, ""material_label"": 9, ""orientation_deg"": 105.67337356054055, ""shape"": ""dike_hemisphere"", ""size_x"": 7.873545290577424, ""size_y"": 9.20824788872492, ""size_z"": 8.093637787844166}]"
analytic_five_body,48,False,1,g001_p000047_empty,empty,birth,1,679,679,0.012014825828373432,0.008885824121534824,0.003129001706838608,False,False,False,"[{""body_id"": ""body_01000047"", ""center_x"": 47.669550648598594, ""center_y"": 30.712052598348194, ""center_z"": 18.163086604157947, ""material_label"": 9, ""orientation_deg"": 54.89387169138166, ""shape"": ""dike_hemisphere"", ""size_x"": 12.486908506675062, ""size_y"": 11.137833839182145, ""size_z"": 9.433253410924252}]"
analytic_five_body,49,False,1,g001_p000048_empty,empty,birth,1,1130,1130,0.012872486375272274,0.008885824121534824,0.00398666225373745,False,False,False,"[{""body_id"": ""body_01000048"", ""center_x"": 9.062467817135651, ""center_y"": 23.597443639084034, ""center_z"": 16.593027687934956, ""material_label"": 9, ""orientation_deg"": 11.511516162896097, ""shape"": ""ellipsoid"", ""size_x"": 11.830173338036658, ""size_y"": 15.692692288167056, ""size_z"": 11.737385580209871}]"
