sample_id,truth_component_rank,truth_component_voxels,baseline_recovered_voxels,guided_recovered_voxels,delta_recovered_voxels,baseline_recall,guided_recall,delta_recall
7,1,4079,171,165,-6,0.041922039715616574,0.040451090953665114,-0.00147094876195146
7,2,2192,2,0,-2,0.0009124087591240876,0.0,-0.0009124087591240876
7,3,2043,251,200,-51,0.122858541360744,0.09789525208027411,-0.024963289280469897
7,4,627,0,0,0,0.0,0.0,0.0
7,5,22,0,0,0,0.0,0.0,0.0
7,6,4,0,0,0,0.0,0.0,0.0
7,7,1,0,0,0,0.0,0.0,0.0
