step,tau,total_loss,seismic_loss,seismic_rmse_amplitude,tv_loss,gradient_norm,target_voxels,condition_violations
0,1.0,165.74440002441406,165.74404907226562,0.12874160706996918,0.03556402400135994,4.3994550704956055,94634,0
1,0.9997035239602382,161.0418701171875,161.0414581298828,0.12690210342407227,0.04157010093331337,4.590581893920898,94458,0
2,0.9988145646305109,134.477294921875,134.47682189941406,0.1159641370177269,0.04760828614234924,3.9668631553649902,95333,0
3,0.99733452763824,111.35567474365234,111.35514831542969,0.105524942278862,0.05288971960544586,3.4045259952545166,96386,0
4,0.995265753226125,100.79682922363281,100.79625701904297,0.10039733350276947,0.05748279392719269,3.1467549800872803,97191,0
5,0.9926115125517385,93.22164154052734,93.22102355957031,0.09655103087425232,0.06157538667321205,2.913532257080078,98120,0
6,0.9893760025151538,87.27017974853516,87.26952362060547,0.09341815859079361,0.06535740941762924,2.709674596786499,99189,0
7,0.9855643391227826,82.87130737304688,82.87062072753906,0.09103328734636307,0.06895291060209274,2.5169055461883545,100013,0
8,0.9811825493979185,78.9621810913086,78.96145629882812,0.08886025846004486,0.07241269946098328,2.387458324432373,100781,0
9,0.9762375618507729,76.2066879272461,76.2059326171875,0.0872960090637207,0.07580339908599854,2.245800495147705,101390,0
10,0.9707371955230775,73.10057067871094,73.09977722167969,0.08549840748310089,0.07915215194225311,2.1185145378112793,101871,0
11,0.9646901476245713,71.60256958007812,71.60174560546875,0.08461781591176987,0.0824885219335556,2.1156742572784424,102345,0
12,0.9581059797809245,68.62042236328125,68.61956787109375,0.08283692598342896,0.08581101149320602,1.8459482192993164,102970,0
13,0.9509951029148435,66.59032440185547,66.58943176269531,0.08160234987735748,0.08912645280361176,1.8234423398971558,103368,0
14,0.9433687607842615,65.23766326904297,65.23674011230469,0.08076926320791245,0.09242408722639084,1.7144240140914917,103599,0
15,0.9352390122036465,63.73868942260742,63.73773193359375,0.0798359140753746,0.09570587426424026,1.6723406314849854,103750,0
16,0.9266187119765368,62.9956169128418,62.99462890625,0.07936915755271912,0.09895246475934982,1.6278027296066284,103905,0
17,0.9175214905694545,61.485496520996094,61.484474182128906,0.07841203361749649,0.1021585538983345,1.6127262115478516,104219,0
18,0.9079617325593363,60.73963928222656,60.73858642578125,0.07793496549129486,0.10534244030714035,1.5605909824371338,104476,0
19,0.8979545538885603,59.376853942871094,59.375770568847656,0.0770556703209877,0.10850592702627182,1.502066731452942,104764,0
20,0.8875157779635345,58.42008590698242,58.418968200683594,0.07643230259418488,0.11164590716362,1.47455632686615,105009,0
21,0.8766619106346388,57.7344970703125,57.73334884643555,0.075982466340065,0.11476942151784897,1.4277336597442627,105156,0
22,0.8654101140970826,56.901275634765625,56.90009689331055,0.07543215155601501,0.11787920445203781,1.4052166938781738,105367,0
23,0.8537781797539467,56.22542190551758,56.224212646484375,0.07498280704021454,0.1209927350282669,1.3537737131118774,105549,0
24,0.8417845000843182,55.88883590698242,55.887596130371094,0.07475800812244415,0.12411260604858398,1.3347421884536743,105841,0
25,0.8294480395610004,55.4124870300293,55.41121292114258,0.07443870604038239,0.12725646793842316,1.3300721645355225,106164,0
26,0.8167883046637834,54.92023849487305,54.9189338684082,0.07410730421543121,0.1304171085357666,1.302313208580017,106504,0
27,0.8038253130356898,54.65769577026367,54.6563606262207,0.07392994314432144,0.1336023360490799,1.3481780290603638,106707,0
28,0.790579561830967,54.39620590209961,54.39483642578125,0.07375285774469376,0.13680832087993622,1.3514323234558105,106940,0
29,0.7770719953048727,54.1757698059082,54.17436981201172,0.07360324263572693,0.1400352418422699,1.3576732873916626,107247,0
