level,control,step,temperature,soft_loss,hard_loss,soft_baseline_loss,hard_baseline_loss,truth_loss,soft_attainment,hard_attainment,soft_distance_to_baseline,soft_distance_to_truth,soft_distance_baseline_to_truth,soft_closer_to,soft_truth_direction_fraction,soft_orthogonal_response_fraction,hard_distance_to_baseline,hard_distance_to_truth,hard_distance_baseline_to_truth,hard_closer_to,hard_truth_direction_fraction,hard_orthogonal_response_fraction,raw_gradient_norm,gradient_norm_before_clip,actual_update_norm,cosine_negative_gradient_oracle_state_direction,directional_derivative_along_oracle,pre_projection_soft_loss,post_projection_soft_loss,pre_projection_hard_loss,post_projection_hard_loss,condition_projection_change_norm,projection_erasure_fraction,hard_label_flip_count,gradient_hidden_energy_fraction,gradient_fixed_drilled_energy_fraction,gradient_condition_energy_fraction,gradient_unconstrained_background_energy_fraction,gradient_outside_all_target_rois_energy_fraction,applied_update_hidden_energy_fraction,applied_update_fixed_drilled_energy_fraction,applied_update_condition_energy_fraction,applied_update_unconstrained_background_energy_fraction,applied_update_outside_all_target_rois_energy_fraction,hard_crossing_count,hard_crossing_rate,crossing_into_target,crossing_out_of_target,crossing_into_wrong_class,similarity_margin_mean,entropy_mean,target_probability_change_mean,margin_near_voxel_count,margin_near_target_probability_change_mean,margin_near_crossing_rate,margin_medium_voxel_count,margin_medium_target_probability_change_mean,margin_medium_crossing_rate,margin_high_voxel_count,margin_high_target_probability_change_mean,margin_high_crossing_rate,hard_flip_into_raw_label_-1,hard_flip_into_raw_label_0,hard_flip_into_raw_label_1,hard_flip_into_raw_label_2,hard_flip_into_raw_label_3,hard_flip_into_raw_label_4,hard_flip_into_raw_label_5,hard_flip_into_raw_label_6,hard_flip_into_raw_label_7,hard_flip_into_raw_label_8,hard_flip_into_raw_label_9,hard_flip_into_raw_label_10,hard_flip_into_raw_label_11,hard_flip_into_raw_label_12,hard_flip_into_raw_label_13,valid_interface_count,in_recording_window_interface_count,out_of_window_interface_count,cropped_interface_fraction,time_sample_boundary_distance_mean,reflectivity_rmse,arrival_twt_rmse_ms,deposited_spike_rmse,wavelet_amplitude_rmse
seismic,zero,1,0.5,0.00027442537248134613,0.00011843701213365421,0.0002779677452053875,0.00011843701213365421,0.00019739489653147757,0.04396484401808658,nan,0.20584618087522571,24.8925298766429,24.985617885664062,baseline,0.0037526605487242437,0.007334292789458804,0.0,10.173084561171867,10.173084561171867,baseline,0.0,0.0,2.1086630113131832e-06,2.108662783939508e-06,1.8284337520599365,0.0,0.0,0.00027442537248134613,0.00027442537248134613,0.00011843701213365421,0.00011843701213365421,0.0,0.0,0,0.0,0.0,0.0,0.9999999999999998,0.9999999999999998,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0,0.0,0,0,0,1.0714287757873535,2.303640365600586,-2.660236532392446e-05,0,nan,nan,0,nan,nan,161920,-2.660236532392446e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225280,225280,0,0.0,0.24183885753154755,0.039390381425619125,267.9894714355469,0.017545204609632492,0.02174272947013378
seismic,zero,2,0.5,0.00027133652474731207,0.00011843701213365421,0.0002779677452053875,0.00011843701213365421,0.00019739489653147757,0.0823009309862299,nan,0.38780792136256026,24.81107372007564,24.985617885664062,baseline,0.0070818393775473,0.0138114672662572,0.0,10.173084561171867,10.173084561171867,baseline,0.0,0.0,1.8938191033157636e-06,1.893819330689439e-06,1.775617003440857,-0.033747512847185135,3.3492410693725105e-06,0.00027133652474731207,0.00027133652474731207,0.00011843701213365421,0.00011843701213365421,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0,0,1.0712085962295532,2.3036513328552246,-2.5308672775281593e-05,0,nan,nan,0,nan,nan,161920,-2.5308672775281593e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225280,225280,0,0.0,0.24148572981357574,0.03923160210251808,267.9464111328125,0.017483830451965332,0.021671580150723457
seismic,zero,3,0.5,0.0002686504158191383,0.00011843701213365421,0.0002779677452053875,0.00011843701213365421,0.00019739489653147757,0.11563857477545295,nan,0.5473428549055916,24.740021574431058,24.985617885664062,baseline,0.010021140959819336,0.01947982133354588,0.0,10.173084561171867,10.173084561171867,baseline,0.0,0.0,1.6997594229906099e-06,1.6997594229906099e-06,1.7209126949310303,-0.06625812500715256,5.912263077334501e-06,0.0002686504158191383,0.0002686504158191383,0.00011843701213365421,0.00011843701213365421,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0,0,1.0709680318832397,2.303682327270508,-2.406652674835641e-05,0,nan,nan,0,nan,nan,161920,-2.406652674835641e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225280,225280,0,0.0,0.24112725257873535,0.03909255191683769,267.9093017578125,0.017430072650313377,0.02160952053964138
seismic,zero,4,0.5,0.00026632193475961685,0.00011843701213365421,0.0002779677452053875,0.00011843701213365421,0.00019739489653147757,0.14453765303623456,nan,0.6859848833855289,24.67826360541309,24.985617885664062,baseline,0.012602481303655988,0.024391902682689575,0.0,10.173084561171867,10.173084561171867,baseline,0.0,0.0,1.5246559996739961e-06,1.5246559996739961e-06,1.6640840768814087,-0.09732279926538467,7.811227987986058e-06,0.00026632193475961685,0.00026632193475961685,0.00011843701213365421,0.00011843701213365421,0.0,0.0,0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0,0,1.0707100629806519,2.3037314414978027,-2.286948983964976e-05,0,nan,nan,0,nan,nan,161920,-2.286948983964976e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225280,225280,0,0.0,0.24097499251365662,0.03897137567400932,267.87750244140625,0.01738322526216507,0.021555576473474503
seismic,zero,5,0.5,0.00026430984144099057,0.00011843701213365421,0.0002779677452053875,0.00011843701213365421,0.00019739489653147757,0.16951000230452865,nan,0.8053632678813821,24.624771643697624,24.985617885664062,baseline,0.01485735559180269,0.028604720558178566,0.0,10.173084561171867,10.173084561171867,baseline,0.0,0.0,1.3668829978996655e-06,1.3668831115865032e-06,1.605271577835083,-0.12674769759178162,9.153771316050552e-06,0.00026430984144099057,0.00026430984144099057,0.00011843701213365421,0.00011843701213365421,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0,0,1.0704373121261597,2.3037967681884766,-2.171844244003296e-05,0,nan,nan,0,nan,nan,161920,-2.171844244003296e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225280,225280,0,0.0,0.24083684384822845,0.038866303861141205,267.85064697265625,0.017342614009976387,0.021508853882551193
seismic,zero,6,0.5,0.00026257673744112253,0.00011843701213365421,0.0002779677452053875,0.00011843701213365421,0.00019739489653147757,0.19101977921315155,nan,0.9071826132616517,24.57860441108165,24.985617885664062,baseline,0.01681637213414452,0.03217909942609272,0.0,10.173084561171867,10.173084561171867,baseline,0.0,0.0,1.2249344081283198e-06,1.224934294441482e-06,1.5447994470596313,-0.15436241030693054,1.0034893421106972e-05,0.00026257673744112253,0.00026257673744112253,0.00011843701213365421,0.00011843701213365421,0.0,0.0,0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0,0,1.0701524019241333,2.303875207901001,-2.0613182641682215e-05,0,nan,nan,0,nan,nan,161920,-2.0613182641682215e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225280,225280,0,0.0,0.24061663448810577,0.03877565264701843,267.8280944824219,0.01730758510529995,0.021468527615070343
seismic,zero,7,0.5,0.0002610883384477347,0.00011843701213365421,0.0002779677452053875,0.00011843701213365421,0.00019739489653147757,0.20949249077646723,nan,0.9932094338289571,24.538885295601634,24.985617885664062,baseline,0.018509830359588888,0.03517879630286786,0.0,10.173084561171867,10.173084561171867,baseline,0.0,0.0,1.0973856205964694e-06,1.0973856205964694e-06,1.4830787181854248,-0.18002228438854218,1.0537840353208594e-05,0.0002610883384477347,0.0002610883384477347,0.00011843701213365421,0.00011843701213365421,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0,0,1.069858193397522,2.303964853286743,-1.955621519300621e-05,0,nan,nan,0,nan,nan,161920,-1.955621519300621e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225280,225280,0,0.0,0.24043768644332886,0.03869781643152237,267.8093566894531,0.017277514562010765,0.021433833986520767
seismic,zero,8,0.5,0.00025981373619288206,0.00011843701213365421,0.0002779677452053875,0.00011843701213365421,0.00019739489653147757,0.2253117434879005,nan,1.06518122746211,24.504820931227776,24.985617885664062,baseline,0.019966536916746106,0.03766703599475469,0.0,10.173084561171867,10.173084561171867,baseline,0.0,0.0,9.829057034949074e-07,9.829057034949074e-07,1.4205546379089355,-0.20360611379146576,1.0734956958913244e-05,0.00025981373619288206,0.00025981373619288206,0.00011843701213365421,0.00011843701213365421,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0,0,1.0695569515228271,2.3040640354156494,-1.854652691690717e-05,0,nan,nan,0,nan,nan,161920,-1.854652691690717e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225280,225280,0,0.0,0.24029441177845,0.03863129764795303,267.79400634765625,0.017251817509531975,0.021404080092906952
seismic,zero,9,0.5,0.00025872563128359616,0.00011843701213365421,0.0002779677452053875,0.00011843701213365421,0.00019739489653147757,0.23881635362883796,nan,1.1247762391652485,24.47570288812787,24.985617885664062,baseline,0.021213353087912532,0.03970540490836738,0.0,10.173084561171867,10.173084561171867,baseline,0.0,0.0,8.802611546343542e-07,8.802611546343542e-07,1.3576691150665283,-0.2250111699104309,1.0688509064493701e-05,0.00025872563128359616,0.00025872563128359616,0.00011843701213365421,0.00011843701213365421,0.0,0.0,0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0,0,1.0692514181137085,2.3041694164276123,-1.7585334717296064e-05,0,nan,nan,0,nan,nan,161920,-1.7585334717296064e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225280,225280,0,0.0,0.24024681746959686,0.0385747104883194,267.7815246582031,0.017229964956641197,0.021378647536039352
seismic,zero,10,0.5,0.00025779902352951467,0.00011843701213365421,0.0002779677452053875,0.00011843701213365421,0.00019739489653147757,0.25031660178106113,nan,1.17361096108871,24.450879772026948,24.985617885664062,baseline,0.022275976431141216,0.04135334286557973,0.0,10.173084561171867,10.173084561171867,baseline,0.0,0.0,7.883240868977737e-07,7.883240300543548e-07,1.294845700263977,-0.24414557218551636,1.0451622074469924e-05,0.00025779902352951467,0.00025779902352951467,0.00011843701213365421,0.00011843701213365421,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0,0.0,0,0,0,1.068943738937378,2.304279088973999,-1.6671350749675184e-05,0,nan,nan,0,nan,nan,161920,-1.6671350749675184e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225280,225280,0,0.0,0.24021366238594055,0.038526784628629684,267.7714538574219,0.01721145585179329,0.021356966346502304
