step,temperature,objective,gradient_norm_before_clip,soft_rmse,hard_rmse,soft_attainment,hard_attainment,soft_hard_attainment_gap,soft_target_mass_in_search,probability_entropy,predicted_hidden_voxels,truth_hidden_voxels,hidden_true_positive_voxels,hidden_precision,hidden_recall,hidden_iou,hidden_false_positive_voxels,hidden_body_0_recall,hidden_body_1_recall
85,1.0,2.8633065223693848,0.0467340424656868,0.011550230905413628,0.012010217644274235,-0.6273227744262939,-0.6921307338698668,0.06480795944357287,3223.447265625,0.020459042862057686,2944,1280,512,0.17391304347826086,0.4,0.13793103448275862,2432,0.4000000059604645,0.4000000059604645
90,1.0,2.827341079711914,0.06475257128477097,0.01114389207214117,0.011934538371860981,-0.5700733182956681,-0.6814682107949057,0.11139489249923762,3279.791748046875,0.020439747720956802,3072,1280,640,0.20833333333333334,0.5,0.1724137931034483,2432,0.5,0.5
95,1.0,2.827336311340332,0.08041190356016159,0.010329150594770908,0.011934538371860981,-0.45528363380780856,-0.6814682107949057,0.22618457698709715,3319.80322265625,0.020508192479610443,3072,1280,640,0.20833333333333334,0.5,0.1724137931034483,2432,0.5,0.5
100,1.0,2.384892463684082,0.07403977960348129,0.00962782558053732,0.010961031541228294,-0.3564733002929832,-0.5443099280279693,0.1878366277349861,3344.842529296875,0.020729733631014824,3136,1280,640,0.20408163265306123,0.5,0.1694915254237288,2496,0.5,0.5
105,0.5,1.9568339586257935,0.08617103099822998,0.009457141160964966,0.00992873590439558,-0.3324254136763063,-0.3988688356796417,0.06644342200333542,3072.05908203125,0.0018857421819120646,3136,1280,576,0.1836734693877551,0.45,0.15,2560,0.4000000059604645,0.5
110,0.5,1.9568339586257935,0.07206270843744278,0.009452511556446552,0.00992873590439558,-0.3317731443899954,-0.3988688356796417,0.06709569128964632,3101.662353515625,0.0017293079290539026,3136,1280,576,0.1836734693877551,0.45,0.15,2560,0.4000000059604645,0.5
115,0.5,1.9640307426452637,0.055609870702028275,0.010184720158576965,0.009946970269083977,-0.4349346953265385,-0.4014378922792561,-0.03349680304728242,3180.2138671875,0.0016487196553498507,3200,1280,640,0.2,0.5,0.16666666666666666,2560,0.5,0.5
120,0.5,1.9568339586257935,0.04855308681726456,0.010092991404235363,0.00992873590439558,-0.42201094581605214,-0.3988688356796417,-0.023142110136410432,3177.696044921875,0.0014572252985090017,3136,1280,576,0.1836734693877551,0.45,0.15,2560,0.4000000059604645,0.5
125,0.5,1.9568363428115845,0.04126674309372902,0.010464117862284184,0.00992873590439558,-0.47429929765254575,-0.3988688356796417,-0.07543046197290404,3201.059326171875,0.0014947991585358977,3136,1280,576,0.1836734693877551,0.45,0.15,2560,0.4000000059604645,0.5
130,0.5,2.499997854232788,0.06473305821418762,0.011580802500247955,0.011222420260310173,-0.631630034855271,-0.5811372277610585,-0.050492807094212555,3262.18896484375,0.0012777909869328141,3264,1280,576,0.17647058823529413,0.45,0.14516129032258066,2688,0.4000000059604645,0.5
135,0.5,2.1870548725128174,0.04857610538601875,0.011891634203493595,0.010496529750525951,-0.6754234026110848,-0.478865838731241,-0.1965575638798438,3263.256103515625,0.0011528248433023691,3200,1280,576,0.18,0.45,0.14754098360655737,2624,0.4000000059604645,0.5
140,0.5,2.52877140045166,0.1302415430545807,0.01144246943295002,0.011286824010312557,-0.6121401603485488,-0.590211131996879,-0.021929028351669766,3281.30810546875,0.001188195776194334,3328,1280,640,0.19230769230769232,0.5,0.16129032258064516,2688,0.5,0.5
145,0.5,2.1870534420013428,0.09100348502397537,0.010481872595846653,0.010496529750525951,-0.4768007785767525,-0.478865838731241,0.002065060154488485,3284.55712890625,0.0016408840892836452,3200,1280,576,0.18,0.45,0.14754098360655737,2624,0.4000000059604645,0.5
150,0.5,2.953235626220703,0.1610429286956787,0.011809990741312504,0.012432793155312538,-0.6639205792928056,-0.7516677906316627,0.0877472113388571,3416.943359375,0.0022391420789062977,3392,1280,768,0.22641509433962265,0.6,0.19672131147540983,2624,0.4000000059604645,0.800000011920929
155,0.5,2.611508846282959,0.052153363823890686,0.012175760231912136,0.011485769413411617,-0.7154541830031955,-0.6182407348664438,-0.0972134481367517,3452.18017578125,0.001522847800515592,3456,1280,832,0.24074074074074073,0.65,0.21311475409836064,2624,0.5,0.800000011920929
160,0.5,2.618708372116089,0.055321529507637024,0.011907988227903843,0.011485771276056767,-0.6777275363201214,-0.6182409972962513,-0.05948653902387013,3468.532958984375,0.0012722848914563656,3456,1280,768,0.2222222222222222,0.6,0.1935483870967742,2688,0.4000000059604645,0.800000011920929
165,0.5,2.931654214859009,0.0630427747964859,0.012013206258416176,0.012152714654803276,-0.6925518024958519,-0.712207270211048,0.019655467715196107,3475.742431640625,0.0012264054967090487,3520,1280,768,0.21818181818181817,0.6,0.19047619047619047,2752,0.4000000059604645,0.800000011920929
170,0.5,2.9316561222076416,0.065833181142807,0.011791526339948177,0.012137793935835361,-0.6613191126119764,-0.7101050762388115,0.04878596362683507,3473.01123046875,0.0013410677202045918,3456,1280,768,0.2222222222222222,0.6,0.1935483870967742,2688,0.4000000059604645,0.800000011920929
175,0.5,2.618708372116089,0.06897898763418198,0.01143628265708685,0.010827960446476936,-0.6112684997432452,-0.5255614177271728,-0.08570708201607236,3510.79443359375,0.0017276343423873186,3520,1280,832,0.23636363636363636,0.65,0.20967741935483872,2688,0.4000000059604645,0.9000000357627869
180,0.5,3.0971219539642334,0.21287801861763,0.01165951881557703,0.011797087267041206,-0.6427204497312096,-0.6621025968019909,0.01938214707078134,3506.288818359375,0.0017874764744192362,3392,1280,832,0.24528301886792453,0.65,0.21666666666666667,2560,0.4000000059604645,0.9000000357627869
185,0.5,2.618703842163086,0.06630153208971024,0.011406383477151394,0.011485771276056767,-0.6070559764747423,-0.6182409972962513,0.011185020821508962,3491.449951171875,0.0017039731610566378,3456,1280,768,0.2222222222222222,0.6,0.1935483870967742,2688,0.4000000059604645,0.800000011920929
190,0.5,2.3273377418518066,0.08152591437101364,0.011660037562251091,0.011595687828958035,-0.6427935364325725,-0.6337272426611669,-0.009066293771405665,3538.990478515625,0.0017308832611888647,3648,1280,896,0.24561403508771928,0.7,0.2222222222222222,2752,0.5,0.9000000357627869
195,0.5,2.312947988510132,0.05914514884352684,0.01169435866177082,0.011658040806651115,-0.6476290680638606,-0.6425122116790318,-0.005116856384828727,3523.13818359375,0.0017873760079964995,3584,1280,832,0.23214285714285715,0.65,0.20634920634920634,2752,0.4000000059604645,0.9000000357627869
200,0.5,3.061145305633545,0.19275932013988495,0.011925846338272095,0.012599286623299122,-0.6802435820986394,-0.775125210181673,0.09488162808303358,3502.17236328125,0.0017921709222719073,3392,1280,768,0.22641509433962265,0.6,0.19672131147540983,2624,0.4000000059604645,0.800000011920929
205,0.2,2.611508846282959,0.1852513998746872,0.01129936147481203,0.011469981633126736,-0.5919775470305377,-0.6160163798188591,0.024038832788321418,3458.50341796875,nan,3392,1280,768,0.22641509433962265,0.6,0.19672131147540983,2624,0.4000000059604645,0.800000011920929
210,0.2,2.31294846534729,0.127684086561203,0.011333166621625423,0.010794435627758503,-0.5967403856051741,-0.5208380748385515,-0.07590231076662257,3475.69580078125,nan,3456,1280,832,0.24074074074074073,0.65,0.21311475409836064,2624,0.4000000059604645,0.9000000357627869
215,0.2,2.31294846534729,0.1207677572965622,0.011282742954790592,0.010794435627758503,-0.5896361482888495,-0.5208380748385515,-0.06879807345029798,3466.71728515625,nan,3456,1280,832,0.24074074074074073,0.65,0.21311475409836064,2624,0.4000000059604645,0.9000000357627869
220,0.2,2.625898599624634,0.13454148173332214,0.01125292107462883,0.010794435627758503,-0.585434515857354,-0.5208380748385515,-0.06459644101880246,3484.1748046875,nan,3456,1280,832,0.24074074074074073,0.65,0.21311475409836064,2624,0.4000000059604645,0.9000000357627869
225,0.2,2.31294846534729,0.12287331372499466,0.011297361925244331,0.011501538567245007,-0.591695828632286,-0.6204624656159545,0.028766636983668548,3495.14794921875,nan,3520,1280,832,0.23636363636363636,0.65,0.20967741935483872,2688,0.4000000059604645,0.9000000357627869
230,0.2,2.6187028884887695,0.18518349528312683,0.011820625513792038,0.011469981633126736,-0.6654189222781979,-0.6160163798188591,-0.04940254245933873,3496.676513671875,nan,3392,1280,768,0.22641509433962265,0.6,0.19672131147540983,2624,0.4000000059604645,0.800000011920929
235,0.2,2.611508846282959,0.19726715981960297,0.01173435803502798,0.011501538567245007,-0.6532646169630298,-0.6204624656159545,-0.032802151347075315,3502.537109375,nan,3520,1280,832,0.23636363636363636,0.65,0.20967741935483872,2688,0.4000000059604645,0.9000000357627869
240,0.2,2.31294846534729,0.12878860533237457,0.011931855231523514,0.011485769413411617,-0.6810901806573355,-0.6182407348664438,-0.06284944579089169,3493.767578125,nan,3456,1280,832,0.24074074074074073,0.65,0.21311475409836064,2624,0.5,0.800000011920929
245,0.2,3.3740956783294678,0.466749906539917,0.011744773015379906,0.012212215922772884,-0.654731993231148,-0.7205904591937724,0.06585846596262446,3500.50634765625,nan,3584,1280,832,0.23214285714285715,0.65,0.20634920634920634,2752,0.4000000059604645,0.9000000357627869
250,0.2,2.6187028884887695,0.1979019045829773,0.011524399742484093,0.010811210609972477,-0.6236833978571688,-0.5232015176840621,-0.10048188017310666,3508.484375,nan,3520,1280,896,0.2545454545454545,0.7,0.22950819672131148,2624,0.5,0.9000000357627869
255,0.2,2.960430860519409,0.39894261956214905,0.01148461364209652,0.010827960446476936,-0.6180778971709475,-0.5255614177271728,-0.09251647944377472,3510.53173828125,nan,3520,1280,832,0.23636363636363636,0.65,0.20967741935483872,2688,0.4000000059604645,0.9000000357627869
260,0.2,2.611508846282959,0.2091386914253235,0.011595173738896847,0.010794435627758503,-0.6336548120343224,-0.5208380748385515,-0.1128167371957709,3523.876953125,nan,3456,1280,832,0.24074074074074073,0.65,0.21311475409836064,2624,0.4000000059604645,0.9000000357627869
265,0.2,2.611508846282959,0.20726469159126282,0.011920460499823093,0.012137793935835361,-0.679484766310521,-0.7101050762388115,0.030620309928290457,3519.80859375,nan,3456,1280,768,0.2222222222222222,0.6,0.1935483870967742,2688,0.4000000059604645,0.800000011920929
270,0.2,2.924459218978882,0.2155480682849884,0.011601065285503864,0.010794435627758503,-0.6344848775151519,-0.5208380748385515,-0.11364680267660043,3496.86962890625,nan,3456,1280,832,0.24074074074074073,0.65,0.21311475409836064,2624,0.4000000059604645,0.9000000357627869
275,0.2,2.3273377418518066,0.2024444341659546,0.011765839532017708,0.012152714654803276,-0.6577000743529251,-0.712207270211048,0.054507195858122914,3523.001953125,nan,3520,1280,768,0.21818181818181817,0.6,0.19047619047619047,2752,0.4000000059604645,0.800000011920929
280,0.2,2.3273377418518066,0.202718585729599,0.011168275959789753,0.010794435627758503,-0.5735087869044377,-0.5208380748385515,-0.05267071206588625,3481.63330078125,nan,3456,1280,832,0.24074074074074073,0.65,0.21311475409836064,2624,0.4000000059604645,0.9000000357627869
285,0.2,2.6187028884887695,0.20120708644390106,0.011326394975185394,0.011485769413411617,-0.5957863220403445,-0.6182407348664438,0.02245441282609928,3483.627197265625,nan,3456,1280,832,0.24074074074074073,0.65,0.21311475409836064,2624,0.5,0.800000011920929
290,0.2,2.6474809646606445,0.31999680399894714,0.011460511013865471,0.011797087267041206,-0.6146820554630965,-0.6621025968019909,0.047420541338894395,3498.00732421875,nan,3392,1280,832,0.24528301886792453,0.65,0.21666666666666667,2560,0.4000000059604645,0.9000000357627869
295,0.2,2.6258981227874756,0.17139264941215515,0.011578550562262535,0.011469981633126736,-0.6313127572181154,-0.6160163798188591,-0.015296377399256267,3505.92919921875,nan,3392,1280,768,0.22641509433962265,0.6,0.19672131147540983,2624,0.4000000059604645,0.800000011920929
300,0.2,2.31294846534729,0.14548809826374054,0.011583751067519188,0.011797087267041206,-0.6320454612403967,-0.6621025968019909,0.030057135561594173,3515.5185546875,nan,3392,1280,832,0.24528301886792453,0.65,0.21666666666666667,2560,0.4000000059604645,0.9000000357627869
