N,support_passing_candidate_count,support_pass,retrospective_oracle_only,deployable_selector,best_global_accuracy,best_global_accuracy_candidate_id,best_truth_present_mean_iou,best_truth_present_mean_iou_candidate_id,best_label9_iou,best_label9_iou_candidate_id,best_label9_precision,best_label9_precision_candidate_id,best_label9_recall,best_label9_recall_candidate_id,best_major_component_min_recall,best_major_component_min_recall_candidate_id,best_major_component_mean_recall,best_major_component_mean_recall_candidate_id
1,0,False,True,False,0.9464530944824219,candidate_000000,0.5039293169975281,candidate_000000,0.06928051738075991,candidate_000000,0.07969127766412498,candidate_000000,0.34654266073594825,candidate_000000,0.0,candidate_000000,0.25285015612531087,candidate_000000
4,0,False,True,False,0.9561882019042969,candidate_000003,0.5317329168319702,candidate_000003,0.11338338079213046,candidate_000003,0.12598274209012464,candidate_000003,0.5851192883137889,candidate_000002,0.015065913370998116,candidate_000003,0.5402394669935635,candidate_000002
16,0,False,True,False,0.9561882019042969,candidate_000003,0.5317329168319702,candidate_000003,0.11338338079213046,candidate_000003,0.12598274209012464,candidate_000003,0.6477961989486454,candidate_000010,0.08830022075055188,candidate_000009,0.5608579604930215,candidate_000010
64,0,False,True,False,0.9600410461425781,candidate_000055,0.5317329168319702,candidate_000003,0.11338338079213046,candidate_000003,0.12598274209012464,candidate_000003,0.7957945814799838,candidate_000047,0.3554083885209713,candidate_000041,0.7603181167749968,candidate_000047
256,0,False,True,False,0.9688529968261719,candidate_000255,0.5457871556282043,candidate_000064,0.13027387120651368,candidate_000064,0.15060012634238787,candidate_000254,0.7957945814799838,candidate_000047,0.3554083885209713,candidate_000041,0.7603181167749968,candidate_000047
1024,0,False,True,False,0.9748954772949219,candidate_000862,0.5457871556282043,candidate_000064,0.13477816017114688,candidate_000803,0.15152590489709014,candidate_000862,0.8002426202992317,candidate_000358,0.5235404896421846,candidate_000950,0.770969678613734,candidate_000358
