candidate_id,candidate_index,source_seed,source_noise_sha256,hard_model_sha256,predicted_observation_sha256,condition_violations,global_accuracy,truth_present_mean_iou,label9_iou,label9_precision,label9_recall,label9_truth_voxels,label9_predicted_voxels,label9_absolute_volume_error_fraction,label9_centroid_distance_voxels,major_component_min_recall,major_component_mean_recall,body_recall,body_precision,matched_body_count,matched_body_center_error_mean,matched_body_relative_size_error_mean,target_tiny_component_mass_le_5,target_tiny_component_mass_fraction_le_5,target_top4_component_mass_fraction,target_top8_component_mass_fraction,target_components_ge_5,target_components_ge_10,target_components_ge_20,target_components_ge_100,target_component_1_voxels,target_component_2_voxels,target_component_3_voxels,target_component_4_voxels,target_component_5_voxels,target_component_6_voxels,target_component_7_voxels,target_component_8_voxels,retrospective_only,used_for_ranking,support_pass,support_conditions_exact,support_label9_iou,support_label9_precision,support_label9_recall,support_major_component_min_recall,support_major_component_mean_recall
candidate_000000,0,9311000,024179ec61ebd629f36629ed32050f62f9b39294df76b0a63bc52167b8e2c28a,c6eb3f0b42fa268d72f167963db4c4a3ed361724bdb3bbf7bba66b91f2d0e855,410ce89203100fd94161e80eb5a84b5a4a510aecab45dc5c450febad6e117d36,0,0.9464530944824219,0.5039293169975281,0.06928051738075991,0.07969127766412498,0.34654266073594825,2473,10754,3.348564496562879,10.722555160522461,0.0,0.25285015612531087,0.6,0.16666666666666666,3,3.6641462009061576,5.331305625332268,85,0.007904035707643668,0.8368978984563883,0.9229124046866283,38,30,18,9,4561,2543,1076,820,274,259,217,175,True,False,False,True,False,False,True,False,False
candidate_000001,1,9311001,7fc7bf28aebea783729513a7607630561a31717783e435f861c469a2909e518a,62740ca972c541f688671bd61c06adcf9701b8126faa60675e28839485b2fc8c,f1deb758286e12a3c2d61fc4102ddb8861747ce5a82bad246f5afe55ef7c5ee7,0,0.9322700500488281,0.5017383694648743,0.08112435509695784,0.08681304734103312,0.5531742822482815,2473,15758,5.372017792155277,2.7639315128326416,0.0,0.5008832313633627,0.4,0.3333333333333333,2,15.198640431136269,14.039895605217101,85,0.005394085543850742,0.9790582561238735,0.9852138596268561,25,13,6,3,12596,2284,476,72,31,29,19,18,True,False,False,True,False,False,True,False,True
candidate_000002,2,9311002,30991647ef2155e1f301f2e8cffd843e95568c21adc3294c889dddd95f67f548,40b3503f40c249d7a3bb230268e24636f08b320f1f3e753fab9df193090bde5e,49611857b6fc126ba53ffaaaa44c457660bcd023fcaa9f23159282394c7b6850,0,0.9123420715332031,0.4826260209083557,0.06592255125284738,0.06915503727776716,0.5851192883137889,2473,20924,7.460978568540234,6.653167247772217,0.0,0.5402394669935635,0.2,0.125,1,23.074307785549202,36.9003984063745,88,0.004205696807493787,0.9846109730453069,0.9939782068438157,17,8,8,4,19053,1121,283,145,83,60,28,25,True,False,False,True,False,False,True,False,True
candidate_000003,3,9311003,fbdbd98c8a62aa20fb56f9dcd0375bd88fbb52a315a7604d7ad85b2b7538c6e7,bc7d1f26b12ab5257cac0e80011cd8614059c75429250e0ef8f4a1511d67e8e9,df196ff5be6aa7a7aa686ae991ad03ddbfc2df756217017fc5db617e9d1824dd,0,0.9561882019042969,0.5317329168319702,0.11338338079213046,0.12598274209012464,0.5313384553174282,2473,10430,3.21754953497776,6.677427768707275,0.015065913370998116,0.43313508970496356,0.4,0.25,2,10.323996137551685,8.606713650571766,74,0.007094918504314478,0.9797698945349952,0.9906999041227229,14,9,8,1,10077,58,43,41,33,29,29,23,True,False,False,True,False,False,True,False,True
candidate_000004,4,9311004,00403a67291e244fd9f54883ae6f90471cbd8e2831fda035daa5547194de8059,6afdc12e3777fd31bd4e1d8af5ddad8a45b87d9266ae6b783473bb66e7f624b1,397f135fd75a8e34afb455477325411510783db5e239c67b04e6e5d5451e7711,0,0.9345550537109375,0.5064253807067871,0.08813222754351127,0.09339027107315262,0.6101900525677315,2473,16158,5.533764658309745,11.113873481750488,0.011037527593818985,0.5222718373984243,0.2,0.2,1,24.85460881160853,24.84860557768924,27,0.0016709988860007428,0.9923257828939225,0.9959772249040723,13,8,5,2,13003,2918,79,34,20,16,12,11,True,False,False,True,False,False,True,False,True
candidate_000005,5,9311005,782e2aeb71e18cec8dbbc6c23257024877eec65af1e6b8fa495bce838c5273b0,9b9638556061ee44a9e38de7c67ecdce693a9a0e9264af2e3609a13eba92def8,7196f1abfbdbdc8cd83e6b98aa59acb96d6bdd4fcab9c383970ce9c78babed3b,0,0.9344863891601562,0.5011177659034729,0.07752386462250506,0.0829618623080733,0.5418520016174687,2473,16152,5.531338455317428,5.382380485534668,0.004415011037527594,0.4649004640996388,0.6,0.5,3,16.318719016012142,7.976997939927237,26,0.0016097077761267954,0.9900321941555226,0.996161466072313,13,8,6,4,12430,1805,1006,750,52,22,14,11,True,False,False,True,False,False,True,False,True
candidate_000006,6,9311006,0d784fe954c08405781aacc7d726da04b1feae92703739f03a5f9e487b534da6,7e9a3af913c9c96096441c23b9bf80a57a96b2e1a93e9b4bfa8081cfa68f437b,49d33da8abd3dfdfff3e5fb59284f85fd8f9eef27b5901736643eb2e303218d1,0,0.9473342895507812,0.5095051527023315,0.07863983119623438,0.08957293399889074,0.3918317832591994,2473,10818,3.374443995147594,9.732505798339844,0.0,0.28084875855445307,0.6,0.2,3,7.026841851882142,6.858674431530773,65,0.006008504344610833,0.9220743205768164,0.9612682566093548,30,20,15,6,6356,2832,497,290,161,159,55,49,True,False,False,True,False,False,True,False,False
candidate_000007,7,9311007,df605895ce1a8921eb0e3315cd00693baec4f7f660605760637183ad04b5a029,7c152c7c2b690671c38f284ec65811f4b0722b999c783a437e39be1dab1999a0,2cd0cf7119335aa4e3443cd2bab81edbed8bdc55b3907f4478781ea17d6d6376,0,0.9362373352050781,0.5037120580673218,0.08065909241910836,0.08802204176334107,0.49090173877881116,2473,13792,4.577031945006065,4.7242841720581055,0.0,0.3834129172985722,0.2,0.07692307692307693,1,16.063437677748794,17.2319587628866,84,0.006090487238979118,0.9494634570765661,0.9676624129930395,33,24,13,4,10638,1315,1036,106,94,62,49,46,True,False,False,True,False,False,True,False,False
candidate_000008,8,9311008,64d201f0540970f473f7603ac3af66b1940bfa87c197ab68bb6a1724fa6b537f,17033fba9322ecfa644133fab2c65b95d77d0f40b223ae29c433b72dc13ec502,9ad898b52024e4285c1184e1f59661958cc2c9363a834668eef5a53482a6d0ea,0,0.9505081176757812,0.509904146194458,0.07662636302944885,0.08579021675940536,0.41771128184391426,2473,12041,3.8689850384148805,6.490729331970215,0.0,0.31348463145959937,0.2,0.125,1,20.406417142741656,20.384462151394423,20,0.0016609916119923595,0.9825595880740803,0.9939373806162279,12,10,8,4,10762,615,299,155,47,36,33,21,True,False,False,True,False,False,True,False,False
candidate_000009,9,9311009,135830954259b5d598e65abc0cce2fc8917de087ccf7440bc390694e7c85a697,59334c8deef4b9dbee92d6c700494f9da5a504b5f1cd75eab9bfc7f6c473b1ab,187ad25897144744f6b51533fff63414ce7ea4f87de84b1ee7a9f2e90cfc0b59,0,0.8877716064453125,0.45573490858078003,0.04036298658070846,0.042321822189566496,0.4658309745248686,2473,27220,10.006874241811564,11.77127742767334,0.08830022075055188,0.3848403962385347,0.2,0.3333333333333333,1,31.86361211063124,52.623505976095615,61,0.0022409992652461424,0.992799412196914,0.9950036737692873,18,11,3,1,26946,39,21,18,17,17,14,12,True,False,False,True,False,False,True,False,False
