candidate_id,candidate_index,source_seed,source_noise_sha256,hard_model_sha256,predicted_observation_sha256,condition_violations,global_accuracy,truth_present_mean_iou,label9_iou,label9_precision,label9_recall,label9_truth_voxels,label9_predicted_voxels,label9_absolute_volume_error_fraction,label9_centroid_distance_voxels,major_component_min_recall,major_component_mean_recall,body_recall,body_precision,matched_body_count,matched_body_center_error_mean,matched_body_relative_size_error_mean,target_tiny_component_mass_le_5,target_tiny_component_mass_fraction_le_5,target_top4_component_mass_fraction,target_top8_component_mass_fraction,target_components_ge_5,target_components_ge_10,target_components_ge_20,target_components_ge_100,target_component_1_voxels,target_component_2_voxels,target_component_3_voxels,target_component_4_voxels,target_component_5_voxels,target_component_6_voxels,target_component_7_voxels,target_component_8_voxels,retrospective_only,used_for_ranking,support_pass,support_conditions_exact,support_label9_iou,support_label9_precision,support_label9_recall,support_major_component_min_recall,support_major_component_mean_recall
candidate_000010,10,9311010,6fee47113a1bd4c4e5aab418bdb9a887f1386709faa7d8e7e5f51e773ec3f5fb,e002103cde5400c7f6235f13056cd54676c7b5c1b3ee1630ca5be4ca4122cf0b,d4c340280ded163cc53c3bb2e20c6eb6b0168d34845d8f1ac97848ce2020e214,0,0.9183235168457031,0.4905048608779907,0.07497893850042123,0.07816540619663333,0.6477961989486454,2473,20495,7.287505054589567,10.961357116699219,0.05518763796909492,0.5608579604930215,0.6,0.42857142857142855,3,11.563751489278753,10.190626387133321,42,0.0020492803122712858,0.9869236399121737,0.9970236643083679,11,9,7,5,10674,4325,2878,2350,129,31,29,18,True,False,False,True,False,False,True,False,True
candidate_000011,11,9311011,3ffa6d7907d6d2be71665de0ec03894710a42e0e61401693ce61145efb60a42a,3336136987cdc10273970fc8658da3393f3c567ed58946658dbfd34c5458b316,35130f4e9653991edad84ed01c4cfa5c91c88dba5bb1cbb937b78201febeb774,0,0.938140869140625,0.4979090690612793,0.06681079573191993,0.07470368059887711,0.3873837444399515,2473,12824,4.185604528912252,6.220834732055664,0.0,0.27925652564064357,0.4,0.14285714285714285,2,8.814524254689,9.504648074369191,55,0.004288833437305053,0.9139893948845914,0.9646756082345602,22,18,14,9,9728,1506,255,232,203,176,139,132,True,False,False,True,False,False,True,False,False
candidate_000012,12,9311012,bf7ff35c1374e0c9078571d2c41a7153e619724e6cf5aea960135f23deac367b,31a52929553ffb672acfa114ba815e23b31d8f6fb29e4c2419bb9ad283c52a37,69c228bd1d3a514dfba9bac9d6c302c98c5e0c73175083c95b805e441a2753ed,0,0.925872802734375,0.493624746799469,0.07241563371093054,0.07822410147991543,0.4937323089365144,2473,15609,5.311767084512738,7.050634860992432,0.0,0.40777537006971454,0.2,0.14285714285714285,1,23.975338201487258,28.818725099601593,88,0.005637773079633545,0.9798834006022167,0.9854571080786726,26,14,7,2,14996,181,72,46,25,24,23,15,True,False,False,True,False,False,True,False,True
candidate_000013,13,9311013,014ab3e09fda16c65fae889709ffd006c911cb86f8d37d72927d0474cb29b5dd,744f4094b5e0f82f1d764a57a25ff8ef4871a311036364f5a9acea113def85fe,b7d3ee00dcd0fad5e828abc4bef3f9b5ebdd370ab57b919216ac8124e6dbc633,0,0.8987922668457031,0.467466801404953,0.05107233733187932,0.05440728012004453,0.4545086938940558,2473,20659,7.353821269712899,3.004591703414917,0.003766478342749529,0.3996056869889991,0.4,0.18181818181818182,2,13.491204154657606,18.105511727922746,86,0.004162834599932233,0.9678106394307566,0.9857205092211627,26,17,11,5,18431,784,468,311,204,98,41,27,True,False,False,True,False,False,True,False,False
candidate_000014,14,9311014,a893acf9bff660763234feffe33dd5a967cb70bf9c74eea11d1bd0528bca8559,595bb7dc3a3c732cc8b6cc0e117f0edd0980a0604f9843ed49413ca750145e73,a0ba2fe26178806140daee197e6f0e28029ad8a513c056c04676f023074ff0c1,0,0.9217643737792969,0.48301297426223755,0.05582360570687419,0.06018570309878062,0.4350990699555196,2473,17878,6.229276182773959,9.598043441772461,0.05084745762711865,0.36580685876351515,0.4,0.6666666666666666,2,16.212343931597108,17.079566854990585,51,0.0028526680836782636,0.9916657344221949,0.9944624678375658,15,8,3,3,17346,183,181,19,15,12,12,11,True,False,False,True,False,False,True,False,False
candidate_000015,15,9311015,a2ade36db5278cea0c4abfce041ab96408ee8d37ae23d830c873ae124d502ef6,2fd23212d739b256b670048b2ab37f1bfa28f01e3a98faf544ff6baa471f2e3d,230d5b28ef1309e64d49a7df5848d98f172ea9eebbfb6f4d00a02c7403364199,0,0.8958816528320312,0.4688147306442261,0.05707120930433655,0.060065526028394614,0.5337646583097453,2473,21976,7.886372826526486,12.14419174194336,0.0,0.441999539670837,0.2,0.25,1,30.43346819356549,41.376494023904385,75,0.0034128139788860575,0.9921732799417546,0.9944029850746269,14,8,4,2,21300,438,46,20,18,11,10,10,True,False,False,True,False,False,True,False,True
candidate_000016,16,9311016,b17ca7e7ed0434d331ebac0560e589eedea6856f9d9a7836a7b283a9b78a3f01,09869339dcb3a99a3481088611f4b1e535ffe337302649ab38541d050b567ec2,60fc5671769e589ceedc6cd4d2bb954ba61afd5fea799ae176d6e3875d0eeb42,0,0.9393386840820312,0.5034117698669434,0.07651632970451011,0.08292880258899676,0.49737161342498987,2473,14832,4.997573797007683,4.849065780639648,0.0,0.41171727294179605,0.4,0.3333333333333333,2,15.928495994167218,12.97125845404255,52,0.003505933117583603,0.9843581445523193,0.9903586839266451,19,12,6,4,11891,1952,415,342,30,25,19,15,True,False,False,True,False,False,True,False,True
candidate_000017,17,9311017,3a117bc307fbabd77e6eb88cb4d3e9ed4ff7012cc2e1afb8296720b0ac3f3943,cec975b220da7b784a0435da2c62da493b25d147d1fe0271037355d9bcbdb985,32cbefa300de60f2301937671173f9ff73879c8235cb79a3b58c7de27ff355da,0,0.9413719177246094,0.5128644108772278,0.09309421508188555,0.09913135733704662,0.6045289122523251,2473,15081,5.09826122118884,5.4295125007629395,0.2617702448210923,0.5737350702581904,0.2,0.2,1,22.468682468359848,27.328685258964143,75,0.004973145016908693,0.9838207015449904,0.9907167959684371,20,9,5,4,14248,310,150,129,64,14,14,12,True,False,False,True,False,False,True,True,True
candidate_000018,18,9311018,75e35929d14441ad99f18faa69cb0426e411b1db1e833ba0739f01361a3185ab,0aee22a9a0fe385e711d268845442d97610cb51f737cb491385a850793fc2fc2,c92f04831275de333b94844db744a6bdf37489042b9893dbaaaa3710914afdf3,0,0.9343109130859375,0.49469614028930664,0.06479758773336755,0.07150948739733787,0.40841083704003234,2473,14124,4.711281843914274,9.47734260559082,0.0,0.30344740755759525,0.2,0.1111111111111111,1,21.37773033586131,26.051792828685258,86,0.006088926649674313,0.9745114698385726,0.9822288303596715,23,17,9,1,13607,96,31,30,30,29,28,22,True,False,False,True,False,False,True,False,False
candidate_000019,19,9311019,0047c88c8c8463545d4b3b5b16dd217a4746af632a52d5f3708830bd77ec23bd,1554343a097a81318e6bcca9f978a0557838529e081474c0a5f11acc35835405,cb1a8790d6b14baafb32717d9e9dac7e02d60ae434cf82196cd0abbaad71d398,0,0.931365966796875,0.48941394686698914,0.0575981855079384,0.06329529056801785,0.39021431459765465,2473,15246,5.164981803477557,7.779876708984375,0.0,0.2925490619949046,0.6,0.3333333333333333,3,11.923789474804614,9.648331237315507,81,0.005312868949232586,0.977436704709432,0.9860291223927588,22,13,9,4,8672,4959,1025,246,45,30,29,27,True,False,False,True,False,False,True,False,False
candidate_000020,20,9311020,c5012b59f698264d0efc36891f64a84a1ce8c5038dd7a5bb5b024fe34cf70340,2a4c2b4dda1c708e30ead7957571460289452089d9bb2f9dee5e71cb62b89426,860afe3fb1badf688042efc34373fa17c64c2740f934dc2eae4a5ea2a6bedf9c,0,0.9190521240234375,0.4880562722682953,0.06917639981953982,0.0731862537123462,0.5580266882329155,2473,18856,6.624747270521634,8.043466567993164,0.0,0.4565547468816141,0.2,0.14285714285714285,1,20.686561027907253,32.84661354581673,60,0.003182011030971574,0.9870598218073823,0.992416207042851,17,12,7,3,17018,1355,175,64,33,28,23,17,True,False,False,True,False,False,True,False,True
candidate_000021,21,9311021,e2226098acbb76f7d37b919102c5262265ff24e539198b2806fa2c8021ffcc99,abcd7dda1c24267289aa2968e6ab4000e9d1c7534202a0794ae4867a10e32caf,dc994b8930f781b78a3c8ad3fdbff9ade6ba445392475644263e2c3479840749,0,0.921844482421875,0.4849877953529358,0.05964966038506716,0.06390895163055373,0.4723008491710473,2473,18276,6.390214314597655,8.128260612487793,0.0,0.38188523716786954,0.2,0.14285714285714285,1,19.11910043419755,30.846613545816734,57,0.003118844386080105,0.9840774786605384,0.9917925147734734,18,13,7,4,16014,982,869,120,58,47,20,16,True,False,False,True,False,False,True,False,False
candidate_000022,22,9311022,4cf7bdcda1a481ecb948dbbcb29f3e7c88e10430eeef00f86cfa8957b2eed016,8abc49b66dc82d8306b9fa10d6e32e3e0e635a71f5833e484cfa0f65842b8751,57e85d898bd2fc5f057a08705448e24c2d4a3c14491ecc08b462a8cb391f216b,0,0.9397354125976562,0.5035615563392639,0.07635735754940205,0.08315921437526118,0.48281439547108773,2473,14358,4.805903760614638,11.326024055480957,0.0,0.4072017328037807,0.6,0.3,3,9.33621004870767,5.620581890247593,94,0.006546872823513024,0.9389887170915169,0.985374007521939,19,12,10,7,7065,3224,2919,274,252,237,142,35,True,False,False,True,False,False,True,False,True
candidate_000023,23,9311023,11ee5eb9d5cab1185ca481d121798ec1436e77521b81443b722dab5450a1c28d,eb7425f2e1b6f15d5ba9fd8023b3815370921481049ff5a67a203f50b00f7fcd,4ba9394e99bdda1953659008008ebe490e7eea6a563e9e0168151cdbfe15558d,0,0.9278945922851562,0.5054323673248291,0.09385410683515222,0.09860599843099391,0.6607359482410028,2473,16571,5.700768297614234,6.737966060638428,0.0,0.6091201542225497,0.2,0.07692307692307693,1,29.431626767548305,31.350993377483444,78,0.004707018284955645,0.943395087803995,0.9725423933377587,29,23,13,7,14682,378,292,281,175,149,101,58,True,False,False,True,False,False,True,False,True
candidate_000024,24,9311024,196f254d97a143ad7f6f3e18941baad7b501b24034f740b7c03285e9c5d6620c,4c5417ee3d6350b67a77494595f4e1e15bc8f7ec5e0db524a0a13dbef67206e0,9834e1bb4a43ef247481d04fe0638a1076d9ca520b2026f039555e7a0c71d7e2,0,0.9504127502441406,0.5205042362213135,0.09791420700511609,0.10840013942140118,0.5030327537403962,2473,11476,3.640517589971694,5.039059638977051,0.0,0.43517240009139047,0.6,0.375,3,6.506739295253394,5.985449355145827,53,0.004618333914255838,0.9722028581387243,0.990327640292785,16,10,8,4,4287,3911,1864,1095,84,50,40,34,True,False,False,True,False,False,True,False,True
candidate_000025,25,9311025,430e80e30644245ea7d23668ac9506b54e34ae7eba22e64152eb6d65342fa027,e28d1dbebe6b29e08366b3d02919e50ca2b4d2e81ad6d06d1a624340066d3b2a,a2caa5624d1117011fbaa9c47068ced4a895be3a3f6cf13232a80159532a4a1e,0,0.9475669860839844,0.5075387358665466,0.07527417746759721,0.08371614129573896,0.42741609381318235,2473,12626,4.105539830165791,8.09985637664795,0.003766478342749529,0.3007576852796061,0.6,0.42857142857142855,3,14.651409939343608,6.516249287912413,52,0.0041184856645018215,0.9760811024869317,0.9873277364169175,20,14,7,3,7955,2316,1955,98,61,44,20,17,True,False,False,True,False,False,True,False,False
candidate_000026,26,9311026,3b8b87338149f5e18a2095e14596b4bf3b91edf7cc843581657716969c77b1e5,c2f8f9e66e242eba0f82533dbac87ae0973026a45dd4a7b3817dda9335e1ece1,19fc6a01af5626a6bcfbd7da84b0a16d4427a62242581632134b13447a23afa0,0,0.9480972290039062,0.5139278173446655,0.0874072952928712,0.09709145931405515,0.4670440760210271,2473,11896,3.810351799433886,9.209235191345215,0.04194260485651214,0.38187030465290417,0.8,0.4444444444444444,4,9.398147225177851,5.454477021350665,46,0.00386684599865501,0.9757061197041023,0.988315400134499,17,14,9,4,10431,671,371,134,52,47,28,23,True,False,False,True,False,False,True,False,False
candidate_000027,27,9311027,05301cebe55424af1c7e8b2fc8e2b9b0316fafaeb67f5d316c337efe80941206,132569b1f935d99fdb72fda08312e7b3946d9dace352c5ea8a13edfe3050ff22,e20f4c62375c8d23ab8894d724401a3ffe7c3c75ac5e6bb41b1141f348fe42ca,0,0.9509201049804688,0.5243309736251831,0.10506535947712418,0.11634850266895866,0.5200161746866154,2473,11053,3.4694702790133443,7.213592529296875,0.0,0.4566993999910223,0.4,0.18181818181818182,2,13.935093679385316,8.094211556405181,120,0.010856780964444042,0.9650773545643717,0.976748394101149,27,13,11,3,9960,508,156,43,35,33,31,30,True,False,False,True,False,False,True,False,True
candidate_000028,28,9311028,66f4f706ae13c7046ad3aafd4821d13f770ceca4b6f82e805e249d4f572315d3,8dd5735c51511c71270665f308987345d78ef27282f3a8dae6880f4f8b8f5fe7,da40712b4a0a07c4f89bd2f65cbddf956965e4267829a9b0b209f012268ad0c4,0,0.9303398132324219,0.49240776896476746,0.0647605083088954,0.07087930458040789,0.4286291953093409,2473,14955,5.047310958350182,8.064846992492676,0.0,0.32326465806404614,0.4,0.25,2,14.828175789843286,10.16047493873304,54,0.0036108324974924774,0.954062186559679,0.989501838849883,22,12,8,6,10634,1999,1145,490,299,148,50,33,True,False,False,True,False,False,True,False,False
candidate_000029,29,9311029,3e28cbef11928beca82022d06af5298d1e2202a558214fcea52a5d7e38bf1e13,e7f88994aa6773d94c34a2f07307821ed6808e0944eb8e61ad1bc9a158d74be6,f2c25110916a50f5227f80123e8f662df7081de0ed10474e0fc98e0eb0311cd8,0,0.9062461853027344,0.472060889005661,0.051475395545482285,0.054547134081566674,0.4775576223210675,2473,21651,7.754953497775981,10.793739318847656,0.007532956685499058,0.39716679717722403,0.2,0.16666666666666666,1,27.759554216591756,39.7390438247012,51,0.002355549397256478,0.991270611057226,0.9952889012054871,16,8,6,2,20478,849,87,48,28,24,19,16,True,False,False,True,False,False,True,False,False
candidate_000030,30,9311030,1ab2b0c05b6398d3cb9fc2100919d2ec53da607b7a87f66f44ea51e781dc57b8,9d068670f9ab00d0cb2d6042353cf9fe4fcabf6338b2a6855cd7e9c7d72cf7da,1d1eee9bcf9b442ca30cf8b951aad37b4dfcf6ab15d4f6ff1747dc207c27c87e,0,0.921630859375,0.49671047925949097,0.08355017535920353,0.0885385445390241,0.5972503032753741,2473,16682,5.745653052972099,7.614465713500977,0.0,0.540362854813581,0.2,0.16666666666666666,1,19.79315745075894,23.166666666666668,58,0.0034768013427646564,0.9863325740318907,0.993106342165208,16,9,6,3,14092,1412,903,47,47,36,17,13,True,False,False,True,False,False,True,False,True
candidate_000031,31,9311031,4010d7597503f776eec3707b37849702f84adecd10900605861d5613740adee8,ab3a961cff5c77d9436c617ce4f83de8e1710a7d712de81f8f514dc02a717085,c715f8d5ac1e6a81387a460822cf971e85b7550f5d25e4169688516f9368da9a,0,0.9132957458496094,0.48559287190437317,0.07080387048753256,0.07408128498418107,0.6154468257177517,2473,20545,7.307723412858876,15.030548095703125,0.34216335540838855,0.5515575310555895,0.2,0.5,1,34.81699656677628,39.60557768924303,45,0.0021903139449987834,0.9965928449744463,0.99800438062789,7,4,2,1,20411,28,18,18,9,8,8,4,True,False,False,True,False,False,True,True,True
candidate_000032,32,9311032,c3cf97e0cefb73a776734cb930ce9c7df58208c1a467e9fb90baa904149e31f0,a3478345de4b95d4a71494e5ba6ffe8579934221ddf717c8d086181249861e9b,57472925d61120694e91f869c4d7898d886242ef03f0a5c06faf4377bb34283c,0,0.91064453125,0.47932368516921997,0.061382858139332114,0.06437159968911443,0.5693489688637282,2473,21873,7.844723008491711,8.614814758300781,0.0,0.47161545018268636,0.2,0.1111111111111111,1,26.15744166780826,36.34661354581673,63,0.0028802633383623647,0.9868330818817721,0.9927307639555617,18,12,9,3,18775,2542,212,56,38,31,31,29,True,False,False,True,False,False,True,False,True
candidate_000033,33,9311033,8198bc75037e2ddb9aca41bd2c4ca60c0cd3db62b94a7b91ff4971a772473f9f,fb534ffa3b56aab14d81f17e7a592d5d1f9a45f972c504196b66df86ccc8f737,ce41a7f64696ae568995557c97fc8e1bf372564cce17081bdf7da5b1746d5c2d,0,0.8855247497558594,0.45386552810668945,0.039162466072120976,0.041137482874810234,0.4492519207440356,2473,27007,9.92074403558431,12.806021690368652,0.03766478342749529,0.36393004324095884,0.2,0.2,1,33.07150502519472,52.33864541832669,55,0.0020365090532084274,0.9960380642055763,0.9977413263228052,11,6,5,1,26803,48,25,24,21,11,8,6,True,False,False,True,False,False,True,False,False
candidate_000034,34,9311034,2935fe2b98a8e6a42f3769af4c7013d74cd620043de11b6eefcf3d8e11e4997e,d3fc6d15bb44ed9e2317f76e12c6b21a427e46a5fdb7a3513952c8755325eea9,0e131d7485d80b04fd0a9024f2cc83dd056c3f4392df6c282dc4d396ffd4e66e,0,0.9465255737304688,0.5128659009933472,0.08698203153648698,0.0960479429867185,0.4795794581479984,2473,12348,3.993125758188435,8.44913387298584,0.0,0.3617002682614686,0.6,0.21428571428571427,3,8.674019571619915,4.905319695101239,77,0.006235827664399093,0.9000647878198899,0.9741658568189181,23,17,14,8,7396,2000,895,823,486,190,131,108,True,False,False,True,False,False,True,False,False
candidate_000035,35,9311035,4271da4f1efbd29eea2bfb3f0833dd437e5825ba9f473ac260c46464ce9b8621,ab137c6ed34e1fed38fc223a5058709979d12746cdc31f93a6c2c382248313f5,a48f15cfe07cf37701587f5b7988b906cf4b9ed67e9e3c912d03c882451bf086,0,0.9110488891601562,0.47810453176498413,0.05825524103951309,0.062052997170054025,0.4876668014557218,2473,19435,6.858875859280227,6.249594688415527,0.0,0.3844134622070788,0.2,0.1,1,14.874093809772003,28.6872852233677,63,0.003241574479032673,0.9735014149729869,0.9894005659891948,19,16,10,5,17305,1217,203,195,183,63,42,21,True,False,False,True,False,False,True,False,False
candidate_000036,36,9311036,54cdd0bfbd1439ee43bd59e1abc2e1448c7ec100fa2e2e271681ae4485e154a7,79a70a79b9d5bea7bd5272abd47d072cc569429a1eaeabccdce8da4c85bedd3d,30fbedf7e684860bd939023b75aa4822e4c2bf6c71d9f4e5da2973fb96a393ef,0,0.8963432312011719,0.46738201379776,0.053724656390006835,0.055973101265822785,0.5721795390214315,2473,25280,9.222401940962394,12.635912895202637,0.062146892655367235,0.5102750250917487,0.2,0.3333333333333333,1,30.87007881477652,48.82470119521912,61,0.0024129746835443036,0.9956882911392405,0.996875,12,4,3,1,25039,67,49,16,9,8,7,6,True,False,False,True,False,False,True,False,True
candidate_000037,37,9311037,fcdec70202ca9a872785146949315824173cba7797d3efad8e8ab1b12a8c1815,1cd8a9084b75b84e9117b837370be33eeeb3e1a459523f4d481d54d338b92855,a2a8a8e32cc0cd23a911627f3fb1eb0f4a9f318e77713a303dcc9df5486e6800,0,0.9227867126464844,0.490671306848526,0.06998111377673422,0.0741521986045757,0.55438738374444,2473,18489,6.476344520824909,8.542186737060547,0.0,0.5015863446929507,0.2,0.14285714285714285,1,21.798662648503772,29.19931271477663,44,0.0023797933906647196,0.9887500676077667,0.993996430309914,16,12,7,4,17603,268,224,186,31,29,23,14,True,False,False,True,False,False,True,False,True
candidate_000038,38,9311038,0f7db5622d3472626e141c680ff5dad4f23c90efc53128575530270a95a08c82,9b6956602106723120c210ae3e049afd4a2b2c8f27815f7e0564f93715ae3d5f,e1f93d29e76600ea75b5aa23eb5c7f57719ece530b8b54a24bed22dd42059a59,0,0.9102554321289062,0.4773692488670349,0.05781935884361282,0.0609801720912832,0.5272947836635665,2473,21384,7.646987464617873,7.6624298095703125,0.0,0.4210231936208448,0.4,0.25,2,17.345716495093793,20.20469116909844,68,0.0031799476243920687,0.9869996258885148,0.9942480359147026,18,9,8,4,20379,373,245,109,60,44,28,23,True,False,False,True,False,False,True,False,True
candidate_000039,39,9311039,ede8670a1d81f0c8af2bcc156856bd5c86dbb38eaf910a80cc8f84538bbd3328,7b8d78d4d366f68803f8d0f3f277f8d24223a45f2f449368b74690fb001b46ec,2b5dcd55225f94b248d07ee0f892f4c3e9721da1fa6c76334ca10cd3eee23458,0,0.9244537353515625,0.48949214816093445,0.06578240790462893,0.07050765511684126,0.49534977759805904,2473,17374,6.025475131419329,7.865294456481934,0.0,0.44343396213919817,0.2,0.2,1,19.84440874327316,22.768924302788843,42,0.0024174053182917004,0.9670196845861633,0.997870381029124,8,6,5,5,11959,2936,1378,528,513,12,6,5,True,False,False,True,False,False,True,False,True
