sample_id,path,target_label,target_iou,target_precision,target_recall,target_f1,target_volume,predicted_target_volume,target_volume_error,target_volume_error_fraction,target_centroid_distance,target_connected_components,largest_component_fraction,ensemble_probability_overlap_inside_truth,global_geo_misfit,global_voxel_accuracy,global_mean_iou
0,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label8/baseline_alpha0/sample_0.pt,8,0.02084757387638092,0.046124763786792755,0.03664764016866684,0.0408436544239521,3329.0,2645.0,-684.0,-0.20546710723941122,20.220163345336914,20,0.6196597353497164,0.04105962812900543,0.9650665521621704,0.8209566473960876,0.3030301332473755
1,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label8/baseline_alpha0/sample_1.pt,8,0.0175617728382349,0.051995161920785904,0.025833584368228912,0.03451735898852348,3329.0,1654.0,-1675.0,-0.5031541003304295,23.87552261352539,19,0.4546553808948005,0.04105962812900543,0.6855743527412415,0.7936877012252808,0.2816754877567291
2,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label8/baseline_alpha0/sample_2.pt,8,0.026302479207515717,0.05656272545456886,0.046860918402671814,0.051256779581308365,3329.0,2758.0,-571.0,-0.171522979873836,24.727296829223633,25,0.5913705583756346,0.04105962812900543,1.0598127841949463,0.7833806276321411,0.25625523924827576
3,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label8/baseline_alpha0/sample_3.pt,8,0.010617965832352638,0.03496503457427025,0.015019525773823261,0.021012818440794945,3329.0,1430.0,-1899.0,-0.5704415740462602,13.448477745056152,31,0.5104895104895105,0.04105962812900543,0.784133791923523,0.7822801470756531,0.27838262915611267
4,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label8/baseline_alpha0/sample_4.pt,8,0.023953158408403397,0.055282555520534515,0.040552716702222824,0.04678565263748169,3329.0,2442.0,-887.0,-0.2664463802943827,23.83135986328125,34,0.6678951678951679,0.04105962812900543,0.8650040030479431,0.7821710705757141,0.25576427578926086
5,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label8/baseline_alpha0/sample_5.pt,8,0.02700491063296795,0.056008145213127136,0.049564432352781296,0.05258963629603386,3329.0,2946.0,-383.0,-0.11504956443376389,22.402374267578125,33,0.8357094365241005,0.04105962812900543,1.117186427116394,0.7972261309623718,0.2845545709133148
6,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label8/baseline_alpha0/sample_6.pt,8,0.028435075655579567,0.07759088277816772,0.04295584186911583,0.05529775470495224,3329.0,1843.0,-1486.0,-0.4463802943826975,21.933345794677734,45,0.6239826370048833,0.04105962812900543,0.6886613368988037,0.8069023489952087,0.2710297107696533
7,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label8/baseline_alpha0/sample_7.pt,8,0.021794872358441353,0.052888888865709305,0.03574647009372711,0.042659975588321686,3329.0,2250.0,-1079.0,-0.3241213577650946,20.83039665222168,39,0.39111111111111113,0.04105962812900543,0.7849269509315491,0.7867767810821533,0.2813282907009125
8,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label8/baseline_alpha0/sample_8.pt,8,0.013798929750919342,0.025316456332802773,0.02943827025592327,0.027222221717238426,3329.0,3871.0,542.0,0.1628116551516972,11.591032981872559,43,0.5590286747610437,0.04105962812900543,0.9537206888198853,0.7885602116584778,0.2639157176017761
9,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label8/baseline_alpha0/sample_9.pt,8,0.04539702460169792,0.08749999850988388,0.08621207624673843,0.08685126155614853,3329.0,3280.0,-49.0,-0.01471913487533794,22.232736587524414,31,0.8185975609756098,0.04105962812900543,0.9644630551338196,0.7681737542152405,0.25277599692344666
10,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label8/baseline_alpha0/sample_10.pt,8,0.04179681837558746,0.07646258175373077,0.08440973609685898,0.08023986965417862,3329.0,3675.0,346.0,0.10393511565034545,8.540268898010254,24,0.9610884353741497,0.04105962812900543,0.7333366870880127,0.7835086584091187,0.2625351548194885
11,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label8/baseline_alpha0/sample_11.pt,8,0.024881185963749886,0.2640949487686157,0.02673475444316864,0.048554278910160065,3329.0,337.0,-2992.0,-0.8987683989185942,15.939773559570312,21,0.5252225519287834,0.04105962812900543,0.6785533428192139,0.7806912064552307,0.25216343998908997
12,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label8/baseline_alpha0/sample_12.pt,8,0.02467264048755169,0.04360536113381386,0.053769901394844055,0.04815712198615074,3329.0,4105.0,776.0,0.23310303394412737,15.75053882598877,48,0.49987819732034106,0.04105962812900543,0.8296793103218079,0.7521083950996399,0.24486367404460907
13,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label8/baseline_alpha0/sample_13.pt,8,0.01950545236468315,0.038380175828933716,0.03814959526062012,0.03826453909277916,3329.0,3309.0,-20.0,-0.006007810153199159,17.24419593811035,43,0.5720761559383499,0.04105962812900543,1.8779091835021973,0.763221800327301,0.2555517554283142
14,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label8/baseline_alpha0/sample_14.pt,8,0.01262626238167286,0.04045853018760681,0.018023431301116943,0.02493765577673912,3329.0,1483.0,-1846.0,-0.5545208771402824,26.67967987060547,26,0.6473364801078895,0.04105962812900543,0.8531047105789185,0.7652187347412109,0.24522963166236877
15,/home/mcy/Geoflow/flowtrain_stochastic_interpolation-main/project/geodata-3d-conditional/dike-demo-manual/candidate_screening/paper_cond_gen_0_label8/baseline_alpha0/sample_15.pt,8,0.0190677959471941,0.06076975166797638,0.027035145089030266,0.03742203488945961,3329.0,1481.0,-1848.0,-0.5551216581556023,22.030431747436523,26,0.48818365968939903,0.04105962812900543,0.8107954859733582,0.7974727749824524,0.28760191798210144
