iteration,seismic_mse,seismic_rmse,gradient_norm,q_min,q_mean,q_max
0,0.0009120152681134641,0.03019959107041359,0.0003468180657364428,0.0640949010848999,0.5159256458282471,0.949474036693573
10,0.0007815716089680791,0.027956603094935417,0.00023856633924879134,0.1397216022014618,0.519888162612915,0.9320642352104187
20,0.0007377492147497833,0.02716153860092163,5.987999975332059e-05,0.11839917302131653,0.5272839665412903,0.9090083241462708
30,0.0007225294248200953,0.02687990665435791,3.685310002765618e-05,0.198109433054924,0.5409868955612183,0.8960955739021301
40,0.000716801849193871,0.026773154735565186,2.8765220122295432e-05,0.2151748239994049,0.5474475622177124,0.8919779062271118
50,0.0007127519929781556,0.026697415858507156,1.4074826140131336e-05,0.20003342628479004,0.5516112446784973,0.8920095562934875
60,0.0007092477171681821,0.026631705462932587,7.103627922333544e-06,0.20092536509037018,0.5557251572608948,0.8932031989097595
70,0.0007072598091326654,0.026594357565045357,4.992352842236869e-06,0.20282506942749023,0.5589455366134644,0.8935040235519409
80,0.0007061913493089378,0.026574261486530304,4.893761342827929e-06,0.20022991299629211,0.5606973171234131,0.8929546475410461
90,0.000705605314578861,0.026563232764601707,3.0646021969005233e-06,0.20159487426280975,0.5615772008895874,0.8920698165893555
100,0.0007053168956190348,0.0265578031539917,1.6639748992020031e-06,0.20106656849384308,0.5624179840087891,0.8915126323699951
110,0.0007051733555272222,0.026555100455880165,1.393887828271545e-06,0.20102766156196594,0.5633718967437744,0.8909124732017517
120,0.0007050806889310479,0.026553355157375336,1.4351928712130757e-06,0.20115067064762115,0.5642207860946655,0.8904003500938416
130,0.0007050102576613426,0.026552028954029083,1.7831966943049338e-06,0.2009880393743515,0.5648379921913147,0.8900423049926758
140,0.0007049716077744961,0.026551300659775734,1.8744294720818289e-06,0.20113486051559448,0.5651984214782715,0.8897610306739807
150,0.0007049445412121713,0.026550792157649994,1.8644279862201074e-06,0.2010224312543869,0.5654729008674622,0.8895035982131958
160,0.0007049248670227826,0.026550421491265297,1.79408164058259e-06,0.20106863975524902,0.5657089948654175,0.8892308473587036
170,0.0007049071718938649,0.026550088077783585,8.652652354612655e-07,0.20104116201400757,0.5658302307128906,0.8889259099960327
180,0.000704899721313268,0.026549948379397392,9.545738066663034e-07,0.20106114447116852,0.565886914730072,0.8886037468910217
190,0.0007048974512144923,0.02654990553855896,1.1344606036800542e-06,0.2010507583618164,0.5659323334693909,0.8882881999015808
200,0.000704895646777004,0.026549870148301125,1.2281461749807931e-06,0.20105484127998352,0.5659666657447815,0.8879419565200806
210,0.0007048925035633147,0.0265498124063015,1.247656655323226e-06,0.20105299353599548,0.5659836530685425,0.8876002430915833
220,0.0007048883708193898,0.02654973417520523,1.150093908108829e-06,0.20105451345443726,0.5659957528114319,0.8872447609901428
230,0.0007048830157145858,0.026549633592367172,9.516044769952714e-07,0.20105354487895966,0.5660054087638855,0.8873440623283386
240,0.0007048796978779137,0.0265495702624321,1.6179718613784644e-06,0.2010541558265686,0.5659987330436707,0.8894013166427612
250,0.0007048867410048842,0.026549702510237694,1.9199694634153275e-06,0.20105354487895966,0.5659888982772827,0.8909441232681274
260,0.0007048894767649472,0.026549754664301872,2.043725089606596e-06,0.20105387270450592,0.5659840703010559,0.8921137452125549
270,0.0007048852858133614,0.026549676433205605,1.9170470295648556e-06,0.2010534554719925,0.5659838914871216,0.8930221199989319
280,0.0007048759725876153,0.026549501344561577,7.084344133545528e-07,0.20105387270450592,0.565988302230835,0.8937410712242126
290,0.0007048802799545228,0.026549581438302994,1.0040527058663429e-06,0.20105372369289398,0.5659825801849365,0.8943129181861877
299,0.0007048881961964071,0.026549730449914932,1.350992306470289e-06,0.20105360448360443,0.5659798383712769,0.8947239518165588
